uniprot,gene,Tm_prior_file_C,Tm_prior_measured,Tm_prior_particles_mean_C,Tm_post_mean_C,Tm_post_sd_C,Tm_shift_C,Topt_prior_file_C,Topt_prior_particles_mean_C,Topt_post_mean_C,Topt_post_sd_C,Topt_shift_C
P39954,SAH1,44.51109710999998,True,44.71684545083724,44.74712049438699,2.9399466517004016,0.23602338438701054,32.0,28.769612874655763,27.210371725501545,5.647449163416371,-4.789628274498455
P47176,BAT2,43.020864940000024,True,43.09858485152495,45.315365611386824,2.8268219174331786,2.2945006713867997,36.0,28.64592967655358,29.176790037691717,3.9608816535614415,-6.823209962308283
P07284,SES1,44.28443862,True,45.01010312188248,45.36451368912054,2.552471261767823,1.0800750691205394,38.0,30.40255389202258,20.77831345572389,9.411630169405955,-17.22168654427611
P13663,HOM2,44.92920593000002,True,45.4725393862289,45.55348549313828,2.767152611689199,0.6242795631382592,32.0,27.72074379997366,22.65095074173081,6.059277214875081,-9.34904925826919
P15019,TAL1,46.809228510000025,True,47.09094315588948,45.57925009409672,4.4793203493945954,-1.2299784159033038,34.0,29.98852140882252,21.83325791179152,8.996580900924833,-12.16674208820848
P38075,PDX3,43.74761111999999,True,44.34806067341424,45.622726239146346,2.0570055907317517,1.8751151191463578,39.0,31.38446934443266,29.39492202184806,4.2389127377815505,-9.60507797815194
P29952,PMI40,44.90094971999997,True,45.282087741400346,45.690913289262596,2.4780370372993024,0.7899635692626248,35.0,30.308002120471997,29.14603999707549,6.617894376966002,-5.853960002924509
P49089,ASN1,46.12947002999999,True,46.73163256937795,45.714194630294,3.900033030605094,-0.41527539970599037,35.0,32.41734117041585,29.81822786614589,6.03645485977272,-5.1817721338541105
P46655,GUS1,44.39264935,True,44.87432603015543,45.86337412877231,1.6790087331958545,1.4707247787723077,35.0,29.805208546140307,35.0456410828927,4.997504908460249,0.045641082892700524
Q12452,ERG27,42.62067730000001,True,43.449813272033964,45.94543041868462,1.7599409674723308,3.3247531186846118,37.0,31.300207042603517,25.216543738684152,5.924407307873921,-11.783456261315848
P54070,KTR6,45.38026217999999,True,45.87636508226535,46.042832413018346,3.6281381181259373,0.6625702330183572,40.0,33.14233673127546,28.871713178741572,5.852636489349136,-11.128286821258428
P38013,AHP1,43.417356659999996,True,43.928465146882615,46.07689331552211,2.374077320559106,2.6595366555221176,39.0,30.92133035947313,30.3590527242975,5.610238849718909,-8.640947275702501
Q12122,LYS21,43.77623318999997,True,44.706698748519784,46.21825092681604,1.9581678017527075,2.4420177368160694,35.0,30.46217093719747,29.33172046736763,4.7229758691079065,-5.6682795326323685
P07245,ADE3,46.077655100000015,True,46.75915367656552,46.27461985952942,1.9006107086429551,0.19696475952940773,32.0,28.2512211535676,22.203995989636724,7.46059148962638,-9.796004010363276
Q12154,GET3,45.11866760999999,True,44.72470360421664,46.50816983579523,2.420137304688667,1.3895022257952405,35.0,29.102380437322722,23.314267389474026,6.4020929739141605,-11.685732610525974
P09440,MIS1,47.09463650999999,True,47.27083028098667,46.603878652431774,2.812615051885337,-0.49075785756821233,33.0,29.38259267129149,26.497093856116066,6.176106862495714,-6.5029061438839335
P05030,PMA1,45.69084246,True,46.53146352149656,46.64312268904763,3.3721780611936163,0.9522802290476307,33.0,30.66693756560892,27.07372018764164,8.0141131148149,-5.926279812358359
P17649,UGA1,44.16320160999999,True,45.092153264601166,46.66324965661107,2.211978622335861,2.5000480466110844,39.0,31.557753234925315,25.92450273819111,9.081077065684584,-13.075497261808891
P32573,SPS19,51.475350730261766,False,50.28050471033953,46.682430685955694,3.144905141821667,-4.792920044306072,34.0,30.11776895233072,27.89842214534019,5.889322569798741,-6.1015778546598085
P16451,PDX1,45.29339431,True,45.21357981833228,46.777574422051316,3.009979872498974,1.4841801120513196,35.0,29.092246742889415,28.33540101269284,5.127804301334392,-6.6645989873071585
P08524,ERG20,46.23275308000001,True,46.564179649220705,46.793103787519044,4.319140707744263,0.560350707519035,36.0,31.428054120172135,28.810193285751893,4.268427937889851,-7.189806714248107
P22768,ARG1,43.35589864000002,True,44.20732302800906,46.926105706430064,2.4978400843546997,3.5702070664300436,40.0,32.843069495519785,29.814629509903682,3.594542488213152,-10.185370490096318
P13188,GLN4,43.26384191,True,44.20764092063422,47.08084155692126,2.123376075539612,3.8169996469212606,37.0,30.116954031689488,28.441291181663132,4.601826221863949,-8.558708818336868
P07149,FAS1,46.128700460000005,True,46.30880498859432,47.10142144470774,3.842285467458547,0.9727209847077347,33.0,30.242912153064594,25.31335103453199,5.027852075778902,-7.6866489654680095
P04802,DPS1,46.19682291999999,True,46.19906734272672,47.11319630144101,3.4233204015870333,0.9163733814410193,33.0,29.157556633819297,24.208136158966227,8.068997469183909,-8.791863841033773
Q03778,FMN1,51.475350730261766,False,51.8449220537683,47.119630054132074,3.2857614028878768,-4.3557206761296925,39.0,33.97935133226554,29.547449461667156,5.8807304216126886,-9.452550538332844
P31412,VMA5,46.010022049999975,True,45.9653465937057,47.14494485960802,3.268189600550073,1.1349228096080424,34.0,29.939497989871597,25.687027716649027,7.481321753796792,-8.312972283350973
P38067,UGA2,51.475350730261766,False,51.73143407957912,47.24628943875092,4.32796537191066,-4.229061291510845,34.0,32.11585328573608,25.5514436156152,8.82884823655748,-8.448556384384801
P32861,UGP1,45.33411067999998,True,45.621222327874534,47.320516353812195,3.206159688462497,1.9864056738122144,35.0,31.427958463241794,22.303302376423517,6.808051140817599,-12.696697623576483
P07259,URA2,48.187269300000025,True,48.58154975510536,47.34096537339161,1.8525385975994049,-0.8463039266084138,33.0,29.664777373329116,26.465429404985457,5.917416978612574,-6.534570595014543
P39683,NPT1,48.20467057000002,True,48.45908044846044,47.43143232051716,3.8740588718985283,-0.7732382494828585,37.0,32.73864622035222,24.564148217725972,6.498564350616775,-12.435851782274028
P00958,MES1,45.842738440000005,True,46.202188737988365,47.462343576283274,2.598555340275008,1.619605136283269,38.0,31.952896696782886,31.753786714760167,4.246257871166307,-6.246213285239833
P33734,HIS7,46.167136649999975,True,46.38480556283247,47.54768367535286,1.6543723224458198,1.3805470253528824,39.0,32.725561048273335,29.796324711463683,5.953023258067553,-9.203675288536317
P38707,DED81,46.28910098,True,47.039145242302425,47.67712207777248,2.73739381214138,1.38802109777248,37.0,33.03711051980224,32.91287321549879,4.359874434516584,-4.0871267845012085
P49090,ASN2,48.53551618,True,48.3849818449155,47.69767185906727,6.440373879926721,-0.8378443209327315,34.0,29.565071284517956,24.198363470071968,7.39042729187516,-9.801636529928032
P33421,SDH3,51.475350730261766,False,51.53459076783156,47.73790106773305,4.621793256932557,-3.737449662528718,38.0,34.27098911609187,28.7923638270089,7.490136823727228,-9.207636172991101
P41940,PSA1,46.46979470000002,True,46.70278857240584,47.7557439230269,3.7419232489302026,1.2859492230268756,35.0,29.016890237961206,23.911774955490557,5.839773476173539,-11.088225044509443
P48015,GCV1,47.04718145999999,True,47.06448245126984,47.81727452088188,2.8893578987503448,0.7700930608818908,33.0,28.761621246684683,29.465274641614315,8.593130061157764,-3.5347253583856855
Q05584,GLO2,46.65357383999998,True,47.11409840905486,47.84871286181408,4.719022097072307,1.1951390218141,38.0,33.06648608555736,27.394551707295648,6.119533310526137,-10.605448292704352
P47026,GWT1,51.475350730261766,False,52.365235632886595,47.9128035460152,4.1909027788713304,-3.5625471842465686,37.0,33.22688712072653,32.8243888782348,4.986928390571818,-4.1756111217652006
P32528,"DUR1,2",45.510417940000025,True,45.54211150843798,47.93989127609018,3.901326952945999,2.4294733360901546,32.0,26.99553015242509,22.816555032132953,6.98896246423032,-9.183444967867047
P32264,PRO1,48.25089123999999,True,48.604444191618086,47.94728769963126,2.24787548941974,-0.3036035403687265,33.0,30.091924432126632,26.79987823790134,10.173257493354221,-6.200121762098661
P00815,HIS4,48.68105247,True,48.58946558401169,47.99253614789444,2.688273521810161,-0.6885163221055564,32.0,27.969773310444225,16.707635088195218,6.737284333604242,-15.292364911804782
Q12036,PPT2,51.475350730261766,False,50.73106604053771,48.00373490650571,4.27547358268951,-3.4716158237560535,34.0,32.70298309198603,28.998898302885323,7.885409657430365,-5.001101697114677
P07806,VAS1,46.10816879999999,True,46.78336615119167,48.051130522527615,3.4397158760989535,1.9429617225276274,33.0,28.136319228993102,24.282146746464832,8.550868058196665,-8.717853253535168
P14180,CHS2,51.475350730261766,False,51.22695212915238,48.06698497602298,4.118906253228007,-3.408365754238787,32.0,28.679067015616056,26.644331406979916,5.960575442575629,-5.355668593020084
P39726,GCV3,49.32154786000001,True,49.31712462399503,48.110879399990154,1.8297313496699823,-1.210668460009856,37.0,33.97586634258431,28.334690317690956,5.865013061509237,-8.665309682309044
P37303,GLY1,46.268262960000015,True,47.17104838518571,48.131314520161766,3.751144838616223,1.8630515601617503,43.0,35.92089746873637,30.080189015002077,8.13498804393081,-12.919810984997923
P36014,GPX1,51.475350730261766,False,52.10138362331094,48.218709883069664,3.5780094505233913,-3.2566408471921022,36.0,31.080372396700113,28.612895232552944,7.952741978074952,-7.387104767447056
P08067,RIP1,51.475350730261766,False,51.573741060492466,48.25043583970938,6.751146828810241,-3.224914890552384,34.0,29.296635386077014,25.670364253230616,5.503665944533082,-8.329635746769384
P54885,PRO2,47.09535828999998,True,46.93783182438642,48.270315325865,2.3700609273539763,1.1749570358650203,34.0,31.405010918191522,32.223158204842434,5.275287231869817,-1.7768417951575657
P11412,ZWF1,47.254462279999984,True,47.67679584727625,48.333280211181545,3.882015183862831,1.078817931181561,38.0,31.72392937086329,25.228731840584203,9.09709348044098,-12.771268159415797
P00044,CYC1,48.66778020999999,True,49.10268421579519,48.369662286045866,5.184015111221178,-0.2981179239541234,41.0,35.44849084443399,34.90680817621745,3.25765972050639,-6.093191823782547
P21524,RNR1,50.176461930000016,True,50.27268007030318,48.388559166552,2.4630833238982413,-1.7879027634480167,36.0,32.98834849726222,19.962945850411018,9.851964360221874,-16.037054149588982
P32449,ARO4,51.475350730261766,False,51.53142138047588,48.48088173116179,4.592852647533625,-2.994468999099979,32.0,29.20450528188121,26.700741811885223,8.225532359603381,-5.299258188114777
P38998,LYS1,50.02320894000002,True,49.61116956394801,48.55828253135439,4.050035014875288,-1.4649264086456242,35.0,31.42048760209775,26.275961111531103,6.984885836092151,-8.724038888468897
P19097,FAS2,49.334915120000005,True,49.779870824667796,48.637210546706,1.7041393508984108,-0.6977045732940041,33.0,29.782825935164965,26.637586734216995,3.635301397338289,-6.362413265783005
P08465,MET2,51.475350730261766,False,52.09516757877623,48.81650709267899,5.1276413133429894,-2.658843637582777,34.0,30.841554393243996,29.253284739456035,6.11869988230699,-4.746715260543965
Q03835,GRX3,47.51616421,True,48.22010893273682,48.82726902412327,2.9553834212519003,1.3111048141232686,34.0,30.334277639560867,28.53610788759528,6.907804832691454,-5.4638921124047215
P04076,ARG4,49.710703850000016,True,49.91667700124981,48.8839922298518,2.893091407990856,-0.8267116201482168,34.0,29.530861468825947,27.982068082546903,3.9783002213591105,-6.017931917453097
P32895,PRS1,51.28145158000001,True,51.25834534241318,48.93232613317866,2.4981076641187143,-2.349125446821347,34.0,31.916852196361333,33.14349129643455,6.806350971451428,-0.8565087035654528
P41911,GPD2,48.130730830000005,True,48.67612102003477,48.980134401046485,4.456444299607192,0.84940357104648,32.0,27.16809890483188,28.16250536237817,7.261831729617766,-3.8374946376218304
P21801,SDH2,51.475350730261766,False,51.84737522758576,49.02003208650069,7.153668367471168,-2.455318643761075,37.0,32.33407250823228,21.103617881244872,9.150453205649235,-15.896382118755128
Q12068,GRE2,51.475350730261766,False,52.378820731875805,49.095927342233665,6.362531356026774,-2.3794233880281013,33.0,30.955405622250225,28.21787494394016,8.36902093221088,-4.78212505605984
Q12471,PFK27,51.475350730261766,False,51.70945679129869,49.10564695091415,2.972255641663725,-2.369703779347617,36.0,32.59140339692027,26.717014310974093,8.800936317137204,-9.282985689025907
Q07471,THI3,51.475350730261766,False,51.510749690709304,49.122112659206834,5.993575312230563,-2.353238071054932,34.0,33.240181591435544,26.66679358880168,6.7637374469726845,-7.333206411198319
P32462,ERG24,51.475350730261766,False,52.71634077705045,49.12937936068113,4.763422629210454,-2.3459713695806386,36.0,32.39850936109758,30.878661552897142,7.398020947377491,-5.121338447102858
P38113,ADH5,51.475350730261766,False,51.558286309393054,49.191739461287455,4.359392952785821,-2.2836112689743118,39.0,34.12882977733648,33.790475435329824,4.507102748720755,-5.2095245646701756
P38787,PAN5,51.475350730261766,False,51.05363781840197,49.2131464927279,3.9211295921127096,-2.262204237533865,34.0,30.547979855978383,26.921888407404595,7.397247703540058,-7.0781115925954055
P49367,LYS4,51.475350730261766,False,50.849771844236386,49.23912987215823,4.945003618773173,-2.236220858103536,33.0,32.549632472807616,32.05546302046969,5.622871976465179,-0.9445369795303122
P36107,AUR1,51.475350730261766,False,50.9875448420637,49.239435882806106,5.507305170277094,-2.2359148474556605,39.0,33.74328675561503,23.772429685173563,8.093276519322126,-15.227570314826437
Q12458,YPR1,46.848861450000015,True,47.23107240160698,49.31262777541514,2.609630448152501,2.463766325415122,34.0,30.252532603712666,26.594170990718396,6.1054933403101055,-7.405829009281604
P50861,RIB4,49.79549422000002,True,50.63552311808115,49.31319046439461,3.9386023672015256,-0.4823037556054146,35.0,32.48135013560159,32.72805353078843,5.424084366713106,-2.2719464692115707
P53685,HST1,51.475350730261766,False,51.39491132136027,49.36847341897163,3.174461122215842,-2.106877311290134,33.0,28.718570233526805,20.113546954675996,8.81473486695922,-12.886453045324004
Q01802,AAT1,51.475350730261766,False,52.46850862224227,49.37653817839339,6.186100619108239,-2.0988125518683773,38.0,34.423546969289305,32.494950121926024,5.548350651249348,-5.505049878073976
P41277,GPP1,48.84270657000002,True,49.33823847479334,49.40642317671774,2.5229833179631695,0.5637166067177191,37.0,31.5992447838006,28.917264402451906,5.288262985380516,-8.082735597548094
P39518,FAA2,51.475350730261766,False,52.194598189161184,49.46156943947187,3.118608143279606,-2.0137812907898933,34.0,32.709089150817135,31.062732055367746,4.842467757251335,-2.9372679446322536
Q07560,CRD1,51.475350730261766,False,51.27665849315275,49.484917861930455,3.213727040981706,-1.990432868331311,37.0,34.091297627035715,32.804173427972046,6.950277339957057,-4.195826572027954
P07807,DFR1,51.475350730261766,False,51.85323354086216,49.4886679705445,4.9256233573604,-1.9866827597172687,34.0,31.82785899542739,31.198544614874436,6.511121530347623,-2.801455385125564
P27680,COQ3,51.475350730261766,False,51.36821518190686,49.50371469829821,3.65341320741153,-1.9716360319635555,34.0,29.909951977128458,26.918849627810857,8.23497809403517,-7.081150372189143
Q07804,YEH1,51.475350730261766,False,51.71847004901019,49.51695356352485,4.420136405974065,-1.9583971667369156,34.0,30.360825372862337,26.8226354731176,5.213889598473315,-7.1773645268824
P06168,ILV5,47.10179181000001,True,47.86556692126112,49.52411893969003,2.0084341986153484,2.422327129690018,38.0,32.006546306286964,30.43908141851034,4.785184590709566,-7.560918581489659
P38705,DIA4,51.475350730261766,False,50.93199031615097,49.52721173292048,6.001081650108127,-1.9481389973412888,34.0,29.873885911542118,24.576723446313224,6.538633236837925,-9.423276553686776
P30624,FAA1,49.93312880000002,True,50.297359541038304,49.651926852784754,3.976882896504855,-0.2812019472152656,35.0,32.904349525286875,33.431320927689285,4.436359391913479,-1.5686790723107151
P54783,ALO1,51.475350730261766,False,51.88070388661737,49.668697425803146,5.512968147909431,-1.8066533044586208,36.0,33.62056966594241,21.402847536345234,9.046976400759666,-14.597152463654766
P15807,MET8,51.475350730261766,False,52.625378388801266,49.6910856290321,6.329570607529796,-1.7842651012296642,36.0,30.814281135734063,24.890577899026425,8.38296448224189,-11.109422100973575
P47190,PMT3,51.475350730261766,False,52.04867115576042,49.721164808887295,6.442759187971865,-1.7541859213744715,35.0,32.36059658152607,30.21761595031313,4.6871000681760835,-4.782384049686868
P16387,PDA1,51.475350730261766,False,52.4989433066487,49.75134362623584,5.01928098863245,-1.7240071040259295,36.0,35.1913389470983,35.601438798971515,5.588800627131753,-0.39856120102848536
P36421,TYS1,45.760598200000004,True,45.938768846542814,49.754780435442115,4.291858992067205,3.9941822354421106,35.0,30.26704255178322,29.038883179358322,4.920039730169988,-5.961116820641678
P11154,PYC1,48.80379024000001,True,49.45181649316248,49.768301319527325,2.3352337198775706,0.9645110795273126,33.0,30.759011034065907,27.071839644542763,9.25846193607731,-5.928160355457237
P54114,ALD3,48.67805900000002,True,49.12426231250356,49.76846534335681,3.1079372103725547,1.0904063433567899,36.0,31.9423105034586,23.41949990929993,7.120195284518567,-12.58050009070007
Q04212,ARA2,51.475350730261766,False,51.97991169939672,49.783554401619085,3.4486205948957864,-1.6917963286426811,25.0,25.834589767608463,19.521515516891554,6.657059981658055,-5.478484483108446
P81451,ATP19,51.475350730261766,False,51.62506770281368,49.789120402165906,4.777963814507627,-1.68623032809586,34.0,32.05665223345903,28.931843910348903,9.008830833809437,-5.068156089651097
P41835,THI6,51.475350730261766,False,51.84214950040723,49.8050931350117,3.3972245364607665,-1.6702575952500638,31.0,30.44796270075051,27.653062987226065,8.257656246704208,-3.3469370127739353
P33775,PMT1,46.60325052000002,True,47.248967707178565,49.86697040457733,1.623007820455991,3.2637198845773128,35.0,32.397692293352634,30.538806230036357,4.433907327978819,-4.461193769963643
P21826,DAL7,51.475350730261766,False,52.426169237192425,49.88505006754605,3.278702330988539,-1.5903006627157197,32.0,30.902094583083624,32.597485495184856,5.072309122427664,0.5974854951848556
P03965,CPA2,47.856924030000016,True,47.92784555558376,49.891627715218135,2.064826871673149,2.034703685218119,35.0,29.933821354060456,25.350270013714578,8.856400537398256,-9.649729986285422
P28777,ARO2,47.98893998,True,48.318656971369364,49.89758487767563,2.683294595267756,1.9086448976756287,36.0,31.55208061916045,25.931610161408912,10.35712833067506,-10.068389838591088
P32563,VPH1,50.283043350000014,True,50.00222719301752,49.908343871812804,2.9019826635327997,-0.3746994781872104,35.0,33.919568888617164,27.801337616617786,6.507821954940173,-7.198662383382214
P32459,DAL3,51.475350730261766,False,52.27517563742629,50.00927345860782,4.313036992917911,-1.466077271653944,33.0,28.6905751785975,28.833773497568245,5.93555666594418,-4.166226502431755
P04037,COX4,51.475350730261766,False,52.081969029815184,50.015692641009935,2.4296247167608898,-1.4596580892518318,35.0,32.140690480595424,32.954231358141044,5.4904551749682895,-2.045768641858956
Q00711,SDH1,46.36004976999999,True,46.717046786351375,50.02574485154372,2.309389132330416,3.6656950815437312,34.0,29.416273660825027,25.65853589925763,9.25284381885843,-8.341464100742371
P40015,ISC1,51.475350730261766,False,51.209592123584,50.06639374037877,4.094468252867206,-1.408956989882995,33.0,30.447862824768265,32.58752022869925,6.307321024863704,-0.4124797713007524
P38812,GEP4,51.475350730261766,False,51.45948871083567,50.09640704162405,3.931433461073339,-1.3789436886377189,37.0,33.75746404797161,30.267327608344544,6.3286596541252145,-6.732672391655456
P39522,ILV3,48.74372103999997,True,49.278554690359215,50.14008813457792,3.1537183638673003,1.396367094577954,36.0,32.074479083792426,30.06087871765743,7.507351596888394,-5.939121282342569
P00925,ENO2,48.97488043999999,True,49.36736166574383,50.192832423731716,4.4117395079418955,1.217951983731723,34.0,29.407825287787603,24.596559652781593,12.011328116461113,-9.403440347218407
Q12494,KCS1,51.475350730261766,False,51.26141429420022,50.20600165127479,6.245170211747859,-1.269349078986977,34.0,32.753062657886744,25.308747153992442,8.752485261058034,-8.691252846007558
P28272,URA1,49.30181298000002,True,49.64231248627664,50.22028153625979,2.4062855512814405,0.9184685562597679,36.0,32.0724373736781,33.67489892252809,6.192589535089052,-2.3251010774719134
P33300,SUR1,51.475350730261766,False,51.57051038733209,50.22650333017435,5.739591114509392,-1.2488474000874135,37.0,32.522644768716134,23.902216978673323,7.064348921263832,-13.097783021326677
P04801,THS1,49.22729349999997,True,49.50140264542841,50.232467926133324,2.036522053926524,1.005174426133351,34.0,30.844087307988048,33.508949340497566,7.589177036902661,-0.49105065950243443
P32419,MDH3,47.972660270000006,True,48.03030927423691,50.23341911017059,4.023649528864407,2.260758840170581,32.0,29.91837340461666,28.7598619490754,8.469491028320336,-3.2401380509245996
Q08548,ALE1,51.475350730261766,False,51.86633328693995,50.23484357725118,4.73537555106608,-1.240507153010583,36.0,33.409852930141255,30.589988815114964,5.996319308783919,-5.410011184885036
P25372,TRX3,51.475350730261766,False,51.438258793429725,50.250407206659986,6.534429604006721,-1.2249435236017803,36.0,31.94018802753095,29.71902003885043,6.109624833698327,-6.280979961149569
Q04178,HPT1,51.475350730261766,False,51.80414743715335,50.28873996721666,5.389808399467078,-1.1866107630451097,34.0,32.35407388412398,27.790312966902718,8.923220849533065,-6.209687033097282
Q05567,DPL1,51.475350730261766,False,52.27748236477123,50.29918287401614,3.9272020822105658,-1.1761678562456268,30.0,27.36281214184504,30.09249277203793,5.9026407606074365,0.09249277203792872
P50277,BIO3,51.475350730261766,False,50.91514511112064,50.34150058980816,3.345542614009082,-1.1338501404536032,33.0,29.940194592925536,26.825236777973657,7.882544194688788,-6.174763222026343
P32469,DPH5,51.475350730261766,False,51.64017964988898,50.37902281085087,5.104242581613749,-1.0963279194108964,35.0,32.585739430031026,28.244147376658987,5.8651950535014095,-6.755852623341013
P22543,VPS34,51.475350730261766,False,51.889158285626706,50.38019377592616,6.101767442548804,-1.0951569543356072,34.0,31.44846009545722,21.048956004731167,6.8056407713514835,-12.951043995268833
P53319,GND2,51.475350730261766,False,52.79822980919403,50.396411355466796,3.984987932923532,-1.0789393747949703,34.0,31.86190363377341,32.623900303860864,5.536511963790125,-1.3760996961391356
