rxn_id,Topt,Tm,Length,T90,dCpt,topt_source
rxn03175_LSQBKT_c0_RSQBKT_,308.122,323.168,241,,-4000.0,mesophile_prior
rxn00786_LSQBKT_c0_RSQBKT_,314.948,336.579,308,,-4000.0,mesophile_prior
rxn01637_LSQBKT_c0_RSQBKT_,314.06,324.306,395,,-4000.0,mesophile_prior
rxn12640_LSQBKT_c0_RSQBKT_,299.038,318.112,295,,-4000.0,mesophile_prior
rxn05596_LSQBKT_c0_RSQBKT_,317.477,336.262,300,,-4000.0,mesophile_prior_nolen
rxn02569_LSQBKT_c0_RSQBKT_,310.807,320.596,335,,-4000.0,mesophile_prior
rxn00710_LSQBKT_c0_RSQBKT_,321.18,323.18,217,,-4000.0,mesophile_prior
rxn02775_LSQBKT_c0_RSQBKT_,305.319,333.464,228,,-4000.0,mesophile_prior
rxn07589_LSQBKT_c0_RSQBKT_,289.949,331.683,181,,-4000.0,mesophile_prior
rxn00717_LSQBKT_c0_RSQBKT_,306.634,329.579,141,,-4000.0,mesophile_prior
rxn10308_LSQBKT_c0_RSQBKT_,311.693,330.284,299,,-4000.0,mesophile_prior
rxn05249_LSQBKT_c0_RSQBKT_,319.392,322.994,549,,-4000.0,mesophile_prior
rxn02897_LSQBKT_c0_RSQBKT_,326.66,334.261,350,,-4000.0,mesophile_prior
rxn03409_LSQBKT_c0_RSQBKT_,320.887,337.591,446,,-4000.0,mesophile_prior
rxn01301_LSQBKT_c0_RSQBKT_,320.326,335.157,337,,-4000.0,mesophile_prior
rxn07191_LSQBKT_c0_RSQBKT_,313.206,317.921,613,,-4000.0,mesophile_prior
rxn04046_LSQBKT_c0_RSQBKT_,311.1,322.909,228,,-4000.0,mesophile_prior
rxn03407_LSQBKT_c0_RSQBKT_,298.223,330.712,446,,-4000.0,mesophile_prior
rxn01682_LSQBKT_c0_RSQBKT_,306.765,320.934,394,,-4000.0,mesophile_prior
rxn02474_LSQBKT_c0_RSQBKT_,302.02,330.787,360,,-4000.0,mesophile_prior
rxn10311_LSQBKT_c0_RSQBKT_,316.037,338.787,299,,-4000.0,mesophile_prior
rxn01486_LSQBKT_c0_RSQBKT_,312.311,336.658,317,,-4000.0,mesophile_prior
rxn00898_LSQBKT_c0_RSQBKT_,326.473,337.48,550,,-4000.0,mesophile_prior
rxn01069_LSQBKT_c0_RSQBKT_,288.797,338.076,404,,-4000.0,mesophile_prior
rxn02113_LSQBKT_c0_RSQBKT_,315.846,331.966,266,,-4000.0,mesophile_prior
rxn00117_LSQBKT_c0_RSQBKT_,316.162,331.655,300,,-4000.0,mesophile_prior_nolen
rxn00555_LSQBKT_c0_RSQBKT_,315.644,326.026,599,,-4000.0,mesophile_prior
rxn00260_LSQBKT_c0_RSQBKT_,293.434,327.923,375,,-4000.0,mesophile_prior
rxn02484_LSQBKT_c0_RSQBKT_,304.413,336.948,400,,-4000.0,mesophile_prior
rxn00527_LSQBKT_c0_RSQBKT_,309.562,329.384,578,,-4000.0,mesophile_prior
rxn05171_LSQBKT_c0_RSQBKT_,303.954,324.874,253,,-4000.0,mesophile_prior
rxn04052_LSQBKT_c0_RSQBKT_,312.335,317.476,210,,-4000.0,mesophile_prior
rxn04045_LSQBKT_c0_RSQBKT_,315.457,327.945,144,,-4000.0,mesophile_prior
rxn01974_LSQBKT_c0_RSQBKT_,300.593,310.547,277,,-4000.0,mesophile_prior
rxn12645_LSQBKT_c0_RSQBKT_,317.581,326.491,295,,-4000.0,mesophile_prior
rxn00299_LSQBKT_c0_RSQBKT_,307.15,326.958,315,,-4000.0,mesophile_prior
rxn00839_LSQBKT_c0_RSQBKT_,330.615,332.615,133,,-4000.0,mesophile_prior
rxn03020_LSQBKT_c0_RSQBKT_,313.316,317.463,319,,-4000.0,mesophile_prior
rxn00283_LSQBKT_c0_RSQBKT_,328.923,335.714,373,,-4000.0,mesophile_prior
rxn01022_LSQBKT_c0_RSQBKT_,323.119,329.112,253,,-4000.0,mesophile_prior
rxn10221_LSQBKT_c0_RSQBKT_,321.617,331.565,178,,-4000.0,mesophile_prior
rxn09177_LSQBKT_c0_RSQBKT_,318.582,327.595,176,,-4000.0,mesophile_prior
rxn03437_LSQBKT_c0_RSQBKT_,297.711,336.559,550,,-4000.0,mesophile_prior
rxn02320_LSQBKT_c0_RSQBKT_,293.1,326.929,416,,-4000.0,mesophile_prior
rxn07587_LSQBKT_c0_RSQBKT_,310.405,320.835,365,,-4000.0,mesophile_prior
rxn02507_LSQBKT_c0_RSQBKT_,318.581,327.229,229,,-4000.0,mesophile_prior
rxn00669_LSQBKT_c0_RSQBKT_,308.081,332.696,636,,-4000.0,mesophile_prior
rxn01333_LSQBKT_c0_RSQBKT_,307.684,339.292,215,,-4000.0,mesophile_prior
rxn00714_LSQBKT_c0_RSQBKT_,315.965,325.15,130,,-4000.0,mesophile_prior
rxn01434_LSQBKT_c0_RSQBKT_,293.007,318.824,397,,-4000.0,mesophile_prior
rxn01116_LSQBKT_c0_RSQBKT_,323.318,328.366,219,,-4000.0,mesophile_prior
rxn08308_LSQBKT_c0_RSQBKT_,309.619,341.222,178,,-4000.0,mesophile_prior
rxn00409_LSQBKT_c0_RSQBKT_,299.624,324.305,133,,-4000.0,mesophile_prior
rxn02213_LSQBKT_c0_RSQBKT_,307.724,333.2,218,,-4000.0,mesophile_prior
rxn03062_LSQBKT_c0_RSQBKT_,305.815,324.094,330,,-4000.0,mesophile_prior
rxn03446_LSQBKT_c0_RSQBKT_,296.399,334.286,404,,-4000.0,mesophile_prior
rxn01519_LSQBKT_c0_RSQBKT_,320.511,325.134,156,,-4000.0,mesophile_prior
rxn00029_LSQBKT_c0_RSQBKT_,314.083,318.939,322,,-4000.0,mesophile_prior
rxn03491_LSQBKT_c0_RSQBKT_,307.732,339.209,181,,-4000.0,mesophile_prior
rxn01964_LSQBKT_c0_RSQBKT_,313.807,346.286,394,,-4000.0,mesophile_prior
rxn12510_LSQBKT_c0_RSQBKT_,304.578,333.154,290,,-4000.0,mesophile_prior
rxn09207_LSQBKT_c0_RSQBKT_,310.495,333.045,204,,-4000.0,mesophile_prior
rxn02380_LSQBKT_c0_RSQBKT_,312.378,324.491,438,,-4000.0,mesophile_prior
rxn00474_LSQBKT_c0_RSQBKT_,303.774,352.021,394,,-4000.0,mesophile_prior
rxn03435_LSQBKT_c0_RSQBKT_,311.677,313.677,330,,-4000.0,mesophile_prior
rxn01673_LSQBKT_c0_RSQBKT_,305.964,333.896,133,,-4000.0,mesophile_prior
rxn12845_LSQBKT_c0_RSQBKT_,307.45,339.076,295,,-4000.0,mesophile_prior
rxn00085_LSQBKT_c0_RSQBKT_,322.474,327.594,510,,-4000.0,mesophile_prior
rxn00832_LSQBKT_c0_RSQBKT_,307.728,321.124,201,,-4000.0,mesophile_prior
rxn00295_LSQBKT_c0_RSQBKT_,305.45,317.569,306,,-4000.0,mesophile_prior
rxn02187_LSQBKT_c0_RSQBKT_,324.494,340.823,330,,-4000.0,mesophile_prior
rxn01219_LSQBKT_c0_RSQBKT_,299.889,319.781,178,,-4000.0,mesophile_prior
rxn03514_LSQBKT_c0_RSQBKT_,294.765,321.434,254,,-4000.0,mesophile_prior
rxn01270_LSQBKT_c0_RSQBKT_,281.387,320.08,375,,-4000.0,mesophile_prior
rxn08309_LSQBKT_c0_RSQBKT_,325.419,327.419,178,,-4000.0,mesophile_prior
rxn08312_LSQBKT_c0_RSQBKT_,320.996,325.039,178,,-4000.0,mesophile_prior
rxn05144_LSQBKT_c0_RSQBKT_,330.057,332.057,187,,-4000.0,mesophile_prior
rxn00410_LSQBKT_c0_RSQBKT_,308.63,348.123,533,,-4000.0,mesophile_prior
rxn05221_LSQBKT_c0_RSQBKT_,309.205,319.481,489,,-4000.0,mesophile_prior
rxn09210_LSQBKT_c0_RSQBKT_,314.469,328.455,204,,-4000.0,mesophile_prior
rxn00782_LSQBKT_c0_RSQBKT_,323.113,325.113,340,,-4000.0,mesophile_prior
rxn01607_LSQBKT_c0_RSQBKT_,320.497,335.222,317,,-4000.0,mesophile_prior
rxn01000_LSQBKT_c0_RSQBKT_,305.773,329.989,268,,-4000.0,mesophile_prior
rxn00675_LSQBKT_c0_RSQBKT_,304.142,346.555,636,,-4000.0,mesophile_prior
rxn02305_LSQBKT_c0_RSQBKT_,305.409,325.311,207,,-4000.0,mesophile_prior
rxn02296_LSQBKT_c0_RSQBKT_,301.792,326.123,244,,-4000.0,mesophile_prior
rxn12641_LSQBKT_c0_RSQBKT_,312.391,334.578,295,,-4000.0,mesophile_prior
rxn10315_LSQBKT_c0_RSQBKT_,306.345,327.34,299,,-4000.0,mesophile_prior
rxn00711_LSQBKT_c0_RSQBKT_,298.285,322.47,231,,-4000.0,mesophile_prior
rxn10309_LSQBKT_c0_RSQBKT_,340.008,342.008,299,,-4000.0,mesophile_prior
rxn12633_LSQBKT_c0_RSQBKT_,304.636,318.599,295,,-4000.0,mesophile_prior
rxn05250_LSQBKT_c0_RSQBKT_,302.694,328.585,549,,-4000.0,mesophile_prior
rxn03174_LSQBKT_c0_RSQBKT_,312.797,323.1,315,,-4000.0,mesophile_prior
rxn00763_LSQBKT_c0_RSQBKT_,299.584,339.546,389,,-4000.0,mesophile_prior
rxn00138_LSQBKT_c0_RSQBKT_,316.967,325.907,258,,-4000.0,mesophile_prior
rxn03136_LSQBKT_c0_RSQBKT_,310.243,324.731,449,,-4000.0,mesophile_prior
rxn05165_LSQBKT_c0_RSQBKT_,283.09,329.628,277,,-4000.0,mesophile_prior
rxn00988_LSQBKT_c0_RSQBKT_,301.745,321.14,549,,-4000.0,mesophile_prior
rxn05236_LSQBKT_c0_RSQBKT_,306.047,334.308,770,,-4000.0,mesophile_prior
rxn02835_LSQBKT_c0_RSQBKT_,300.745,317.864,129,,-4000.0,mesophile_prior
rxn00726_LSQBKT_c0_RSQBKT_,318.849,334.476,439,,-4000.0,mesophile_prior
rxn03147_LSQBKT_c0_RSQBKT_,302.861,333.019,246,,-4000.0,mesophile_prior
rxn00650_LSQBKT_c0_RSQBKT_,309.534,331.037,295,,-4000.0,mesophile_prior
rxn01241_LSQBKT_c0_RSQBKT_,299.84,335.072,384,,-4000.0,mesophile_prior
rxn10229_LSQBKT_c0_RSQBKT_,324.483,333.585,204,,-4000.0,mesophile_prior
rxn00776_LSQBKT_c0_RSQBKT_,318.033,320.033,262,,-4000.0,mesophile_prior
rxn12646_LSQBKT_c0_RSQBKT_,315.056,328.557,295,,-4000.0,mesophile_prior
rxn09296_LSQBKT_c0_RSQBKT_,310.98,323.964,80,,-4000.0,mesophile_prior
rxn01255_LSQBKT_c0_RSQBKT_,313.004,331.878,373,,-4000.0,mesophile_prior
rxn03194_LSQBKT_c0_RSQBKT_,309.812,325.233,587,,-4000.0,mesophile_prior
rxn10222_LSQBKT_c0_RSQBKT_,324.748,326.748,178,,-4000.0,mesophile_prior
rxn11938_LSQBKT_c0_RSQBKT_,322.752,330.092,312,,-4000.0,mesophile_prior
rxn02287_LSQBKT_c0_RSQBKT_,304.407,326.549,239,,-4000.0,mesophile_prior
rxn02475_LSQBKT_c0_RSQBKT_,303.25,333.874,360,,-4000.0,mesophile_prior
rxn00147_LSQBKT_c0_RSQBKT_,315.929,324.524,300,,-4000.0,mesophile_prior_nolen
rxn02774_LSQBKT_c0_RSQBKT_,301.428,331.04,201,,-4000.0,mesophile_prior
rxn05172_LSQBKT_c0_RSQBKT_,322.024,327.886,253,,-4000.0,mesophile_prior
rxn03057_LSQBKT_c0_RSQBKT_,316.634,325.896,321,,-4000.0,mesophile_prior
rxn01485_LSQBKT_c0_RSQBKT_,313.126,326.539,447,,-4000.0,mesophile_prior
rxn00245_LSQBKT_c0_RSQBKT_,315.39,317.39,190,,-4000.0,mesophile_prior
rxn01629_LSQBKT_c0_RSQBKT_,318.892,327.005,427,,-4000.0,mesophile_prior
rxn06874_LSQBKT_c0_RSQBKT_,316.036,326.167,477,,-4000.0,mesophile_prior
rxn06299_LSQBKT_c0_RSQBKT_,315.654,320.609,410,,-4000.0,mesophile_prior
rxn05313_LSQBKT_c0_RSQBKT_,324.342,326.342,541,,-4000.0,mesophile_prior
rxn00966_LSQBKT_c0_RSQBKT_,302.058,330.539,171,,-4000.0,mesophile_prior
rxn00785_LSQBKT_c0_RSQBKT_,327.078,330.861,275,,-4000.0,mesophile_prior
rxn03084_LSQBKT_c0_RSQBKT_,309.971,317.934,272,,-4000.0,mesophile_prior
rxn00011_LSQBKT_c0_RSQBKT_,310.537,328.599,300,,-4000.0,mesophile_prior_nolen
rxn00292_LSQBKT_c0_RSQBKT_,329.356,333.472,357,,-4000.0,mesophile_prior
rxn05252_LSQBKT_c0_RSQBKT_,297.159,344.133,549,,-4000.0,mesophile_prior
rxn05155_LSQBKT_c0_RSQBKT_,308.5,322.075,243,,-4000.0,mesophile_prior
rxn01513_LSQBKT_c0_RSQBKT_,327.198,329.198,199,,-4000.0,mesophile_prior
rxn02476_LSQBKT_c0_RSQBKT_,308.776,330.411,429,,-4000.0,mesophile_prior
rxn01575_LSQBKT_c0_RSQBKT_,320.899,336.289,287,,-4000.0,mesophile_prior
rxn09206_LSQBKT_c0_RSQBKT_,298.698,343.918,204,,-4000.0,mesophile_prior
rxn05181_LSQBKT_c0_RSQBKT_,321.919,325.872,277,,-4000.0,mesophile_prior
rxn00775_LSQBKT_c0_RSQBKT_,304.263,321.395,171,,-4000.0,mesophile_prior
rxn00364_LSQBKT_c0_RSQBKT_,313.684,323.832,300,,-4000.0,mesophile_prior_nolen
rxn00515_LSQBKT_c0_RSQBKT_,304.801,334.907,133,,-4000.0,mesophile_prior
rxn01025_LSQBKT_c0_RSQBKT_,316.096,325.755,141,,-4000.0,mesophile_prior
rxn02186_LSQBKT_c0_RSQBKT_,319.792,339.128,330,,-4000.0,mesophile_prior
rxn10227_LSQBKT_c0_RSQBKT_,301.505,324.171,204,,-4000.0,mesophile_prior
rxn12846_LSQBKT_c0_RSQBKT_,321.876,334.207,295,,-4000.0,mesophile_prior
rxn05201_LSQBKT_c0_RSQBKT_,314.717,337.573,413,,-4000.0,mesophile_prior
rxn02789_LSQBKT_c0_RSQBKT_,301.568,317.523,167,,-4000.0,mesophile_prior
rxn00830_LSQBKT_c0_RSQBKT_,303.785,329.68,355,,-4000.0,mesophile_prior
rxn08180_LSQBKT_c0_RSQBKT_,304.489,325.052,327,,-4000.0,mesophile_prior
rxn00800_LSQBKT_c0_RSQBKT_,302.7,324.041,449,,-4000.0,mesophile_prior
rxn05234_LSQBKT_c0_RSQBKT_,302.402,331.539,770,,-4000.0,mesophile_prior
rxn01465_LSQBKT_c0_RSQBKT_,320.399,325.103,418,,-4000.0,mesophile_prior
rxn00863_LSQBKT_c0_RSQBKT_,310.377,324.34,424,,-4000.0,mesophile_prior
rxn09449_LSQBKT_c0_RSQBKT_,317.763,329.426,549,,-4000.0,mesophile_prior
rxn03436_LSQBKT_c0_RSQBKT_,328.392,330.392,330,,-4000.0,mesophile_prior
rxn08307_LSQBKT_c0_RSQBKT_,316.075,332.12,178,,-4000.0,mesophile_prior
rxn05555_LSQBKT_c0_RSQBKT_,308.846,333.179,300,,-4000.0,mesophile_prior_nolen
rxn02159_LSQBKT_c0_RSQBKT_,298.065,344.832,424,,-4000.0,mesophile_prior
rxn00727_LSQBKT_c0_RSQBKT_,299.03,335.731,439,,-4000.0,mesophile_prior
rxn04385_LSQBKT_c0_RSQBKT_,301.239,337.485,122,,-4000.0,mesophile_prior
rxn01300_LSQBKT_c0_RSQBKT_,308.602,329.952,301,,-4000.0,mesophile_prior
rxn00175_LSQBKT_c0_RSQBKT_,312.983,337.105,636,,-4000.0,mesophile_prior
rxn06979_LSQBKT_c0_RSQBKT_,309.235,311.235,131,,-4000.0,mesophile_prior
rxn12642_LSQBKT_c0_RSQBKT_,304.849,330.144,295,,-4000.0,mesophile_prior
rxn05247_LSQBKT_c0_RSQBKT_,308.045,334.593,549,,-4000.0,mesophile_prior
rxn00986_LSQBKT_c0_RSQBKT_,322.603,327.628,636,,-4000.0,mesophile_prior
rxn07588_LSQBKT_c0_RSQBKT_,297.554,339.256,246,,-4000.0,mesophile_prior
rxn05559_LSQBKT_c0_RSQBKT_,323.281,326.479,274,,-4000.0,mesophile_prior
rxn03068_LSQBKT_c0_RSQBKT_,333.533,335.533,330,,-4000.0,mesophile_prior
rxn12634_LSQBKT_c0_RSQBKT_,301.079,327.567,295,,-4000.0,mesophile_prior
rxn01269_LSQBKT_c0_RSQBKT_,323.228,325.228,440,,-4000.0,mesophile_prior
rxn04048_LSQBKT_c0_RSQBKT_,331.962,333.962,254,,-4000.0,mesophile_prior
rxn00278_LSQBKT_c0_RSQBKT_,321.994,332.882,373,,-4000.0,mesophile_prior
rxn00790_LSQBKT_c0_RSQBKT_,310.909,336.951,459,,-4000.0,mesophile_prior
rxn00060_LSQBKT_c0_RSQBKT_,297.452,339.054,304,,-4000.0,mesophile_prior
rxn04050_LSQBKT_c0_RSQBKT_,311.813,324.633,248,,-4000.0,mesophile_prior
rxn02473_LSQBKT_c0_RSQBKT_,319.942,336.795,190,,-4000.0,mesophile_prior
rxn00834_LSQBKT_c0_RSQBKT_,320.148,343.926,500,,-4000.0,mesophile_prior
rxn12639_LSQBKT_c0_RSQBKT_,323.257,338.492,295,,-4000.0,mesophile_prior
rxn03080_LSQBKT_c0_RSQBKT_,307.051,329.559,137,,-4000.0,mesophile_prior
rxn03085_LSQBKT_c0_RSQBKT_,318.08,328.615,320,,-4000.0,mesophile_prior
rxn02297_LSQBKT_c0_RSQBKT_,315.466,331.984,370,,-4000.0,mesophile_prior
rxn05040_LSQBKT_c0_RSQBKT_,320.892,327.979,247,,-4000.0,mesophile_prior
rxn00105_LSQBKT_c0_RSQBKT_,308.952,322.463,171,,-4000.0,mesophile_prior
rxn00799_LSQBKT_c0_RSQBKT_,303.533,337.649,190,,-4000.0,mesophile_prior
rxn00313_LSQBKT_c0_RSQBKT_,311.605,334.723,436,,-4000.0,mesophile_prior
rxn10226_LSQBKT_c0_RSQBKT_,299.476,314.039,204,,-4000.0,mesophile_prior
rxn05248_LSQBKT_c0_RSQBKT_,301.959,337.453,549,,-4000.0,mesophile_prior
rxn10223_LSQBKT_c0_RSQBKT_,323.131,331.27,178,,-4000.0,mesophile_prior
rxn00285_LSQBKT_c0_RSQBKT_,304.428,327.757,362,,-4000.0,mesophile_prior
rxn10307_LSQBKT_c0_RSQBKT_,309.472,326.132,299,,-4000.0,mesophile_prior
rxn00770_LSQBKT_c0_RSQBKT_,287.389,322.238,287,,-4000.0,mesophile_prior
rxn00192_LSQBKT_c0_RSQBKT_,310.549,340.26,408,,-4000.0,mesophile_prior
rxn05938_LSQBKT_c0_RSQBKT_,314.057,339.383,387,,-4000.0,mesophile_prior
rxn00211_LSQBKT_c0_RSQBKT_,308.513,326.832,427,,-4000.0,mesophile_prior
rxn04783_LSQBKT_c0_RSQBKT_,273.456,332.267,388,,-4000.0,mesophile_prior
rxn01739_LSQBKT_c0_RSQBKT_,317.921,342.137,283,,-4000.0,mesophile_prior
rxn00543_LSQBKT_c0_RSQBKT_,307.582,329.465,389,,-4000.0,mesophile_prior
rxn05235_LSQBKT_c0_RSQBKT_,305.395,319.822,770,,-4000.0,mesophile_prior
rxn06591_LSQBKT_c0_RSQBKT_,305.319,326.131,382,,-4000.0,mesophile_prior
rxn00126_LSQBKT_c0_RSQBKT_,326.004,328.767,405,,-4000.0,mesophile_prior
rxn00414_LSQBKT_c0_RSQBKT_,304.545,329.827,1081,,-4000.0,mesophile_prior
rxn06937_LSQBKT_c0_RSQBKT_,314.626,323.617,555,,-4000.0,mesophile_prior
rxn03127_LSQBKT_c0_RSQBKT_,323.882,325.882,553,,-4000.0,mesophile_prior
rxn10312_LSQBKT_c0_RSQBKT_,310.315,333.798,299,,-4000.0,mesophile_prior
rxn02508_LSQBKT_c0_RSQBKT_,299.066,331.492,211,,-4000.0,mesophile_prior
rxn00127_LSQBKT_c0_RSQBKT_,325.379,332.193,300,,-4000.0,mesophile_prior_nolen
rxn05251_LSQBKT_c0_RSQBKT_,295.548,323.223,549,,-4000.0,mesophile_prior
rxn02938_LSQBKT_c0_RSQBKT_,324.773,331.014,158,,-4000.0,mesophile_prior
rxn00139_LSQBKT_c0_RSQBKT_,312.351,332.099,172,,-4000.0,mesophile_prior
rxn05736_LSQBKT_c0_RSQBKT_,319.66,323.373,549,,-4000.0,mesophile_prior
rxn05527_LSQBKT_c0_RSQBKT_,309.546,329.835,411,,-4000.0,mesophile_prior
rxn02465_LSQBKT_c0_RSQBKT_,307.01,327.737,343,,-4000.0,mesophile_prior
rxn09205_LSQBKT_c0_RSQBKT_,325.429,327.429,204,,-4000.0,mesophile_prior
rxn05957_LSQBKT_c0_RSQBKT_,331.717,343.014,149,,-4000.0,mesophile_prior
rxn03513_LSQBKT_c0_RSQBKT_,295.316,327.68,250,,-4000.0,mesophile_prior
rxn00549_LSQBKT_c0_RSQBKT_,315.877,322.975,383,,-4000.0,mesophile_prior
rxn01257_LSQBKT_c0_RSQBKT_,305.039,326.948,198,,-4000.0,mesophile_prior
rxn01740_LSQBKT_c0_RSQBKT_,319.842,324.869,278,,-4000.0,mesophile_prior
rxn12847_LSQBKT_c0_RSQBKT_,330.717,332.717,295,,-4000.0,mesophile_prior
rxn00416_LSQBKT_c0_RSQBKT_,311.424,339.75,513,,-4000.0,mesophile_prior
rxn01620_LSQBKT_c0_RSQBKT_,318.713,331.553,180,,-4000.0,mesophile_prior
rxn00903_LSQBKT_c0_RSQBKT_,309.139,342.518,287,,-4000.0,mesophile_prior
rxn00947_LSQBKT_c0_RSQBKT_,320.568,327.206,549,,-4000.0,mesophile_prior
rxn10310_LSQBKT_c0_RSQBKT_,296.678,331.581,299,,-4000.0,mesophile_prior
rxn00838_LSQBKT_c0_RSQBKT_,301.013,315.726,338,,-4000.0,mesophile_prior
rxn00297_LSQBKT_c0_RSQBKT_,309.658,330.886,357,,-4000.0,mesophile_prior
rxn00065_LSQBKT_c0_RSQBKT_,325.275,330.894,300,,-4000.0,mesophile_prior_nolen
rxn00141_LSQBKT_c0_RSQBKT_,320.51,322.51,415,,-4000.0,mesophile_prior
rxn01454_LSQBKT_c0_RSQBKT_,312.225,329.693,349,,-4000.0,mesophile_prior
rxn00337_LSQBKT_c0_RSQBKT_,321.072,329.631,468,,-4000.0,mesophile_prior
rxn00777_LSQBKT_c0_RSQBKT_,320.491,324.923,239,,-4000.0,mesophile_prior
rxn01512_LSQBKT_c0_RSQBKT_,316.03,331.899,133,,-4000.0,mesophile_prior
rxn01466_LSQBKT_c0_RSQBKT_,299.952,330.082,317,,-4000.0,mesophile_prior
rxn02185_LSQBKT_c0_RSQBKT_,309.246,314.298,587,,-4000.0,mesophile_prior
rxn03406_LSQBKT_c0_RSQBKT_,322.034,326.003,446,,-4000.0,mesophile_prior
rxn01106_LSQBKT_c0_RSQBKT_,303.926,325.886,406,,-4000.0,mesophile_prior
rxn00293_LSQBKT_c0_RSQBKT_,313.832,340.195,411,,-4000.0,mesophile_prior
rxn05740_LSQBKT_c0_RSQBKT_,310.791,332.336,520,,-4000.0,mesophile_prior
