rxn_id,Topt,Tm,Length,T90,dCpt,source,best_gene
R00548__cyto,319.716557,326.139161,460,,-4000.0,seq2topt_seq2tm,XP_025336664.1
R00768__cyto,311.55997,326.847854,701,,-4000.0,seq2topt_seq2tm,XP_025338502.1
R00243__cyto,305.26514,326.872554,1047,,-4000.0,seq2topt_seq2tm,XP_025339257.1
R03293__cyto,307.810742,330.857739,276,,-4000.0,seq2topt_seq2tm,XP_025334601.1
R04639__cyto,308.129296,327.086738,283,,-4000.0,seq2topt_seq2tm,XP_025339437.1
R03657__cyto,301.825595,326.103953,1084,,-4000.0,seq2topt_seq2tm,XP_025338267.1
R01466__cyto,308.450056,326.319119,508,,-4000.0,seq2topt_seq2tm,XP_025335870.1
R03652__cyto,309.3174,329.75311,792,,-4000.0,seq2topt_seq2tm,XP_025339085.1
R02295__cyto,319.616732,330.753526,307,,-4000.0,seq2topt_seq2tm,XP_025336292.1
R09419__cyto,295.124283,327.940294,325,,-4000.0,seq2topt_seq2tm,XP_025334439.1
R09076__cyto,307.071618,332.992265,469,,-4000.0,seq2topt_seq2tm,XP_025337949.1
R07764__cyto,307.704852,326.671764,653,,-4000.0,median,
R00827__cyto,302.595055,326.800421,371,,-4000.0,seq2topt_seq2tm,XP_025336496.1
R02249__cyto,307.704852,326.671764,505,,-4000.0,median,
R03357__cyto,304.871832,328.063104,227,,-4000.0,seq2topt_seq2tm,XP_025338347.1
R02874__cyto,298.969649,327.685586,494,,-4000.0,seq2topt_seq2tm,XP_025335444.1
R00248__cyto,307.704852,326.671764,2094,,-4000.0,median,XP_025335158.1
R01372__cyto,309.554307,326.104501,470,,-4000.0,seq2topt_seq2tm,XP_025337317.1
R08310__cyto,316.574363,326.335368,348,,-4000.0,seq2topt_seq2tm,XP_025334696.1
R02003__cyto,315.632922,327.045903,350,,-4000.0,seq2topt_seq2tm,XP_025338951.1
R04955__cyto,307.704852,326.671764,376,,-4000.0,median,
R00674__cyto,317.896009,331.134102,701,,-4000.0,seq2topt_seq2tm,XP_025339135.1
R07070__cyto,305.0091,326.355252,315,,-4000.0,seq2topt_seq2tm,XP_025336358.1
R02849__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R02413__cyto,302.535509,325.971141,1954,,-4000.0,seq2topt_seq2tm,XP_025336072.1
R01398__cyto,306.874151,326.659438,338,,-4000.0,seq2topt_seq2tm,XP_025335778.1
R04208__cyto,311.966521,330.286923,791,,-4000.0,seq2topt_seq2tm,XP_025338127.1
R12366__cyto,304.871832,328.063104,227,,-4000.0,seq2topt_seq2tm,XP_025338347.1
R01030__cyto,304.947112,325.040558,1256,,-4000.0,seq2topt_seq2tm,XP_025339340.1
R08306__mito,316.574363,326.335368,348,,-4000.0,seq2topt_seq2tm,XP_025334696.1
R00264__cyto,302.92998,326.783326,519,,-4000.0,seq2topt_seq2tm,XP_025338982.1
R03416__cyto,307.704852,326.671764,1536,,-4000.0,median,
R08551__cyto,307.704852,326.671764,678,,-4000.0,median,
R01956__cyto,321.960689,330.700383,435,,-4000.0,seq2topt_seq2tm,XP_025334471.1
R02722__cyto,317.896009,331.134102,701,,-4000.0,seq2topt_seq2tm,XP_025339135.1
R00220__pero,301.325139,326.510182,335,,-4000.0,seq2topt_seq2tm,XP_025335638.1
R02549__cyto,302.92998,326.783326,519,,-4000.0,seq2topt_seq2tm,XP_025338982.1
R02029__mito,307.704852,326.671764,212,,-4000.0,median,
R02739__cyto,311.98765,328.391597,302,,-4000.0,seq2topt_seq2tm,XP_025337137.1
R08221__cyto,305.410501,328.098556,287,,-4000.0,seq2topt_seq2tm,XP_025337858.1
R00351__pero,312.725772,335.450551,461,,-4000.0,seq2topt_seq2tm,XP_025338521.1
R08310__mito,316.574363,326.335368,348,,-4000.0,seq2topt_seq2tm,XP_025334696.1
R01330__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R01626__mito,307.704852,326.671764,2358,,-4000.0,median,XP_025336476.1
R05801__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R00227__cyto,309.015998,326.185921,303,,-4000.0,seq2topt_seq2tm,XP_025338477.1
R01220__mito,305.834029,327.83275,946,,-4000.0,seq2topt_seq2tm,XP_025336961.1
R02439__mito,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R02746__pero,307.704852,326.671764,1536,,-4000.0,median,
R01288__cyto,314.885355,324.634621,590,,-4000.0,seq2topt_seq2tm,XP_025339025.1
R07396__cyto,306.306223,327.360532,1830,,-4000.0,seq2topt_seq2tm,XP_025338163.1
R04566__cyto,307.704852,326.671764,1390,,-4000.0,median,
R02853__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R03036__cyto,307.284657,325.544152,656,,-4000.0,seq2topt_seq2tm,XP_025336044.1
R08162__cyto,307.704852,326.671764,386,,-4000.0,median,
R05002__cyto,333.173761,326.516387,412,,-4000.0,seq2topt_seq2tm,XP_025335555.1
R01960__cyto,298.469175,329.14401,464,,-4000.0,seq2topt_seq2tm,XP_025335369.1
R11216__cyto,307.704852,326.671764,337,,-4000.0,median,
R02113__cyto,333.173761,326.516387,412,,-4000.0,seq2topt_seq2tm,XP_025335555.1
R01051__cyto,319.697863,327.950987,324,,-4000.0,seq2topt_seq2tm,XP_025334440.1
R00974__cyto,303.113311,326.490805,1612,,-4000.0,seq2topt_seq2tm,XP_025337206.1
R03661__cyto,308.058178,326.388547,686,,-4000.0,seq2topt_seq2tm,XP_025336139.1
R00344__mito,307.401215,329.277495,1166,,-4000.0,seq2topt_seq2tm,XP_025337036.1
R07024__cyto,305.0091,326.355252,315,,-4000.0,seq2topt_seq2tm,XP_025336358.1
R00278__cyto,300.095751,326.820365,251,,-4000.0,seq2topt_seq2tm,XP_025335739.1
R04430__cyto,307.704852,326.671764,1036,,-4000.0,median,
R07084__cyto,305.0091,326.355252,315,,-4000.0,seq2topt_seq2tm,XP_025336358.1
R01965__cyto,337.21173,323.05584,399,,-4000.0,seq2topt_seq2tm,XP_025337173.1
R02558__cyto,333.371436,326.984325,814,,-4000.0,seq2topt_seq2tm,XP_025338174.1
R02017__cyto,307.704852,326.671764,721,,-4000.0,median,
R00602__cyto,305.014822,326.447156,485,,-4000.0,seq2topt_seq2tm,XP_025337395.1
R04964__cyto,307.704852,326.671764,1390,,-4000.0,median,
R01736__cyto,303.234139,333.431467,255,,-4000.0,seq2topt_seq2tm,XP_025337662.1
R01626__cyto,307.704852,326.671764,2358,,-4000.0,median,XP_025336476.1
R05733__cyto,304.384095,327.992389,338,,-4000.0,seq2topt_seq2tm,XP_025336844.1
R04969__cyto,307.704852,326.671764,376,,-4000.0,median,
R01209__mito,309.956806,327.612677,588,,-4000.0,seq2topt_seq2tm,XP_025335663.1
R00316__cyto,301.538815,326.641747,668,,-4000.0,seq2topt_seq2tm,XP_025339149.1
R00328__cyto,307.704852,326.671764,767,,-4000.0,median,
R03601__cyto,327.983211,328.567824,430,,-4000.0,seq2topt_seq2tm,XP_025334605.1
R08120__cyto,317.961702,330.319783,269,,-4000.0,seq2topt_seq2tm,XP_025337424.1
R00390__cyto,307.704852,326.671764,697,,-4000.0,median,
R01600__cyto,305.38727,326.507393,485,,-4000.0,seq2topt_seq2tm,XP_025337633.1
R01710__cyto,300.095751,326.820365,251,,-4000.0,seq2topt_seq2tm,XP_025335739.1
R03217__cyto,314.885355,324.634621,590,,-4000.0,seq2topt_seq2tm,XP_025339025.1
R07134__cyto,305.941479,328.787181,278,,-4000.0,seq2topt_seq2tm,XP_025336846.1
R12188__cyto,307.704852,326.671764,404,,-4000.0,median,
R02670__cyto,305.014822,326.447156,485,,-4000.0,seq2topt_seq2tm,XP_025337395.1
R04533__cyto,307.704852,326.671764,1390,,-4000.0,median,
R02024__cyto,307.704852,326.671764,721,,-4000.0,median,
R04859__cyto,327.983211,328.567824,430,,-4000.0,seq2topt_seq2tm,XP_025334605.1
R00988__cyto,332.589704,328.586981,245,,-4000.0,seq2topt_seq2tm,XP_025338876.1
R10065__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R11216__mito,307.704852,326.671764,337,,-4000.0,median,
R04371__cyto,313.12069,328.539589,664,,-4000.0,seq2topt_seq2tm,XP_025338259.1
R07091__cyto,305.0091,326.355252,315,,-4000.0,seq2topt_seq2tm,XP_025336358.1
R01431__cyto,313.558552,326.528177,318,,-4000.0,seq2topt_seq2tm,XP_025334870.1
R01321__cyto,305.401654,325.927404,290,,-4000.0,seq2topt_seq2tm,XP_025336014.1
R07406__cyto,304.871832,328.063104,227,,-4000.0,seq2topt_seq2tm,XP_025338347.1
R09882__mito,307.284657,325.544152,656,,-4000.0,seq2topt_seq2tm,XP_025336044.1
R00227__mito,309.015998,326.185921,303,,-4000.0,seq2topt_seq2tm,XP_025338477.1
R10928__cyto,307.704852,326.671764,505,,-4000.0,median,
R03648__cyto,303.084365,326.410303,551,,-4000.0,seq2topt_seq2tm,XP_025336140.1
R05616__cyto,303.535587,326.699814,391,,-4000.0,seq2topt_seq2tm,XP_025334513.1
R01799__mito,304.497134,325.434396,424,,-4000.0,seq2topt_seq2tm,XP_025338957.1
R09376__cyto,304.871832,328.063104,227,,-4000.0,seq2topt_seq2tm,XP_025338347.1
R11101__cyto,301.325139,326.510182,335,,-4000.0,seq2topt_seq2tm,XP_025335638.1
R00772__cyto,304.908471,325.18976,438,,-4000.0,seq2topt_seq2tm,XP_025337471.1
R02059__cyto,316.072289,327.32164,408,,-4000.0,seq2topt_seq2tm,XP_025337833.1
R01698__mito,301.727144,331.354383,487,,-4000.0,seq2topt_seq2tm,XP_025335031.1
R04751__cyto,305.575708,326.157078,704,,-4000.0,seq2topt_seq2tm,XP_025338245.1
R00937__mito,314.018633,329.649678,202,,-4000.0,seq2topt_seq2tm,XP_025334912.1
R11312__cyto,303.912026,326.970252,501,,-4000.0,seq2topt_seq2tm,XP_025336392.1
R02404__mito,306.397819,327.144823,448,,-4000.0,seq2topt_seq2tm,XP_025335122.1
R05510__cyto,317.961702,330.319783,269,,-4000.0,seq2topt_seq2tm,XP_025337424.1
R09477__cyto,313.558552,326.528177,318,,-4000.0,seq2topt_seq2tm,XP_025334870.1
R04430__mito,307.704852,326.671764,1036,,-4000.0,median,
R05168__cyto,316.072289,327.32164,408,,-4000.0,seq2topt_seq2tm,XP_025337833.1
R04920__cyto,305.401654,325.927404,290,,-4000.0,seq2topt_seq2tm,XP_025336014.1
R02235__mito,314.018633,329.649678,202,,-4000.0,seq2topt_seq2tm,XP_025334912.1
R05506__cyto,309.791965,327.913174,580,,-4000.0,seq2topt_seq2tm,XP_025337043.1
R04144__cyto,311.966521,330.286923,791,,-4000.0,seq2topt_seq2tm,XP_025338127.1
R03758__cyto,304.871832,328.063104,227,,-4000.0,seq2topt_seq2tm,XP_025338347.1
R00708__cyto,299.318536,325.297764,587,,-4000.0,seq2topt_seq2tm,XP_025339420.1
R01279__pero,305.575708,326.157078,704,,-4000.0,seq2topt_seq2tm,XP_025338245.1
R10170__cyto,309.320826,325.181207,776,,-4000.0,seq2topt_seq2tm,XP_025335797.1
R05234__cyto,316.574363,326.335368,348,,-4000.0,seq2topt_seq2tm,XP_025334696.1
R03158__cyto,307.209169,328.316793,467,,-4000.0,seq2topt_seq2tm,XP_025337750.1
R00159__cyto,307.704852,326.671764,767,,-4000.0,median,
R00662__cyto,307.704852,326.671764,620,,-4000.0,median,
R12404__cyto,308.923315,327.570847,350,,-4000.0,seq2topt_seq2tm,XP_025334975.1
R10115__cyto,307.704852,326.671764,421,,-4000.0,median,
R02668__cyto,315.896122,326.411489,451,,-4000.0,seq2topt_seq2tm,XP_025335432.1
R10548__cyto,306.084494,325.618121,687,,-4000.0,seq2topt_seq2tm,XP_025338980.1
R12399__cyto,306.952392,326.662287,906,,-4000.0,seq2topt_seq2tm,XP_025338697.1
R03492__cyto,307.704852,326.671764,595,,-4000.0,median,
R00332__cyto,308.965262,330.863366,185,,-4000.0,seq2topt_seq2tm,XP_025337565.1
R12024__mito,349.775876,325.473568,219,,-4000.0,seq2topt_seq2tm,XP_025336146.1
R01752__cyto,302.92998,326.783326,519,,-4000.0,seq2topt_seq2tm,XP_025338982.1
R04582__cyto,303.062183,325.222185,683,,-4000.0,seq2topt_seq2tm,XP_025334512.1
R04967__mito,307.704852,326.671764,1036,,-4000.0,median,
R02617__cyto,319.95425,327.33939,456,,-4000.0,seq2topt_seq2tm,XP_025337846.1
R01086__cyto,304.891701,328.420433,464,,-4000.0,seq2topt_seq2tm,XP_025336141.1
R10056__cyto,308.858392,326.366773,1251,,-4000.0,seq2topt_seq2tm,XP_025337487.1
R02396__cyto,303.886331,325.225893,750,,-4000.0,seq2topt_seq2tm,XP_025339032.1
R00756__cyto,308.726445,328.956524,943,,-4000.0,seq2topt_seq2tm,XP_025336737.1
R04863__cyto,307.704852,326.671764,2283,,-4000.0,median,XP_025339067.1
R10827__cyto,307.704852,326.671764,205,,-4000.0,median,
R07497__cyto,310.018912,332.691607,218,,-4000.0,seq2topt_seq2tm,XP_025336752.1
R01663__cyto,305.410501,328.098556,287,,-4000.0,seq2topt_seq2tm,XP_025337858.1
R04941__cyto,313.984837,331.212255,404,,-4000.0,seq2topt_seq2tm,XP_025338161.1
R11099__pero,305.009304,325.395945,1020,,-4000.0,seq2topt_seq2tm,XP_025339178.1
R05046__cyto,308.129296,327.086738,283,,-4000.0,seq2topt_seq2tm,XP_025339437.1
R00582__cyto,306.61319,327.651331,307,,-4000.0,seq2topt_seq2tm,XP_025338986.1
R04536__cyto,307.704852,326.671764,1390,,-4000.0,median,
R11005__mito,307.704852,326.671764,528,,-4000.0,median,
R00405__mito,306.397819,327.144823,448,,-4000.0,seq2topt_seq2tm,XP_025335122.1
R00770__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R08281__mito,316.574363,326.335368,348,,-4000.0,seq2topt_seq2tm,XP_025334696.1
R02731__cyto,304.148654,324.13021,451,,-4000.0,seq2topt_seq2tm,XP_025337151.1
R04946__cyto,314.885355,324.634621,590,,-4000.0,seq2topt_seq2tm,XP_025339025.1
R00014__mito,308.104287,327.72834,576,,-4000.0,seq2topt_seq2tm,XP_025337651.1
R00177__cyto,335.165326,335.911796,382,,-4000.0,seq2topt_seq2tm,XP_025336645.1
R11220__cyto,307.704852,326.671764,440,,-4000.0,median,
R00209__mito,296.51947,327.392766,479,,-4000.0,seq2topt_seq2tm,XP_025335837.1
R01279__cyto,305.575708,326.157078,704,,-4000.0,seq2topt_seq2tm,XP_025338245.1
R04962__mito,307.704852,326.671764,1036,,-4000.0,median,
R02326__cyto,322.888305,331.318828,151,,-4000.0,seq2topt_seq2tm,XP_025334874.1
R00904__cyto,302.92998,326.783326,519,,-4000.0,seq2topt_seq2tm,XP_025338982.1
R11005__cyto,307.704852,326.671764,528,,-4000.0,median,
R00515__cyto,314.567463,325.128207,209,,-4000.0,seq2topt_seq2tm,XP_025335823.1
R03450__mito,307.704852,326.671764,519,,-4000.0,median,
R00341__cyto,302.286672,325.782636,553,,-4000.0,seq2topt_seq2tm,XP_025338538.1
R08281__cyto,316.574363,326.335368,348,,-4000.0,seq2topt_seq2tm,XP_025334696.1
R00925__cyto,301.538815,326.641747,668,,-4000.0,seq2topt_seq2tm,XP_025339149.1
R03970__cyto,311.014594,324.362662,585,,-4000.0,seq2topt_seq2tm,XP_025339510.1
R00086__cyto,307.704852,326.671764,767,,-4000.0,median,
R03259__cyto,307.704852,326.671764,562,,-4000.0,median,
R00236__cyto,301.538815,326.641747,668,,-4000.0,seq2topt_seq2tm,XP_025339149.1
R04962__cyto,307.704852,326.671764,1036,,-4000.0,median,
R02731__mito,304.148654,324.13021,451,,-4000.0,seq2topt_seq2tm,XP_025337151.1
R11220__mito,307.704852,326.671764,440,,-4000.0,median,
R08964__cyto,305.657869,327.027455,853,,-4000.0,seq2topt_seq2tm,XP_025336478.1
R01274__cyto,308.090629,326.800415,249,,-4000.0,seq2topt_seq2tm,XP_025338941.1
R09510__cyto,308.858392,326.366773,1251,,-4000.0,seq2topt_seq2tm,XP_025337487.1
R02283__cyto,307.704852,326.671764,2516,,-4000.0,median,XP_025337045.1
R04557__cyto,307.787368,324.555275,381,,-4000.0,seq2topt_seq2tm,XP_025335363.1
R00751__cyto,311.469583,327.890387,371,,-4000.0,seq2topt_seq2tm,XP_025336015.1
R00513__cyto,303.643398,326.206973,531,,-4000.0,seq2topt_seq2tm,XP_025338221.1
R03313__cyto,296.943513,325.297311,437,,-4000.0,seq2topt_seq2tm,XP_025335813.1
R02026__cyto,314.885355,324.634621,590,,-4000.0,seq2topt_seq2tm,XP_025339025.1
R04355__pero,307.704852,326.671764,1148,,-4000.0,median,
R04922__cyto,305.401654,325.927404,290,,-4000.0,seq2topt_seq2tm,XP_025336014.1
R04037__cyto,301.400077,326.715723,854,,-4000.0,seq2topt_seq2tm,XP_025334566.1
R04779__cyto,308.726445,328.956524,943,,-4000.0,seq2topt_seq2tm,XP_025336737.1
R04726__cyto,307.704852,326.671764,1148,,-4000.0,median,
R02109__cyto,307.704852,326.671764,1509,,-4000.0,median,
R02340__cyto,317.896009,331.134102,701,,-4000.0,seq2topt_seq2tm,XP_025339135.1
R03066__cyto,303.707084,324.070779,749,,-4000.0,seq2topt_seq2tm,XP_025336512.1
R01574__cyto,312.830808,327.635393,325,,-4000.0,seq2topt_seq2tm,XP_025339511.1
R03777__pero,305.575708,326.157078,704,,-4000.0,seq2topt_seq2tm,XP_025338245.1
R10951__cyto,307.704852,326.671764,2359,,-4000.0,median,
R00287__cyto,314.567463,325.128207,209,,-4000.0,seq2topt_seq2tm,XP_025335823.1
R04301__cyto,310.478364,332.140884,260,,-4000.0,seq2topt_seq2tm,XP_025338566.1
R02106__cyto,305.435306,326.816878,300,,-4000.0,seq2topt_seq2tm,XP_025337320.1
R01880__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R01708__cyto,304.871832,328.063104,227,,-4000.0,seq2topt_seq2tm,XP_025338347.1
R01317__cyto,307.704852,326.671764,919,,-4000.0,median,
R01818__cyto,326.219054,332.85248,251,,-4000.0,seq2topt_seq2tm,XP_025338474.1
R02061__cyto,308.032475,327.406022,347,,-4000.0,seq2topt_seq2tm,XP_025338076.1
R02687__cyto,307.704852,326.671764,689,,-4000.0,median,
R04206__cyto,305.561692,325.029561,794,,-4000.0,seq2topt_seq2tm,XP_025338209.1
R07888__cyto,305.575708,326.157078,704,,-4000.0,seq2topt_seq2tm,XP_025338245.1
R9737__mito,307.704852,326.671764,428,,-4000.0,median,
R12329__cyto,307.704852,326.671764,404,,-4000.0,median,
R00257__cyto,299.364293,325.701228,1591,,-4000.0,seq2topt_seq2tm,XP_025337860.1
R04426__cyto,308.087725,326.607552,369,,-4000.0,seq2topt_seq2tm,XP_025335475.1
R03013__cyto,326.09171,329.896191,293,,-4000.0,seq2topt_seq2tm,XP_025336138.1
R08244__cyto,305.482578,328.907684,528,,-4000.0,seq2topt_seq2tm,XP_025337327.1
R00424__cyto,307.704852,326.671764,283,,-4000.0,median,
R10288__cyto,305.561692,325.029561,794,,-4000.0,seq2topt_seq2tm,XP_025338209.1
R01926__cyto,308.927192,325.42409,473,,-4000.0,seq2topt_seq2tm,XP_025336805.1
R01706__cyto,307.704852,326.671764,709,,-4000.0,median,
R04866__cyto,307.704852,326.671764,776,,-4000.0,median,
R00014__cyto,308.104287,327.72834,576,,-4000.0,seq2topt_seq2tm,XP_025337651.1
R03425__mito,305.241115,325.608018,1023,,-4000.0,seq2topt_seq2tm,XP_025334691.1
R00754__cyto,316.574363,326.335368,348,,-4000.0,seq2topt_seq2tm,XP_025334696.1
R03197__cyto,338.776667,335.251924,362,,-4000.0,seq2topt_seq2tm,XP_025336677.1
R03643__cyto,307.704852,326.671764,232,,-4000.0,median,
R02746__mito,307.704852,326.671764,1536,,-4000.0,median,
R10953__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R01054__cyto,314.567463,325.128207,209,,-4000.0,seq2topt_seq2tm,XP_025335823.1
R01290__cyto,305.957311,330.534896,494,,-4000.0,seq2topt_seq2tm,XP_025335945.1
R02715__mito,303.153748,324.955502,555,,-4000.0,seq2topt_seq2tm,XP_025337942.1
R04559__cyto,305.259632,325.980619,482,,-4000.0,seq2topt_seq2tm,XP_025334858.1
R02324__cyto,305.945641,327.194878,232,,-4000.0,seq2topt_seq2tm,XP_025337291.1
R00754__mito,316.574363,326.335368,348,,-4000.0,seq2topt_seq2tm,XP_025334696.1
R07505__cyto,301.113381,326.015678,360,,-4000.0,seq2topt_seq2tm,XP_025334820.1
R04506__cyto,302.92998,326.783326,519,,-4000.0,seq2topt_seq2tm,XP_025338982.1
R03348__mito,311.686874,329.12114,299,,-4000.0,seq2topt_seq2tm,XP_025338123.1
R04428__cyto,307.704852,326.671764,1308,,-4000.0,median,
R08575__cyto,317.337316,329.90348,323,,-4000.0,seq2topt_seq2tm,XP_025337060.1
R07762__pero,307.704852,326.671764,361,,-4000.0,median,
R01007__cyto,305.401654,325.927404,290,,-4000.0,seq2topt_seq2tm,XP_025336014.1
R04444__mito,299.318536,325.297764,587,,-4000.0,seq2topt_seq2tm,XP_025339420.1
R00897__cyto,327.983211,328.567824,430,,-4000.0,seq2topt_seq2tm,XP_025334605.1
R10147__cyto,318.333452,332.993582,295,,-4000.0,seq2topt_seq2tm,XP_025338062.1
R12657__mito,302.595055,326.800421,371,,-4000.0,seq2topt_seq2tm,XP_025336496.1
R08639__cyto,309.761588,328.658435,553,,-4000.0,seq2topt_seq2tm,XP_025337550.1
R02872__cyto,302.699303,325.90349,445,,-4000.0,seq2topt_seq2tm,XP_025335972.1
R10700__cyto,307.704852,326.671764,2358,,-4000.0,median,
R01021__cyto,305.330368,325.436285,518,,-4000.0,seq2topt_seq2tm,XP_025339481.1
R07389__cyto,305.401654,325.927404,290,,-4000.0,seq2topt_seq2tm,XP_025336014.1
R10089__cyto,298.535714,330.209813,243,,-4000.0,seq2topt_seq2tm,XP_025335625.1
R11166__cyto,307.704852,326.671764,328,,-4000.0,median,
R08306__cyto,316.574363,326.335368,348,,-4000.0,seq2topt_seq2tm,XP_025334696.1
R02091__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R02746__cyto,307.704852,326.671764,1536,,-4000.0,median,
R03361__cyto,307.704852,326.671764,1144,,-4000.0,median,
R07330__cyto,302.595055,326.800421,371,,-4000.0,seq2topt_seq2tm,XP_025336496.1
R00126__cyto,307.704852,326.671764,300,,-4000.0,median,
R05578__cyto,304.200886,323.552665,513,,-4000.0,seq2topt_seq2tm,XP_025336834.1
R04887__cyto,310.478364,332.140884,260,,-4000.0,seq2topt_seq2tm,XP_025338566.1
R03530__cyto,322.888305,331.318828,151,,-4000.0,seq2topt_seq2tm,XP_025334874.1
R04221__cyto,309.563716,329.593977,355,,-4000.0,seq2topt_seq2tm,XP_025335900.1
R04001__cyto,309.320826,325.181207,776,,-4000.0,seq2topt_seq2tm,XP_025335797.1
R07116__cyto,305.0091,326.355252,315,,-4000.0,seq2topt_seq2tm,XP_025336358.1
R02098__cyto,323.730275,331.386885,201,,-4000.0,seq2topt_seq2tm,XP_025336420.1
R03471__cyto,309.794225,325.828192,569,,-4000.0,seq2topt_seq2tm,XP_025339337.1
R01775__cyto,304.871832,328.063104,227,,-4000.0,seq2topt_seq2tm,XP_025338347.1
R00086__mito,307.704852,326.671764,767,,-4000.0,median,
R02096__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R02101__cyto,300.489556,325.202784,315,,-4000.0,seq2topt_seq2tm,XP_025335373.1
R01070__cyto,312.828841,329.409751,357,,-4000.0,seq2topt_seq2tm,XP_025337072.1
R11945__mito,304.926638,330.071625,718,,-4000.0,seq2topt_seq2tm,XP_025338616.1
R03409__cyto,307.284657,325.544152,656,,-4000.0,seq2topt_seq2tm,XP_025336044.1
R02748__cyto,319.616732,330.753526,307,,-4000.0,seq2topt_seq2tm,XP_025336292.1
R01496__cyto,309.791965,327.913174,580,,-4000.0,seq2topt_seq2tm,XP_025337043.1
R00239__cyto,307.416039,324.877331,436,,-4000.0,seq2topt_seq2tm,XP_025334515.1
R10035__cyto,333.371436,326.984325,814,,-4000.0,seq2topt_seq2tm,XP_025338174.1
R06516__cyto,308.171156,325.896916,1309,,-4000.0,seq2topt_seq2tm,XP_025336042.1
R00995__pero,309.295928,326.793578,616,,-4000.0,seq2topt_seq2tm,XP_025336739.1
R02093__cyto,322.888305,331.318828,151,,-4000.0,seq2topt_seq2tm,XP_025334874.1
R01056__cyto,310.743255,332.399586,237,,-4000.0,seq2topt_seq2tm,XP_025335506.1
R02047__mito,306.952392,326.662287,906,,-4000.0,seq2topt_seq2tm,XP_025338697.1
R01665__cyto,303.743863,327.286992,549,,-4000.0,seq2topt_seq2tm,XP_025335650.1
R01059__cyto,315.953625,327.396664,584,,-4000.0,seq2topt_seq2tm,XP_025336550.1
R00129__cyto,305.561692,325.029561,794,,-4000.0,seq2topt_seq2tm,XP_025338209.1
R02372__cyto,303.403161,324.959722,561,,-4000.0,seq2topt_seq2tm,XP_025335695.1
R08359__cyto,321.039043,327.966306,312,,-4000.0,seq2topt_seq2tm,XP_025334460.1
R02094__cyto,323.730275,331.386885,201,,-4000.0,seq2topt_seq2tm,XP_025336420.1
R01724__cyto,307.466683,327.435175,417,,-4000.0,seq2topt_seq2tm,XP_025336031.1
