rxn_id,Topt,Tm,Length,T90,dCpt,source,best_gene
R01626__mito,307.79592,326.830152,2060,,-4000.0,median,XP_085452617.1
R05801__cyto,303.424047,324.968419,572,,-4000.0,seq2topt_seq2tm,XP_085451463.1
R00227__cyto,308.235447,327.667055,470,,-4000.0,seq2topt_seq2tm,XP_085451777.1
R01220__mito,307.108912,329.084989,946,,-4000.0,seq2topt_seq2tm,XP_085451695.1
R02439__mito,303.424047,324.968419,572,,-4000.0,seq2topt_seq2tm,XP_085451463.1
R02746__pero,307.79592,326.830152,1541,,-4000.0,median,
R01288__cyto,319.481263,325.224665,589,,-4000.0,seq2topt_seq2tm,XP_085454910.1
R07396__cyto,330.888683,328.438285,490,,-4000.0,seq2topt_seq2tm,XP_085453977.1
R04566__cyto,307.79592,326.830152,1392,,-4000.0,median,
R02853__cyto,303.424047,324.968419,572,,-4000.0,seq2topt_seq2tm,XP_085451463.1
R03036__cyto,312.351146,326.368132,285,,-4000.0,seq2topt_seq2tm,XP_085451775.1
R08162__cyto,307.79592,326.830152,392,,-4000.0,median,
R05002__cyto,319.225001,327.522948,433,,-4000.0,seq2topt_seq2tm,XP_085454232.1
R01960__cyto,296.997755,329.024783,538,,-4000.0,seq2topt_seq2tm,XP_085451597.1
R11216__cyto,307.79592,326.830152,408,,-4000.0,median,
R02113__cyto,319.225001,327.522948,433,,-4000.0,seq2topt_seq2tm,XP_085454232.1
R01051__cyto,316.051057,326.399043,328,,-4000.0,seq2topt_seq2tm,XP_085455608.1
R00974__cyto,319.930586,338.091406,150,,-4000.0,seq2topt_seq2tm,XP_085451960.1
R03661__cyto,307.802106,326.527008,685,,-4000.0,seq2topt_seq2tm,XP_085452264.1
R00344__mito,308.13426,329.801592,1178,,-4000.0,seq2topt_seq2tm,XP_085451772.1
R07024__cyto,302.871494,326.358381,240,,-4000.0,seq2topt_seq2tm,XP_085452152.1
R00278__cyto,304.004201,326.285419,316,,-4000.0,seq2topt_seq2tm,XP_085453664.1
R04430__cyto,307.79592,326.830152,1224,,-4000.0,median,
R07084__cyto,302.871494,326.358381,240,,-4000.0,seq2topt_seq2tm,XP_085452152.1
R01965__cyto,337.884929,324.669841,390,,-4000.0,seq2topt_seq2tm,XP_085451923.1
R02558__cyto,346.118645,330.364141,814,,-4000.0,seq2topt_seq2tm,XP_085453992.1
R02017__cyto,307.79592,326.830152,710,,-4000.0,median,
R00602__cyto,305.529849,326.249173,486,,-4000.0,seq2topt_seq2tm,XP_085450402.1
R04964__cyto,307.79592,326.830152,1392,,-4000.0,median,
R01736__cyto,303.545215,333.787653,255,,-4000.0,seq2topt_seq2tm,XP_085453499.1
R01626__cyto,307.79592,326.830152,2060,,-4000.0,median,XP_085452617.1
R05733__cyto,309.943849,326.956973,303,,-4000.0,seq2topt_seq2tm,XP_085453196.1
R04969__cyto,307.79592,326.830152,388,,-4000.0,median,
R01209__mito,309.977323,326.247987,588,,-4000.0,seq2topt_seq2tm,XP_085452854.1
R00316__cyto,302.700952,327.649698,680,,-4000.0,seq2topt_seq2tm,XP_085455048.1
R00328__cyto,307.79592,326.830152,675,,-4000.0,median,
R03601__cyto,306.266745,330.905941,368,,-4000.0,seq2topt_seq2tm,XP_085451991.1
R08120__cyto,321.815586,332.367483,269,,-4000.0,seq2topt_seq2tm,XP_085450431.1
R00390__cyto,307.79592,326.830152,697,,-4000.0,median,
R01600__cyto,304.048865,327.563044,504,,-4000.0,seq2topt_seq2tm,XP_085455502.1
R01710__cyto,304.004201,326.285419,316,,-4000.0,seq2topt_seq2tm,XP_085453664.1
R03217__cyto,319.481263,325.224665,589,,-4000.0,seq2topt_seq2tm,XP_085454910.1
R07134__cyto,307.898758,332.014462,279,,-4000.0,seq2topt_seq2tm,XP_085453199.1
R12188__cyto,307.79592,326.830152,404,,-4000.0,median,
R02670__cyto,305.529849,326.249173,486,,-4000.0,seq2topt_seq2tm,XP_085450402.1
R04533__cyto,307.79592,326.830152,1392,,-4000.0,median,
R02024__cyto,307.79592,326.830152,710,,-4000.0,median,
R04859__cyto,324.431097,327.786025,458,,-4000.0,seq2topt_seq2tm,XP_085455189.1
R00988__cyto,338.129196,335.885188,245,,-4000.0,seq2topt_seq2tm,XP_085454750.1
R10065__cyto,303.424047,324.968419,572,,-4000.0,seq2topt_seq2tm,XP_085451463.1
R11216__mito,307.79592,326.830152,408,,-4000.0,median,
R04371__cyto,312.193908,326.542833,679,,-4000.0,seq2topt_seq2tm,XP_085454083.1
R07091__cyto,302.871494,326.358381,240,,-4000.0,seq2topt_seq2tm,XP_085452152.1
R01431__cyto,313.27466,327.23445,318,,-4000.0,seq2topt_seq2tm,XP_085453625.1
R01321__cyto,303.798758,325.394794,293,,-4000.0,seq2topt_seq2tm,XP_085452120.1
R07406__cyto,315.878555,331.947371,231,,-4000.0,seq2topt_seq2tm,XP_085454179.1
R09882__mito,312.351146,326.368132,285,,-4000.0,seq2topt_seq2tm,XP_085451775.1
R00227__mito,308.235447,327.667055,470,,-4000.0,seq2topt_seq2tm,XP_085451777.1
R10928__cyto,307.79592,326.830152,513,,-4000.0,median,
R03648__cyto,304.083216,325.116137,496,,-4000.0,seq2topt_seq2tm,XP_085452262.1
R05616__cyto,303.031843,326.633653,392,,-4000.0,seq2topt_seq2tm,XP_085450702.1
R01799__mito,303.18052,326.544288,424,,-4000.0,seq2topt_seq2tm,XP_085454807.1
R09376__cyto,304.111114,327.790037,268,,-4000.0,seq2topt_seq2tm,XP_085455606.1
R11101__cyto,303.026515,324.520025,570,,-4000.0,seq2topt_seq2tm,XP_085454794.1
R00772__cyto,306.092605,325.535128,439,,-4000.0,seq2topt_seq2tm,XP_085450493.1
R02059__cyto,316.055374,328.848609,408,,-4000.0,seq2topt_seq2tm,XP_085455504.1
R01698__mito,299.521354,328.715274,487,,-4000.0,seq2topt_seq2tm,XP_085453784.1
R04751__cyto,304.22568,326.474789,704,,-4000.0,seq2topt_seq2tm,XP_085454068.1
R00937__mito,306.628814,329.310629,204,,-4000.0,seq2topt_seq2tm,XP_085453666.1
R11312__cyto,303.620703,329.536131,500,,-4000.0,seq2topt_seq2tm,XP_085452528.1
R02404__mito,301.997319,327.112708,324,,-4000.0,seq2topt_seq2tm,XP_085453468.1
R05510__cyto,321.815586,332.367483,269,,-4000.0,seq2topt_seq2tm,XP_085450431.1
R09477__cyto,313.27466,327.23445,318,,-4000.0,seq2topt_seq2tm,XP_085453625.1
R04430__mito,307.79592,326.830152,1224,,-4000.0,median,
R05168__cyto,314.592962,328.983584,326,,-4000.0,seq2topt_seq2tm,XP_085454571.1
R04920__cyto,303.798758,325.394794,293,,-4000.0,seq2topt_seq2tm,XP_085452120.1
R02235__mito,306.628814,329.310629,204,,-4000.0,seq2topt_seq2tm,XP_085453666.1
R05506__cyto,308.213818,322.360757,247,,-4000.0,seq2topt_seq2tm,XP_085453932.1
R04144__cyto,311.706948,329.589906,791,,-4000.0,seq2topt_seq2tm,XP_085453937.1
R03758__cyto,315.878555,331.947371,231,,-4000.0,seq2topt_seq2tm,XP_085454179.1
R00708__cyto,302.277012,326.491436,582,,-4000.0,seq2topt_seq2tm,XP_085450883.1
R01279__pero,304.22568,326.474789,704,,-4000.0,seq2topt_seq2tm,XP_085454068.1
R10170__cyto,306.881579,324.535319,778,,-4000.0,seq2topt_seq2tm,XP_085451363.1
R05234__cyto,320.516631,326.642093,348,,-4000.0,seq2topt_seq2tm,XP_085455283.1
R03158__cyto,305.391497,326.722458,467,,-4000.0,seq2topt_seq2tm,XP_085453593.1
R00159__cyto,307.79592,326.830152,675,,-4000.0,median,
R00662__cyto,307.79592,326.830152,616,,-4000.0,median,
R12404__cyto,310.382623,330.804303,351,,-4000.0,seq2topt_seq2tm,XP_085453729.1
R10115__cyto,307.79592,326.830152,423,,-4000.0,median,
R02668__cyto,319.20629,325.308767,453,,-4000.0,seq2topt_seq2tm,XP_085453106.1
R10548__cyto,306.499164,325.376609,760,,-4000.0,seq2topt_seq2tm,XP_085454781.1
R12399__cyto,304.587335,327.881065,268,,-4000.0,seq2topt_seq2tm,XP_085454977.1
R03492__cyto,307.79592,326.830152,589,,-4000.0,median,
R00332__cyto,312.118931,332.072493,186,,-4000.0,seq2topt_seq2tm,XP_085450594.1
R12024__mito,326.287357,332.526723,320,,-4000.0,seq2topt_seq2tm,XP_085453656.1
R01752__cyto,305.361421,330.477223,512,,-4000.0,seq2topt_seq2tm,XP_085453865.1
R04582__cyto,303.265035,325.333199,686,,-4000.0,seq2topt_seq2tm,XP_085450700.1
R04967__mito,307.79592,326.830152,1224,,-4000.0,median,
R02617__cyto,308.213818,322.360757,247,,-4000.0,seq2topt_seq2tm,XP_085453932.1
R01086__cyto,306.357014,328.704032,463,,-4000.0,seq2topt_seq2tm,XP_085452266.1
R10056__cyto,300.900578,330.726138,385,,-4000.0,seq2topt_seq2tm,XP_085453902.1
R02396__cyto,303.110765,325.363925,751,,-4000.0,seq2topt_seq2tm,XP_085454916.1
R00756__cyto,307.995028,331.496254,944,,-4000.0,seq2topt_seq2tm,XP_085451508.1
R04863__cyto,300.105267,326.042309,1391,,-4000.0,seq2topt_seq2tm,XP_085454956.1
R10827__cyto,307.79592,326.830152,215,,-4000.0,median,
R07497__cyto,311.999984,331.705102,218,,-4000.0,seq2topt_seq2tm,XP_085451523.1
R01663__cyto,300.950796,327.373645,342,,-4000.0,seq2topt_seq2tm,XP_085452255.1
R04941__cyto,318.336074,331.941238,404,,-4000.0,seq2topt_seq2tm,XP_085453974.1
R11099__pero,307.229804,327.234742,152,,-4000.0,seq2topt_seq2tm,XP_085455077.1
R05046__cyto,307.965874,326.82794,283,,-4000.0,seq2topt_seq2tm,XP_085450867.1
R00582__cyto,305.592985,328.155372,307,,-4000.0,seq2topt_seq2tm,XP_085454775.1
R04536__cyto,307.79592,326.830152,1392,,-4000.0,median,
R11005__mito,307.79592,326.830152,488,,-4000.0,median,
R00405__mito,301.997319,327.112708,324,,-4000.0,seq2topt_seq2tm,XP_085453468.1
R00770__cyto,307.995028,331.496254,944,,-4000.0,seq2topt_seq2tm,XP_085451508.1
R08281__mito,320.516631,326.642093,348,,-4000.0,seq2topt_seq2tm,XP_085455283.1
R02731__cyto,305.91118,326.109538,451,,-4000.0,seq2topt_seq2tm,XP_085455657.1
R04946__cyto,319.481263,325.224665,589,,-4000.0,seq2topt_seq2tm,XP_085454910.1
R00014__mito,309.796711,327.79676,576,,-4000.0,seq2topt_seq2tm,XP_085453710.1
R00177__cyto,328.528003,331.674668,382,,-4000.0,seq2topt_seq2tm,XP_085452782.1
R11220__cyto,307.79592,326.830152,480,,-4000.0,median,
R00209__mito,295.260348,325.105581,485,,-4000.0,seq2topt_seq2tm,XP_085451319.1
R01279__cyto,304.22568,326.474789,704,,-4000.0,seq2topt_seq2tm,XP_085454068.1
R04962__mito,307.79592,326.830152,1224,,-4000.0,median,
R02326__cyto,330.141967,332.989082,151,,-4000.0,seq2topt_seq2tm,XP_085453629.1
R00904__cyto,305.361421,330.477223,512,,-4000.0,seq2topt_seq2tm,XP_085453865.1
R11005__cyto,307.79592,326.830152,488,,-4000.0,median,
R00515__cyto,305.45239,325.270799,1312,,-4000.0,seq2topt_seq2tm,XP_085450966.1
R03450__mito,307.79592,326.830152,579,,-4000.0,median,
R00341__cyto,301.56284,325.643787,553,,-4000.0,seq2topt_seq2tm,XP_085454378.1
R08281__cyto,320.516631,326.642093,348,,-4000.0,seq2topt_seq2tm,XP_085455283.1
R00925__cyto,302.700952,327.649698,680,,-4000.0,seq2topt_seq2tm,XP_085455048.1
R03970__cyto,310.983273,324.477312,586,,-4000.0,seq2topt_seq2tm,XP_085451031.1
R00086__cyto,307.79592,326.830152,675,,-4000.0,median,
R03259__cyto,307.79592,326.830152,600,,-4000.0,median,
R00236__cyto,302.700952,327.649698,680,,-4000.0,seq2topt_seq2tm,XP_085455048.1
R04962__cyto,307.79592,326.830152,1224,,-4000.0,median,
R02731__mito,305.91118,326.109538,451,,-4000.0,seq2topt_seq2tm,XP_085455657.1
R11220__mito,307.79592,326.830152,480,,-4000.0,median,
R08964__cyto,305.085364,327.166912,1144,,-4000.0,seq2topt_seq2tm,XP_085452618.1
R01274__cyto,307.768607,326.956257,327,,-4000.0,seq2topt_seq2tm,XP_085454824.1
R09510__cyto,300.900578,330.726138,385,,-4000.0,seq2topt_seq2tm,XP_085453902.1
R02283__cyto,305.853345,328.177258,457,,-4000.0,seq2topt_seq2tm,XP_085451781.1
R04557__cyto,310.140427,324.556068,388,,-4000.0,seq2topt_seq2tm,XP_085451602.1
R00751__cyto,307.892864,325.921205,371,,-4000.0,seq2topt_seq2tm,XP_085452121.1
R00513__cyto,302.69816,325.847122,562,,-4000.0,seq2topt_seq2tm,XP_085454042.1
R03313__cyto,297.430701,326.502106,437,,-4000.0,seq2topt_seq2tm,XP_085451346.1
R02026__cyto,324.431097,327.786025,458,,-4000.0,seq2topt_seq2tm,XP_085455189.1
R04355__pero,307.79592,326.830152,1150,,-4000.0,median,
R04922__cyto,303.798758,325.394794,293,,-4000.0,seq2topt_seq2tm,XP_085452120.1
R04037__cyto,301.581612,325.744602,860,,-4000.0,seq2topt_seq2tm,XP_085455142.1
R04779__cyto,307.995028,331.496254,944,,-4000.0,seq2topt_seq2tm,XP_085451508.1
R04726__cyto,307.79592,326.830152,1150,,-4000.0,median,
R02109__cyto,307.79592,326.830152,1804,,-4000.0,median,
R02340__cyto,315.588004,330.982325,701,,-4000.0,seq2topt_seq2tm,XP_085455034.1
R03066__cyto,306.480467,323.24923,760,,-4000.0,seq2topt_seq2tm,XP_085452648.1
R01574__cyto,306.533267,326.228228,970,,-4000.0,seq2topt_seq2tm,XP_085454543.1
R03777__pero,304.22568,326.474789,704,,-4000.0,seq2topt_seq2tm,XP_085454068.1
R10951__cyto,307.79592,326.830152,2370,,-4000.0,median,
R00287__cyto,305.45239,325.270799,1312,,-4000.0,seq2topt_seq2tm,XP_085450966.1
R04301__cyto,315.996007,333.293375,262,,-4000.0,seq2topt_seq2tm,XP_085454410.1
R02106__cyto,306.386189,326.22042,300,,-4000.0,seq2topt_seq2tm,XP_085452079.1
R01880__cyto,302.69816,325.847122,562,,-4000.0,seq2topt_seq2tm,XP_085454042.1
R01708__cyto,315.878555,331.947371,231,,-4000.0,seq2topt_seq2tm,XP_085454179.1
R01317__cyto,307.79592,326.830152,933,,-4000.0,median,
R01818__cyto,329.615081,333.643284,251,,-4000.0,seq2topt_seq2tm,XP_085454311.1
R02061__cyto,325.836396,330.607811,351,,-4000.0,seq2topt_seq2tm,XP_085453885.1
R02687__cyto,307.79592,326.830152,622,,-4000.0,median,
R04206__cyto,304.519511,325.056407,810,,-4000.0,seq2topt_seq2tm,XP_085454029.1
R07888__cyto,304.22568,326.474789,704,,-4000.0,seq2topt_seq2tm,XP_085454068.1
R9737__mito,307.79592,326.830152,347,,-4000.0,median,
R12329__cyto,307.79592,326.830152,288,,-4000.0,median,
R00257__cyto,304.658553,327.60894,707,,-4000.0,seq2topt_seq2tm,XP_085455532.1
R04426__cyto,306.84436,326.149842,368,,-4000.0,seq2topt_seq2tm,XP_085453063.1
R03013__cyto,323.338723,333.829322,316,,-4000.0,seq2topt_seq2tm,XP_085452263.1
R08244__cyto,304.730193,328.923044,528,,-4000.0,seq2topt_seq2tm,XP_085452087.1
R00424__cyto,307.79592,326.830152,283,,-4000.0,median,
R10288__cyto,304.519511,325.056407,810,,-4000.0,seq2topt_seq2tm,XP_085454029.1
R01926__cyto,302.626587,324.349496,483,,-4000.0,seq2topt_seq2tm,XP_085453153.1
R01706__cyto,307.79592,326.830152,514,,-4000.0,median,
R04866__cyto,307.79592,326.830152,772,,-4000.0,median,
R00014__cyto,309.796711,327.79676,576,,-4000.0,seq2topt_seq2tm,XP_085453710.1
R03425__mito,305.513695,325.760165,1041,,-4000.0,seq2topt_seq2tm,XP_085455278.1
R00754__cyto,320.516631,326.642093,348,,-4000.0,seq2topt_seq2tm,XP_085455283.1
R03197__cyto,348.707342,338.376632,361,,-4000.0,seq2topt_seq2tm,XP_085452817.1
R03643__cyto,307.79592,326.830152,222,,-4000.0,median,
R02746__mito,307.79592,326.830152,1541,,-4000.0,median,
R10953__cyto,303.424047,324.968419,572,,-4000.0,seq2topt_seq2tm,XP_085451463.1
R01054__cyto,311.340426,324.815044,209,,-4000.0,seq2topt_seq2tm,XP_085451333.1
R01290__cyto,304.068356,331.997064,494,,-4000.0,seq2topt_seq2tm,XP_085451202.1
R02715__mito,305.358967,324.886003,553,,-4000.0,seq2topt_seq2tm,XP_085451086.1
R04559__cyto,305.449855,326.346716,482,,-4000.0,seq2topt_seq2tm,XP_085453613.1
R02324__cyto,333.624286,334.43186,233,,-4000.0,seq2topt_seq2tm,XP_085452049.1
R00754__mito,320.516631,326.642093,348,,-4000.0,seq2topt_seq2tm,XP_085455283.1
R07505__cyto,303.237104,325.589427,363,,-4000.0,seq2topt_seq2tm,XP_085455406.1
R04506__cyto,303.867573,326.811597,520,,-4000.0,seq2topt_seq2tm,XP_085454779.1
R03348__mito,313.521473,329.85948,235,,-4000.0,seq2topt_seq2tm,XP_085453933.1
R04428__cyto,307.79592,326.830152,1181,,-4000.0,median,
R08575__cyto,315.08195,330.229434,323,,-4000.0,seq2topt_seq2tm,XP_085451799.1
R07762__pero,307.79592,326.830152,359,,-4000.0,median,
R01007__cyto,306.893151,327.882561,491,,-4000.0,seq2topt_seq2tm,XP_085450795.1
R04444__mito,302.277012,326.491436,582,,-4000.0,seq2topt_seq2tm,XP_085450883.1
R00897__cyto,324.431097,327.786025,458,,-4000.0,seq2topt_seq2tm,XP_085455189.1
R10147__cyto,332.02167,335.701427,296,,-4000.0,seq2topt_seq2tm,XP_085453872.1
R12657__mito,304.781098,326.507172,426,,-4000.0,seq2topt_seq2tm,XP_085455431.1
R08639__cyto,313.924198,324.878749,626,,-4000.0,seq2topt_seq2tm,XP_085455242.1
R02872__cyto,302.110267,326.255444,445,,-4000.0,seq2topt_seq2tm,XP_085451171.1
R10700__cyto,307.79592,326.830152,2060,,-4000.0,median,
R01021__cyto,304.511475,325.114134,544,,-4000.0,seq2topt_seq2tm,XP_085451005.1
R07389__cyto,303.798758,325.394794,293,,-4000.0,seq2topt_seq2tm,XP_085452120.1
R10089__cyto,296.716647,326.954827,244,,-4000.0,seq2topt_seq2tm,XP_085452898.1
R11166__cyto,307.79592,326.830152,340,,-4000.0,median,
R08306__cyto,320.516631,326.642093,348,,-4000.0,seq2topt_seq2tm,XP_085455283.1
R02091__cyto,302.69816,325.847122,562,,-4000.0,seq2topt_seq2tm,XP_085454042.1
R02746__cyto,307.79592,326.830152,1541,,-4000.0,median,
R03361__cyto,307.79592,326.830152,1151,,-4000.0,median,
R07330__cyto,304.781098,326.507172,426,,-4000.0,seq2topt_seq2tm,XP_085455431.1
R00126__cyto,307.79592,326.830152,396,,-4000.0,median,
R05578__cyto,305.964438,324.332675,513,,-4000.0,seq2topt_seq2tm,XP_085453185.1
R04887__cyto,315.996007,333.293375,262,,-4000.0,seq2topt_seq2tm,XP_085454410.1
R03530__cyto,330.141967,332.989082,151,,-4000.0,seq2topt_seq2tm,XP_085453629.1
R04221__cyto,319.286749,337.90904,346,,-4000.0,seq2topt_seq2tm,XP_085452238.1
R04001__cyto,306.881579,324.535319,778,,-4000.0,seq2topt_seq2tm,XP_085451363.1
R07116__cyto,302.871494,326.358381,240,,-4000.0,seq2topt_seq2tm,XP_085452152.1
R02098__cyto,320.730889,330.660382,209,,-4000.0,seq2topt_seq2tm,XP_085452559.1
R03471__cyto,309.894286,329.074737,570,,-4000.0,seq2topt_seq2tm,XP_085450857.1
R01775__cyto,315.878555,331.947371,231,,-4000.0,seq2topt_seq2tm,XP_085454179.1
R00086__mito,307.79592,326.830152,675,,-4000.0,median,
R02096__cyto,302.69816,325.847122,562,,-4000.0,seq2topt_seq2tm,XP_085454042.1
R02101__cyto,304.061261,324.300066,374,,-4000.0,seq2topt_seq2tm,XP_085451593.1
R01070__cyto,312.008328,327.531585,357,,-4000.0,seq2topt_seq2tm,XP_085451810.1
R11945__mito,308.591297,329.014012,223,,-4000.0,seq2topt_seq2tm,XP_085451335.1
R03409__cyto,309.769749,331.726,392,,-4000.0,seq2topt_seq2tm,XP_085452539.1
R02748__cyto,308.885375,330.636433,307,,-4000.0,seq2topt_seq2tm,XP_085452422.1
R01496__cyto,308.213818,322.360757,247,,-4000.0,seq2topt_seq2tm,XP_085453932.1
R00239__cyto,308.65311,325.684419,446,,-4000.0,seq2topt_seq2tm,XP_085450704.1
R10035__cyto,346.118645,330.364141,814,,-4000.0,seq2topt_seq2tm,XP_085453992.1
R06516__cyto,309.953377,325.979415,594,,-4000.0,seq2topt_seq2tm,XP_085452156.1
R00995__pero,311.852306,327.941051,616,,-4000.0,seq2topt_seq2tm,XP_085451510.1
R02093__cyto,330.141967,332.989082,151,,-4000.0,seq2topt_seq2tm,XP_085453629.1
R01056__cyto,306.661759,329.806027,238,,-4000.0,seq2topt_seq2tm,XP_085453024.1
R02047__mito,304.587335,327.881065,268,,-4000.0,seq2topt_seq2tm,XP_085454977.1
R01665__cyto,302.024917,324.746433,301,,-4000.0,seq2topt_seq2tm,XP_085452867.1
R01059__cyto,313.288593,328.74352,587,,-4000.0,seq2topt_seq2tm,XP_085452684.1
R00129__cyto,304.519511,325.056407,810,,-4000.0,seq2topt_seq2tm,XP_085454029.1
R02372__cyto,302.69816,325.847122,562,,-4000.0,seq2topt_seq2tm,XP_085454042.1
R08359__cyto,319.211951,327.643892,315,,-4000.0,seq2topt_seq2tm,XP_085455630.1
R02094__cyto,320.730889,330.660382,209,,-4000.0,seq2topt_seq2tm,XP_085452559.1
R01724__cyto,310.468676,325.769058,417,,-4000.0,seq2topt_seq2tm,XP_085452142.1
