rxn_id,Topt,Tm,Length,T90,dCpt,source,best_gene
R00489__cyto,310.100802,325.83712,563,,-4000.0,seq2topt_seq2tm,CPAR2_804600
TR0011423_CYTMEM__plas,306.798491,327.35686,962,,-4000.0,median,
TO1000438_CYTMEM__plas,300.437986,325.474682,625,,-4000.0,seq2topt_seq2tm,CPAR2_209780
R00848__mito,302.260111,327.482942,650,,-4000.0,seq2topt_seq2tm,CPAR2_501330
R07895__cyto,304.679514,330.082127,394,,-4000.0,seq2topt_seq2tm,CPAR2_212970
TR0000517_CYTMEM__plas,306.798491,327.35686,591,,-4000.0,median,
R01072__cyto,316.372586,334.279886,529,,-4000.0,seq2topt_seq2tm,CPAR2_208260
R02464__cyto,311.170506,329.785374,584,,-4000.0,seq2topt_seq2tm,CPAR2_806890
TR1000009_CYTMEM__plas,306.798491,327.35686,560,,-4000.0,median,
R00548__cyto,309.156625,329.329839,168,,-4000.0,seq2topt_seq2tm,CPAR2_804710
R00768__cyto,308.957,324.395779,715,,-4000.0,seq2topt_seq2tm,CPAR2_405140
R04891__cyto,310.550465,329.529211,501,,-4000.0,seq2topt_seq2tm,CPAR2_203980
TR1000310_CYTMEM__plas,312.109901,328.904185,512,,-4000.0,seq2topt_seq2tm,CPAR2_203510
R00243__cyto,307.033038,326.686165,1055,,-4000.0,seq2topt_seq2tm,CPAR2_104190
TO1000249_CYTMEM__plas,300.437986,325.474682,625,,-4000.0,seq2topt_seq2tm,CPAR2_209780
R03293__cyto,310.715482,334.444603,272,,-4000.0,seq2topt_seq2tm,CPAR2_402200
TR0015316_CYTMEM__plas,306.798491,327.35686,694,,-4000.0,median,
R08657__cyto,302.260111,327.482942,650,,-4000.0,seq2topt_seq2tm,CPAR2_501330
TR2901123_CYTMEM__plas,296.007288,327.839896,341,,-4000.0,seq2topt_seq2tm,CPAR2_406100
R02480__cyto,306.798491,327.35686,277,,-4000.0,median,
R04639__cyto,301.344927,326.80954,272,,-4000.0,seq2topt_seq2tm,CPAR2_101130
TR0013385_CYTMEM__plas,306.798491,327.35686,694,,-4000.0,median,
R12120__mito,301.740825,327.465257,522,,-4000.0,seq2topt_seq2tm,CPAR2_303740
TR0012660_CYTMEM__plas,306.798491,327.35686,420,,-4000.0,median,
TR2900814_CYTMEM__plas,293.748031,329.758397,377,,-4000.0,seq2topt_seq2tm,CPAR2_406070
TR2000161_CYTMEM__plas,311.637371,325.961623,1087,,-4000.0,seq2topt_seq2tm,CPAR2_703450
TO1002738_CYTMEM__plas,300.857505,325.477311,565,,-4000.0,seq2topt_seq2tm,CPAR2_201900
R03657__cyto,330.913395,333.382288,151,,-4000.0,seq2topt_seq2tm,CPAR2_101390
TR2000015_CYTMEM__plas,306.798491,327.35686,353,,-4000.0,median,
TR0011829_CYTMEM__plas,306.798491,327.35686,694,,-4000.0,median,
R01466__cyto,314.649145,328.283653,503,,-4000.0,seq2topt_seq2tm,CPAR2_304350
R03652__cyto,303.036171,325.194332,804,,-4000.0,seq2topt_seq2tm,CPAR2_301040
R02295__cyto,307.017463,331.109622,306,,-4000.0,seq2topt_seq2tm,CPAR2_103240
TR2000017_CYTMEM__plas,306.798491,327.35686,276,,-4000.0,median,
R00937__cyto,304.016618,330.851319,141,,-4000.0,seq2topt_seq2tm,CPAR2_704170
R00717__cyto,306.141146,326.51616,364,,-4000.0,seq2topt_seq2tm,CPAR2_207700
R09419__cyto,299.064853,325.737187,357,,-4000.0,seq2topt_seq2tm,CPAR2_807310
R02874__cyto,299.927208,329.380992,485,,-4000.0,seq2topt_seq2tm,CPAR2_210480
R02359__cyto,312.54109,329.333642,551,,-4000.0,seq2topt_seq2tm,CPAR2_301880
R00248__cyto,306.798491,327.35686,2128,,-4000.0,median,CPAR2_206810
R01372__cyto,304.13583,325.34245,556,,-4000.0,seq2topt_seq2tm,CPAR2_104630
TR2900231_CYTMEM__plas,297.104886,328.070626,382,,-4000.0,seq2topt_seq2tm,CPAR2_103870
R02003__cyto,310.76516,329.560778,350,,-4000.0,seq2topt_seq2tm,CPAR2_103950
R04955__cyto,306.798491,327.35686,2047,,-4000.0,median,
R00674__cyto,311.072387,327.088985,188,,-4000.0,seq2topt_seq2tm,CPAR2_501440
R02849__cyto,302.874598,328.239587,473,,-4000.0,seq2topt_seq2tm,CPAR2_204260
R02413__cyto,304.95027,326.823923,1557,,-4000.0,seq2topt_seq2tm,CPAR2_400020
R01801_Cyto__cyto,306.511216,323.490134,568,,-4000.0,seq2topt_seq2tm,CPAR2_805350
R01398__cyto,311.491148,325.997767,349,,-4000.0,seq2topt_seq2tm,CPAR2_601520
TR2901159_CYTMEM__plas,296.007288,327.839896,341,,-4000.0,seq2topt_seq2tm,CPAR2_406100
R04208__cyto,315.336087,332.210013,793,,-4000.0,seq2topt_seq2tm,CPAR2_208400
R10949__cyto,306.798491,327.35686,2208,,-4000.0,median,CPAR2_203160
TI6900005_CYTMEM__plas,307.999734,326.186386,155,,-4000.0,seq2topt_seq2tm,CPAR2_109970
TO0000924_CYTMEM__plas,316.20606,331.455848,420,,-4000.0,seq2topt_seq2tm,CPAR2_107960
R01030__cyto,300.572065,324.919304,1270,,-4000.0,seq2topt_seq2tm,CPAR2_803790
TR1000388_CYTMEM__plas,307.852742,329.776093,516,,-4000.0,seq2topt_seq2tm,CPAR2_203500
TR0011455_CYTMEM__plas,306.798491,327.35686,658,,-4000.0,median,
R03416__cyto,306.798491,327.35686,747,,-4000.0,median,
TR2900858_CYTMEM__plas,293.186436,328.34231,289,,-4000.0,seq2topt_seq2tm,CPAR2_600780
R00763__mito,305.89424,326.681075,1022,,-4000.0,seq2topt_seq2tm,CPAR2_301740
R08551__cyto,306.798491,327.35686,681,,-4000.0,median,
R02722__cyto,311.072387,327.088985,188,,-4000.0,seq2topt_seq2tm,CPAR2_501440
TR2900990_CYTMEM__plas,296.007288,327.839896,341,,-4000.0,seq2topt_seq2tm,CPAR2_406100
R00220__pero,303.312746,326.163742,442,,-4000.0,seq2topt_seq2tm,CPAR2_304120
TR2900267_CYTMEM__plas,297.104886,328.070626,382,,-4000.0,seq2topt_seq2tm,CPAR2_103870
R02739__cyto,304.202885,326.679233,549,,-4000.0,seq2topt_seq2tm,CPAR2_204880
TR2901179_CYTMEM__plas,307.653722,329.079679,603,,-4000.0,seq2topt_seq2tm,CPAR2_700120
R01157__cyto,313.23546,326.348886,367,,-4000.0,seq2topt_seq2tm,CPAR2_602270
R01330__cyto,302.874598,328.239587,473,,-4000.0,seq2topt_seq2tm,CPAR2_204260
R00227__cyto,306.230571,325.56062,520,,-4000.0,seq2topt_seq2tm,CPAR2_101620
R01220__mito,314.854988,330.967417,946,,-4000.0,seq2topt_seq2tm,CPAR2_204710
R12205__mito,301.826498,326.760957,432,,-4000.0,seq2topt_seq2tm,CPAR2_801860
TR1000121_CYTMEM__plas,296.774618,329.47199,553,,-4000.0,seq2topt_seq2tm,CPAR2_210080
R01787__cyto,311.919243,328.782609,317,,-4000.0,seq2topt_seq2tm,CPAR2_101350
TR1900010_CYTMEM__plas,306.798491,327.35686,554,,-4000.0,median,
TR2900277_CYTMEM__plas,292.155382,326.846972,294,,-4000.0,seq2topt_seq2tm,CPAR2_805840
TR2900030_CYTMEM__plas,294.366313,328.020641,333,,-4000.0,seq2topt_seq2tm,CPAR2_211030
R01288__cyto,323.961882,325.530818,581,,-4000.0,seq2topt_seq2tm,CPAR2_110340
R07396__cyto,313.551013,326.910391,518,,-4000.0,seq2topt_seq2tm,CPAR2_500520
R04566__cyto,306.798491,327.35686,1112,,-4000.0,median,
R03036__cyto,304.92922,327.027681,192,,-4000.0,seq2topt_seq2tm,CPAR2_303020
R08162__cyto,306.798491,327.35686,2047,,-4000.0,median,
TO0010516_PLAS__plas,302.392437,327.528337,406,,-4000.0,seq2topt_seq2tm,CPAR2_805630
R01960__cyto,297.069511,330.498007,460,,-4000.0,seq2topt_seq2tm,CPAR2_504050
R11216__cyto,306.798491,327.35686,459,,-4000.0,median,
TR0000111_CYTMEM__plas,314.290115,325.065777,945,,-4000.0,seq2topt_seq2tm,CPAR2_807910
TR2900287_CYTMEM__plas,292.155382,326.846972,294,,-4000.0,seq2topt_seq2tm,CPAR2_805840
TR2900308_CYTMEM__plas,295.471358,328.913787,303,,-4000.0,seq2topt_seq2tm,CPAR2_303940
TR0000090_CYTMEM__plas,306.798491,327.35686,711,,-4000.0,median,
R01274__pero,303.622251,327.483729,296,,-4000.0,seq2topt_seq2tm,CPAR2_209830
TR0001563_CYTMEM__plas,302.918527,326.226565,328,,-4000.0,seq2topt_seq2tm,CPAR2_803540
R01051__cyto,319.00517,326.710883,311,,-4000.0,seq2topt_seq2tm,CPAR2_201350
R00974__cyto,307.508751,330.887064,160,,-4000.0,seq2topt_seq2tm,CPAR2_602820
R03661__cyto,307.919869,325.011382,682,,-4000.0,seq2topt_seq2tm,CPAR2_703820
R11764__cyto,311.919243,328.782609,317,,-4000.0,seq2topt_seq2tm,CPAR2_101350
TR0000559_CYTMEM__plas,309.892297,325.310662,1163,,-4000.0,seq2topt_seq2tm,CPAR2_105400
R00278__cyto,303.696978,326.008216,257,,-4000.0,seq2topt_seq2tm,CPAR2_204180
R04430__cyto,306.798491,327.35686,1178,,-4000.0,median,
TR1000157_CYTMEM__plas,296.692821,331.038335,541,,-4000.0,seq2topt_seq2tm,CPAR2_108350
R02558__cyto,331.791343,325.91168,906,,-4000.0,seq2topt_seq2tm,CPAR2_200980
R02017__cyto,306.798491,327.35686,707,,-4000.0,median,
TR2916905_CYTMEM__plas,294.427614,327.438626,342,,-4000.0,seq2topt_seq2tm,CPAR2_404450
R04964__cyto,306.798491,327.35686,1112,,-4000.0,median,
R01926__mito,307.776131,324.766079,561,,-4000.0,seq2topt_seq2tm,CPAR2_804970
R04882__pero,310.550465,329.529211,501,,-4000.0,seq2topt_seq2tm,CPAR2_203980
R01736__cyto,306.088807,338.997617,255,,-4000.0,seq2topt_seq2tm,CPAR2_407100
R01626__cyto,306.798491,327.35686,2047,,-4000.0,median,CPAR2_302650
R05733__cyto,303.718113,326.509461,301,,-4000.0,seq2topt_seq2tm,CPAR2_400970
R04969__cyto,306.798491,327.35686,2047,,-4000.0,median,
R01209__mito,308.615913,327.296773,591,,-4000.0,seq2topt_seq2tm,CPAR2_100130
R00316__cyto,307.318979,328.477266,669,,-4000.0,seq2topt_seq2tm,CPAR2_106960
R00328__cyto,306.798491,327.35686,714,,-4000.0,median,
R02016_Cyto__cyto,306.798491,327.35686,320,,-4000.0,median,
TZ2900063_CYTMEM__plas,304.233645,326.783684,766,,-4000.0,seq2topt_seq2tm,CPAR2_806120
R00390__cyto,306.798491,327.35686,736,,-4000.0,median,
R01600__cyto,302.874598,328.239587,473,,-4000.0,seq2topt_seq2tm,CPAR2_204260
TR0000283_CYTMEM__plas,309.892297,325.310662,1163,,-4000.0,seq2topt_seq2tm,CPAR2_105400
R01710__cyto,303.696978,326.008216,257,,-4000.0,seq2topt_seq2tm,CPAR2_204180
R03217__cyto,323.961882,325.530818,581,,-4000.0,seq2topt_seq2tm,CPAR2_110340
R07134__cyto,306.917717,327.763632,285,,-4000.0,seq2topt_seq2tm,CPAR2_205820
R04533__cyto,306.798491,327.35686,1112,,-4000.0,median,
R02024__cyto,306.798491,327.35686,707,,-4000.0,median,
TR1000179_CYTMEM__plas,296.692821,331.038335,541,,-4000.0,seq2topt_seq2tm,CPAR2_108350
R00988__cyto,330.295536,326.718155,300,,-4000.0,seq2topt_seq2tm,CPAR2_700520
R00705__cyto,299.664966,323.199245,550,,-4000.0,seq2topt_seq2tm,CPAR2_500880
R11216__mito,306.798491,327.35686,519,,-4000.0,median,
R04371__cyto,310.607957,325.818691,688,,-4000.0,seq2topt_seq2tm,CPAR2_500690
TR0000919_CYTMEM__plas,302.918527,326.226565,328,,-4000.0,seq2topt_seq2tm,CPAR2_803540
R03758__mito,307.743501,330.870798,267,,-4000.0,seq2topt_seq2tm,CPAR2_400990
R03542__cyto,314.507414,331.521067,309,,-4000.0,seq2topt_seq2tm,CPAR2_303130
R01431__cyto,309.45695,326.291582,283,,-4000.0,seq2topt_seq2tm,CPAR2_808660
R01321__cyto,308.205281,328.374448,395,,-4000.0,seq2topt_seq2tm,CPAR2_703140
R10825__mito,299.064853,325.737187,357,,-4000.0,seq2topt_seq2tm,CPAR2_807310
R00708__mito,299.610192,322.904813,591,,-4000.0,seq2topt_seq2tm,CPAR2_101480
R10928__cyto,306.798491,327.35686,786,,-4000.0,median,
R03648__cyto,304.023928,325.499889,548,,-4000.0,seq2topt_seq2tm,CPAR2_703810
TR0011837_CYTMEM__plas,306.798491,327.35686,694,,-4000.0,median,
TR2900119_CYTMEM__plas,297.104886,328.070626,382,,-4000.0,seq2topt_seq2tm,CPAR2_103870
R05616__cyto,304.974553,325.632963,365,,-4000.0,seq2topt_seq2tm,CPAR2_200190
TO1000074_CYTMEM__plas,304.790332,326.128843,574,,-4000.0,seq2topt_seq2tm,CPAR2_403710
R01799__mito,306.869562,325.755337,382,,-4000.0,seq2topt_seq2tm,CPAR2_304360
R09376__cyto,305.091622,326.877639,227,,-4000.0,seq2topt_seq2tm,CPAR2_201320
R11101__cyto,303.312746,326.163742,442,,-4000.0,seq2topt_seq2tm,CPAR2_304120
TO1002197_CYTMEM__plas,300.857505,325.477311,565,,-4000.0,seq2topt_seq2tm,CPAR2_201900
R00772__cyto,304.025655,324.599466,435,,-4000.0,seq2topt_seq2tm,CPAR2_406050
R02059__cyto,311.345665,331.935188,421,,-4000.0,seq2topt_seq2tm,CPAR2_700100
R04751__cyto,303.918338,326.903442,711,,-4000.0,seq2topt_seq2tm,CPAR2_807710
R00937__mito,304.016618,330.851319,141,,-4000.0,seq2topt_seq2tm,CPAR2_704170
R09477__cyto,309.45695,326.291582,283,,-4000.0,seq2topt_seq2tm,CPAR2_808660
TR2900940_CYTMEM__plas,306.798491,327.35686,333,,-4000.0,median,
TO0000021_PLAS__plas,311.730562,329.745778,388,,-4000.0,seq2topt_seq2tm,CPAR2_700570
R10825__cyto,299.064853,325.737187,357,,-4000.0,seq2topt_seq2tm,CPAR2_807310
R02235__mito,304.016618,330.851319,141,,-4000.0,seq2topt_seq2tm,CPAR2_704170
TO1000184_CYTMEM__plas,300.437986,325.474682,625,,-4000.0,seq2topt_seq2tm,CPAR2_209780
R07409__cyto,297.179213,323.054761,464,,-4000.0,seq2topt_seq2tm,CPAR2_402730
R04144__cyto,315.336087,332.210013,793,,-4000.0,seq2topt_seq2tm,CPAR2_208400
TO1000478_CYTMEM__plas,303.069598,326.666668,513,,-4000.0,seq2topt_seq2tm,CPAR2_806580
TR2916888_CYTMEM__plas,299.355009,328.647891,303,,-4000.0,seq2topt_seq2tm,CPAR2_603710
R00772__mito,304.025655,324.599466,435,,-4000.0,seq2topt_seq2tm,CPAR2_406050
R03758__cyto,307.743501,330.870798,267,,-4000.0,seq2topt_seq2tm,CPAR2_400990
R03158__cyto,309.472585,327.633086,482,,-4000.0,seq2topt_seq2tm,CPAR2_108690
R00159__cyto,306.798491,327.35686,714,,-4000.0,median,
R00662__cyto,306.798491,327.35686,364,,-4000.0,median,
R12404__cyto,312.022762,330.789492,351,,-4000.0,seq2topt_seq2tm,CPAR2_302110
R02668__cyto,309.788925,327.945748,461,,-4000.0,seq2topt_seq2tm,CPAR2_207220
R02778__cyto,302.848584,324.748012,743,,-4000.0,seq2topt_seq2tm,CPAR2_407750
R12399__cyto,307.432937,327.298191,345,,-4000.0,seq2topt_seq2tm,CPAR2_801560
TO1000201_CYTMEM__plas,300.857505,325.477311,565,,-4000.0,seq2topt_seq2tm,CPAR2_201900
R02235__cyto,304.016618,330.851319,141,,-4000.0,seq2topt_seq2tm,CPAR2_704170
TZ3000012_CYTMEM__plas,299.614457,324.317375,753,,-4000.0,seq2topt_seq2tm,CPAR2_701660
R00332__cyto,307.434468,330.29156,191,,-4000.0,seq2topt_seq2tm,CPAR2_303080
R01752__cyto,310.550465,329.529211,501,,-4000.0,seq2topt_seq2tm,CPAR2_203980
TR2900289_CYTMEM__plas,292.155382,326.846972,294,,-4000.0,seq2topt_seq2tm,CPAR2_805840
R02617__cyto,303.844864,324.051628,753,,-4000.0,seq2topt_seq2tm,CPAR2_102320
R01086__cyto,305.436801,328.317812,466,,-4000.0,seq2topt_seq2tm,CPAR2_703790
R10056__cyto,300.931929,325.720134,446,,-4000.0,seq2topt_seq2tm,CPAR2_804110
TO1000263_CYTMEM__plas,300.857505,325.477311,565,,-4000.0,seq2topt_seq2tm,CPAR2_201900
R04863__cyto,301.939666,326.5201,1400,,-4000.0,seq2topt_seq2tm,CPAR2_108400
R10827__cyto,306.798491,327.35686,201,,-4000.0,median,
R03903__cyto,304.591959,329.291931,158,,-4000.0,seq2topt_seq2tm,CPAR2_603360
R01663__cyto,302.873582,330.758122,340,,-4000.0,seq2topt_seq2tm,CPAR2_700480
TR2000043_CYTMEM__plas,308.398768,327.536985,333,,-4000.0,seq2topt_seq2tm,CPAR2_808770
TO0000311_CYTMEM__plas,316.20606,331.455848,420,,-4000.0,seq2topt_seq2tm,CPAR2_107960
TR2900291_CYTMEM__plas,292.155382,326.846972,294,,-4000.0,seq2topt_seq2tm,CPAR2_805840
R11099__pero,308.250657,332.07455,332,,-4000.0,seq2topt_seq2tm,CPAR2_400460
TR0001210_CYTMEM__plas,309.892297,325.310662,1163,,-4000.0,seq2topt_seq2tm,CPAR2_105400
R08282__pero,310.550465,329.529211,501,,-4000.0,seq2topt_seq2tm,CPAR2_203980
R05046__cyto,301.344927,326.80954,272,,-4000.0,seq2topt_seq2tm,CPAR2_101130
TR0003847_CYTMEM__plas,314.250068,330.354068,417,,-4000.0,seq2topt_seq2tm,CPAR2_701830
R00582__cyto,310.4658,330.765221,305,,-4000.0,seq2topt_seq2tm,CPAR2_212320
R04536__cyto,306.798491,327.35686,1112,,-4000.0,median,
R01759__cyto,311.919243,328.782609,317,,-4000.0,seq2topt_seq2tm,CPAR2_101350
R00405__mito,306.761501,325.456825,415,,-4000.0,seq2topt_seq2tm,CPAR2_204740
R00770__cyto,309.743935,333.049879,952,,-4000.0,seq2topt_seq2tm,CPAR2_703030
TR2900203_CYTMEM__plas,297.104886,328.070626,382,,-4000.0,seq2topt_seq2tm,CPAR2_103870
R02731__cyto,305.89424,326.681075,1022,,-4000.0,seq2topt_seq2tm,CPAR2_301740
R04946__cyto,323.961882,325.530818,581,,-4000.0,seq2topt_seq2tm,CPAR2_110340
TZ2900067_CYTMEM__plas,306.798491,327.35686,766,,-4000.0,median,
TR0003566_CYTMEM__plas,314.250068,330.354068,417,,-4000.0,seq2topt_seq2tm,CPAR2_701830
R00014__mito,328.643195,331.675246,388,,-4000.0,seq2topt_seq2tm,CPAR2_402950
TR2900101_CYTMEM__plas,297.104886,328.070626,382,,-4000.0,seq2topt_seq2tm,CPAR2_103870
R00177__cyto,327.287893,329.164431,385,,-4000.0,seq2topt_seq2tm,CPAR2_207990
R11220__cyto,306.798491,327.35686,519,,-4000.0,median,
R00209__mito,304.512197,332.763967,492,,-4000.0,seq2topt_seq2tm,CPAR2_205940
R01279__cyto,304.053425,327.030417,724,,-4000.0,seq2topt_seq2tm,CPAR2_807600
TR2916185_CYTMEM__plas,305.759653,326.826403,550,,-4000.0,seq2topt_seq2tm,CPAR2_402960
R00515__mito,304.92922,327.027681,192,,-4000.0,seq2topt_seq2tm,CPAR2_303020
TR1000306_CYTMEM__plas,296.692821,331.038335,541,,-4000.0,seq2topt_seq2tm,CPAR2_108350
R00904__cyto,310.550465,329.529211,501,,-4000.0,seq2topt_seq2tm,CPAR2_203980
TR0012849_CYTMEM__plas,306.798491,327.35686,694,,-4000.0,median,
R01773__cyto,306.481901,333.341631,359,,-4000.0,seq2topt_seq2tm,CPAR2_106630
T00485__cyto,306.798491,327.35686,672,,-4000.0,median,
R00515__cyto,304.92922,327.027681,192,,-4000.0,seq2topt_seq2tm,CPAR2_303020
TZ2900031_CYTMEM__plas,306.798491,327.35686,766,,-4000.0,median,
TR0002419_CYTMEM__plas,309.892297,325.310662,1163,,-4000.0,seq2topt_seq2tm,CPAR2_105400
TR0011662_CYTMEM__plas,309.892297,325.310662,1163,,-4000.0,seq2topt_seq2tm,CPAR2_105400
R03755__cyto,306.798491,327.35686,645,,-4000.0,median,
R00925__cyto,304.893057,328.386048,677,,-4000.0,seq2topt_seq2tm,CPAR2_405810
R03970__cyto,307.606125,326.238081,558,,-4000.0,seq2topt_seq2tm,CPAR2_403550
R00086__cyto,306.798491,327.35686,1056,,-4000.0,median,
TR0000029_CYTMEM__plas,300.504877,327.764365,266,,-4000.0,seq2topt_seq2tm,CPAR2_502340
R03629__cyto,301.026112,329.344746,565,,-4000.0,seq2topt_seq2tm,CPAR2_500140
R10089__mito,314.017056,335.887954,292,,-4000.0,seq2topt_seq2tm,CPAR2_106660
R00236__cyto,307.318979,328.477266,669,,-4000.0,seq2topt_seq2tm,CPAR2_106960
R01974__cyto,305.45249,325.943038,625,,-4000.0,seq2topt_seq2tm,CPAR2_203270
R04962__cyto,306.798491,327.35686,1178,,-4000.0,median,
TR0012375_CYTMEM__plas,306.798491,327.35686,694,,-4000.0,median,
TR2901117_CYTMEM__plas,306.798491,327.35686,324,,-4000.0,median,
R02731__mito,305.89424,326.681075,1022,,-4000.0,seq2topt_seq2tm,CPAR2_301740
R11220__mito,306.798491,327.35686,519,,-4000.0,median,
TR2900988_CYTMEM__plas,296.007288,327.839896,341,,-4000.0,seq2topt_seq2tm,CPAR2_406100
R01274__cyto,310.207371,327.276757,302,,-4000.0,seq2topt_seq2tm,CPAR2_104150
R09510__cyto,300.931929,325.720134,446,,-4000.0,seq2topt_seq2tm,CPAR2_804110
R02283__cyto,309.314632,330.681643,455,,-4000.0,seq2topt_seq2tm,CPAR2_403030
R00751__cyto,306.686729,329.850456,369,,-4000.0,seq2topt_seq2tm,CPAR2_203970
TR1001017_CYTMEM__plas,307.852742,329.776093,516,,-4000.0,seq2topt_seq2tm,CPAR2_203500
R00513__cyto,305.676462,325.873974,621,,-4000.0,seq2topt_seq2tm,CPAR2_404130
TR0000009_CYTMEM__plas,306.798491,327.35686,599,,-4000.0,median,
R03313__cyto,301.543246,332.486793,434,,-4000.0,seq2topt_seq2tm,CPAR2_808960
R02577__cyto,311.919243,328.782609,317,,-4000.0,seq2topt_seq2tm,CPAR2_101350
TR1000105_CYTMEM__plas,296.692821,331.038335,541,,-4000.0,seq2topt_seq2tm,CPAR2_108350
TR1000027_CYTMEM__plas,296.692821,331.038335,541,,-4000.0,seq2topt_seq2tm,CPAR2_108350
R04037__cyto,301.131663,324.824002,848,,-4000.0,seq2topt_seq2tm,CPAR2_402720
R04779__cyto,309.743935,333.049879,952,,-4000.0,seq2topt_seq2tm,CPAR2_703030
TR0012678_CYTMEM__plas,306.798491,327.35686,694,,-4000.0,median,
TO0000367_CYTMEM__plas,308.041977,327.395645,462,,-4000.0,seq2topt_seq2tm,CPAR2_402410
TZ2900053_CYTMEM__plas,304.233645,326.783684,766,,-4000.0,seq2topt_seq2tm,CPAR2_806120
TR2900966_CYTMEM__plas,296.007288,327.839896,341,,-4000.0,seq2topt_seq2tm,CPAR2_406100
TR0011684_CYTMEM__plas,306.798491,327.35686,538,,-4000.0,median,
R04726__cyto,306.798491,327.35686,1966,,-4000.0,median,
R02109__cyto,306.798491,327.35686,1519,,-4000.0,median,
R02340__cyto,311.072387,327.088985,188,,-4000.0,seq2topt_seq2tm,CPAR2_501440
R03066__cyto,306.387165,324.968746,793,,-4000.0,seq2topt_seq2tm,CPAR2_303390
R01574__cyto,308.457469,327.529332,331,,-4000.0,seq2topt_seq2tm,CPAR2_402820
R10951__cyto,306.798491,327.35686,2659,,-4000.0,median,
R07162__mito,306.798491,327.35686,242,,-4000.0,median,
R00287__cyto,304.92922,327.027681,192,,-4000.0,seq2topt_seq2tm,CPAR2_303020
R04301__cyto,317.219152,332.024655,256,,-4000.0,seq2topt_seq2tm,CPAR2_703530
R02106__cyto,308.091015,325.809154,302,,-4000.0,seq2topt_seq2tm,CPAR2_213600
R01880__cyto,305.676462,325.873974,621,,-4000.0,seq2topt_seq2tm,CPAR2_404130
TR0012500_CYTMEM__plas,306.798491,327.35686,694,,-4000.0,median,
TR1900004_CYTMEM__plas,303.555736,327.41138,519,,-4000.0,seq2topt_seq2tm,CPAR2_213200
R01708__cyto,310.173861,325.491068,352,,-4000.0,seq2topt_seq2tm,CPAR2_701460
R01818__cyto,325.350229,328.87226,253,,-4000.0,seq2topt_seq2tm,CPAR2_106460
TO1000016_CYTMEM__plas,300.857505,325.477311,565,,-4000.0,seq2topt_seq2tm,CPAR2_201900
TO1000182_CYTMEM__plas,300.437986,325.474682,625,,-4000.0,seq2topt_seq2tm,CPAR2_209780
R02687__cyto,306.798491,327.35686,465,,-4000.0,median,
TZ3000004_CYTMEM__plas,301.00228,327.374068,755,,-4000.0,seq2topt_seq2tm,CPAR2_805420
R07888__cyto,304.053425,327.030417,724,,-4000.0,seq2topt_seq2tm,CPAR2_807600
R12329__cyto,306.798491,327.35686,298,,-4000.0,median,
R00257__cyto,305.570411,327.29632,712,,-4000.0,seq2topt_seq2tm,CPAR2_214140
TO1000367_CYTMEM__plas,300.437986,325.474682,625,,-4000.0,seq2topt_seq2tm,CPAR2_209780
TR0000289_CYTMEM__plas,309.892297,325.310662,1163,,-4000.0,seq2topt_seq2tm,CPAR2_105400
R08362__pero,326.617129,328.234091,174,,-4000.0,seq2topt_seq2tm,CPAR2_402640
R04426__cyto,306.730059,324.405655,373,,-4000.0,seq2topt_seq2tm,CPAR2_805510
