rxn_id,enzyme_id,parameter,ident,top_descriptor,identifiable_from_growth,refined
NDP3No2,P37691,Topt_i,0.0,CT_max_C,False,False
FBPNo1,P0A993,Topt_i,0.0,CT_max_C,False,False
FBPNo2,P0A9C9,Topt_i,0.0,CT_max_C,False,False
FBPNo3,P21437,Topt_i,0.0,CT_max_C,False,False
FBPNo4,P0A8Y5,Topt_i,0.0,CT_max_C,False,False
GLGCNo1,P0A6V1,Topt_i,0.0,CT_max_C,False,False
ALATA_D2No1,P0A825,Topt_i,0.0,CT_max_C,False,False
ALATA_D2No2,P75823,Topt_i,0.0,CT_max_C,False,False
PYKNo1,P21599,Topt_i,0.0,CT_max_C,False,False
PYKNo2,P0AD61,Topt_i,0.017871917134584307,CT_max_C,False,True
SHCHD2No1,P0AEA8,Topt_i,4.930354490385219e-06,CT_max_C,False,False
A5PISONo1,P45395,Topt_i,0.0,CT_max_C,False,False
A5PISONo2,P17115,Topt_i,8.734282940817123e-05,CT_max_C,False,False
PMDPHTNo1,P75809,Topt_i,0.0,CT_max_C,False,False
PMDPHTNo2,P0ADP0,Topt_i,0.00011302945699952745,CT_max_C,False,False
CPPPGONo1,P36553,Topt_i,0.0,CT_max_C,False,False
GTHOrNo1,P06715,Topt_i,5.730157590732245e-19,CT_max_C,False,False
ILETANo1,P0AB80,Topt_i,0.0,CT_max_C,False,False
DHORD5No1,P0A7E1,Topt_i,0.0,CT_max_C,False,False
GLYCTO2No1,P0AEP9,Topt_i,0.0,CT_max_C,False,False
VALTANo1,P0AB80,Topt_i,0.0,CT_max_C,False,False
GLYCTO3No1,P0AEP9,Topt_i,0.0,CT_max_C,False,False
IPPMIbNo1,P0A6A6,Topt_i,0.0,CT_max_C,False,False
GLYCTO4No1,P0AEP9,Topt_i,0.0,CT_max_C,False,False
ORPTNo1,P0A7E3,Topt_i,0.0,CT_max_C,False,False
RBFSaNo1,P61714,Topt_i,1.2615445864320506e-06,CT_max_C,False,False
ACHBSNo1,P08142,Topt_i,0.004159585953086549,CT_max_C,False,False
ACHBSNo2,P00893,Topt_i,0.0,CT_max_C,False,False
PFK_3No1,P0A796,Topt_i,0.0,CT_max_C,False,False
DHAD2No1,P05791,Topt_i,0.002439642076387467,CT_max_C,False,False
ACLSNo1,P00893,Topt_i,0.0,CT_max_C,False,False
ACLSNo2,P08142,Topt_i,0.009099109827994402,CT_max_C,False,True
TRPS2No1,P0A877,Topt_i,0.0,CT_max_C,False,False
PSCVTNo1,P0A6D3,Topt_i,0.0029530079634512976,CT_max_C,False,False
G3PD5No1,P0A996,Topt_i,0.0,CT_max_C,False,False
G3PD5No2,P13035,Topt_i,0.0,CT_max_C,False,False
G1PPNo1,P77625,Topt_i,0.0,CT_max_C,False,False
G1PPNo2,P0A8Y3,Topt_i,0.0,CT_max_C,False,False
G1PPNo3,P0A8Y5,Topt_i,0.0,CT_max_C,False,False
PFLNo1,P09373,Topt_i,0.0,CT_max_C,False,False
PFLNo2,P0A9N4,Topt_i,0.039752666088091825,CT_max_C,False,True
PFLNo3,P32674,Topt_i,0.0,CT_max_C,False,False
PFLNo4,P09373,Topt_i,0.0,CT_max_C,False,False
ANSNo1,P00895,Topt_i,0.00039830072473063995,CT_max_C,False,False
FRD2No1,P00363,Topt_i,0.0,CT_max_C,False,False
FRD3No1,P00363,Topt_i,0.0,CT_max_C,False,False
ANPRTNo1,P00904,Topt_i,0.007480008481727791,CT_max_C,False,True
POXNo1,P07003,Topt_i,1.9942646021754482e-07,CT_max_C,False,True
CHORMNo1,P0A9J8,Topt_i,0.0,CT_max_C,False,False
CHORMNo2,P07023,Topt_i,6.243467147182944e-07,CT_max_C,False,False
PTArNo1,P0A9M8,Topt_i,0.0,CT_max_C,False,False
PTArNo2,P77218,Topt_i,0.0,CT_max_C,False,False
CHORSNo1,P12008,Topt_i,0.0032385185847149172,CT_max_C,False,True
IGPSNo1,P00909,Topt_i,0.00508768748245522,CT_max_C,False,False
ACKrNo1,P0A6A3,Topt_i,0.001481616508143718,CT_max_C,False,False
ACKrNo2,P33221,Topt_i,0.0,CT_max_C,False,False
ACKrNo3,P11868,Topt_i,0.0,CT_max_C,False,False
LEUTAiNo1,P0AB80,Topt_i,0.0,CT_max_C,False,False
LEUTAiNo2,P04693,Topt_i,0.0002749092902199769,CT_max_C,False,False
DMATTNo1,P22939,Topt_i,0.00024616743877540863,CT_max_C,False,False
GRTTNo1,P22939,Topt_i,0.00024616743877540863,CT_max_C,False,False
UPP3SNo1,P09126,Topt_i,4.1705555861127354e-07,CT_max_C,False,False
UPPDC1No1,P29680,Topt_i,0.0004643824348778982,CT_max_C,False,False
TMDPPNo1,P07650,Topt_i,0.0,CT_max_C,False,False
MOATNo1,P0AC75,Topt_i,0.0010590250448833326,CT_max_C,False,False
UDCPDPSNo1,P60472,Topt_i,0.0,CT_max_C,False,False
ECOAH6No1,P77399,Topt_i,4.559011280588281e-05,CT_max_C,False,False
ECOAH6No2,P21177,Topt_i,0.0,CT_max_C,False,False
USHDNo1,P43341,Topt_i,0.0003106837275319016,CT_max_C,False,False
ENONo1,P0A6P9,Topt_i,0.26906641125070646,CT_max_C,True,True
FBANo1,P0AB71,Topt_i,0.0,CT_max_C,False,False
FBANo2,P0A991,Topt_i,0.0,CT_max_C,False,False
HCO3ENo1,P61517,Topt_i,0.0,CT_max_C,False,False
HCO3ENo2,P0ABE9,Topt_i,4.774766128018429e-08,CT_max_C,False,False
MGSANo1,P0A731,Topt_i,0.0,CT_max_C,False,False
IMPCNo1,P15639,Topt_i,0.0,CT_max_C,False,False
IMPDNo1,P0ADG7,Topt_i,0.0415578223810396,CT_max_C,False,True
PPSNo1,P23538,Topt_i,0.0,CT_max_C,False,False
ECOAH4No1,P77399,Topt_i,5.8350150132914105e-05,CT_max_C,False,False
ECOAH4No2,P21177,Topt_i,0.0,CT_max_C,False,False
LPADSSNo1,P10441,Topt_i,1.2631591410899823e-05,CT_max_C,False,False
GLUTRSNo1,P04805,Topt_i,0.0014679567132397963,CT_max_C,False,False
TDSKNo1,P27300,Topt_i,0.0048525687950095086,CT_max_C,False,False
PGINo1,P0A6T1,Topt_i,0.00032569500679609063,CT_max_C,False,False
TMPPPNo1,P30137,Topt_i,0.0,CT_max_C,False,False
PGKNo1,P0A799,Topt_i,0.0,CT_max_C,False,False
EDANo1,P0A955,Topt_i,0.18489962584123612,CT_max_C,True,True
NTPP1No1,P08337,Topt_i,0.0,CT_max_C,False,False
NTPP1No2,P0AEY3,Topt_i,0.0,CT_max_C,False,False
URIK1No1,P0A8F4,Topt_i,0.0,CT_max_C,False,False
URIK2No1,P0A8F4,Topt_i,0.0,CT_max_C,False,False
NTPP2No1,P08337,Topt_i,0.0,CT_max_C,False,False
NTPP2No2,P0AEY3,Topt_i,0.0,CT_max_C,False,False
PGLNo1,P52697,Topt_i,0.02534273405256098,CT_max_C,False,True
NTPTP1No1,P15723,Topt_i,0.0,CT_max_C,False,False
NTPTP2No1,P15723,Topt_i,0.0,CT_max_C,False,False
CYTDK1No1,P0A8F4,Topt_i,0.0,CT_max_C,False,False
RPENo1,P0AG07,Topt_i,0.0,CT_max_C,False,False
DHQTiNo1,P05194,Topt_i,0.0005676053354920692,CT_max_C,False,False
IPMDNo1,P30125,Topt_i,0.004339567218653336,CT_max_C,False,False
IPMDNo2,P76251,Topt_i,0.0,CT_max_C,False,False
AIRC3No1,P0AG18,Topt_i,0.0,CT_max_C,False,False
TALANo1,P0A870,Topt_i,0.0,CT_max_C,False,False
TALANo2,P0A867,Topt_i,0.0,CT_max_C,False,False
PUNP1No1,P0ABP8,Topt_i,0.0,CT_max_C,False,False
PUNP2No1,P0ABP8,Topt_i,0.0,CT_max_C,False,False
PUNP3No1,P45563,Topt_i,0.0,CT_max_C,False,False
PUNP3No2,P0ABP8,Topt_i,0.0,CT_max_C,False,False
ADSL2rNo1,P0AB89,Topt_i,0.0042805316470024895,CT_max_C,False,True
TKT1No1,P27302,Topt_i,0.0,CT_max_C,False,False
TKT1No2,P33570,Topt_i,0.0,CT_max_C,False,False
PUNP5No1,P45563,Topt_i,0.0,CT_max_C,False,False
PUNP5No2,P0ABP8,Topt_i,0.0,CT_max_C,False,False
PUNP6No1,P0ABP8,Topt_i,0.0,CT_max_C,False,False
PUNP6No2,P45563,Topt_i,0.0,CT_max_C,False,False
PUNP7No1,P45563,Topt_i,0.0,CT_max_C,False,False
G6PDANo1,P0A759,Topt_i,0.0,CT_max_C,False,False
RNDR1No1,P00452,Topt_i,0.0,CT_max_C,False,False
RNDR1No2,P00452,Topt_i,0.0,CT_max_C,False,False
ALCD2xNo1,P0A9Q7,Topt_i,0.0,CT_max_C,False,False
ALCD2xNo2,P39451,Topt_i,0.0,CT_max_C,False,False
RNDR3No1,P00452,Topt_i,0.0,CT_max_C,False,False
RNDR3No2,P00452,Topt_i,0.0,CT_max_C,False,False
RNDR4No1,P00452,Topt_i,0.0,CT_max_C,False,False
RNDR4No2,P00452,Topt_i,0.0,CT_max_C,False,False
ALDD2yNo1,P37685,Topt_i,0.0,CT_max_C,False,False
ALDD2yNo2,Q46856,Topt_i,0.0,CT_max_C,False,False
ALDD2yNo3,P0AG84,Topt_i,0.0,CT_max_C,False,False
ALDD2yNo4,P0AFP4,Topt_i,0.0,CT_max_C,False,False
ALDD2yNo5,P27250,Topt_i,0.0,CT_max_C,False,False
TMDSNo1,P0A884,Topt_i,0.00027945693592142286,CT_max_C,False,False
RMINo1,P32170,Topt_i,0.0,CT_max_C,False,False
TMDK1No1,P23331,Topt_i,0.0,CT_max_C,False,False
LYSAMNo1,P39280,Topt_i,0.0,CT_max_C,False,False
PPCDCNo1,P0ABQ0,Topt_i,0.0005595848266897041,CT_max_C,False,False
FTHFDNo1,P37051,Topt_i,0.0,CT_max_C,False,False
DHAD1No1,P05791,Topt_i,0.0044446961194200725,CT_max_C,False,True
IPPMIaNo1,P0A6A6,Topt_i,0.0,CT_max_C,False,False
G3PD7No1,P0A996,Topt_i,0.0,CT_max_C,False,False
EDDNo1,P0ADF6,Topt_i,0.07884942863517819,CT_max_C,True,True
NADH9No1,P00393,Topt_i,0.0,CT_max_C,False,False
NADH9No2,P0A8G6,Topt_i,0.0,CT_max_C,False,False
NADH9No3,P0A754,Topt_i,0.0,CT_max_C,False,False
NADH9No4,P0AGE6,Topt_i,0.0,CT_max_C,False,False
NADH10No1,P00393,Topt_i,0.0,CT_max_C,False,False
NADH10No2,P0AGE6,Topt_i,0.0,CT_max_C,False,False
NADH10No3,P0A754,Topt_i,0.0,CT_max_C,False,False
NADH10No4,P0A8G6,Topt_i,0.0,CT_max_C,False,False
ADK4No1,P69441,Topt_i,0.0,CT_max_C,False,False
INSKNo1,P0AEW6,Topt_i,0.0,CT_max_C,False,False
MDHNo1,P61889,Topt_i,0.0,CT_max_C,False,False
ABTANo1,P22256,Topt_i,0.0,CT_max_C,False,False
ABTANo2,P50457,Topt_i,0.0,CT_max_C,False,False
FUMNo1,P0AC33,Topt_i,0.0,CT_max_C,False,False
FUMNo2,P14407,Topt_i,0.0,CT_max_C,False,False
FUMNo3,P05042,Topt_i,0.0007700189415781307,CT_max_C,False,False
FMNATNo1,P0AG40,Topt_i,1.915884764899166e-05,CT_max_C,False,False
PYDXNKNo1,P40191,Topt_i,0.0,CT_max_C,False,False
PYAM5PONo1,P0AFI7,Topt_i,0.0,CT_max_C,False,False
SSALxNo1,P76149,Topt_i,0.0,CT_max_C,False,False
ASPTNo1,P0AC38,Topt_i,0.0,CT_max_C,False,False
OHPBATNo1,P23721,Topt_i,0.0,CT_max_C,False,False
SERD_LNo1,P42630,Topt_i,0.0,CT_max_C,False,False
SERD_LNo2,P16095,Topt_i,0.0,CT_max_C,False,False
SERD_LNo3,P30744,Topt_i,0.0,CT_max_C,False,False
SERD_LNo4,P0A853,Topt_i,0.0,CT_max_C,False,False
SERD_LNo5,P0AGF6,Topt_i,0.0,CT_max_C,False,False
NADDPNo1,P32664,Topt_i,0.0,CT_max_C,False,False
NADDPNo2,P15042,Topt_i,0.0,CT_max_C,False,False
THRDNo1,P07913,Topt_i,0.0,CT_max_C,False,False
THRDNo2,P37686,Topt_i,0.0,CT_max_C,False,False
NMNATNo1,P27278,Topt_i,0.0,CT_max_C,False,False
NMNATNo2,P0A752,Topt_i,0.0,CT_max_C,False,False
KARA1No1,P05793,Topt_i,0.0,CT_max_C,False,False
HMPK1No1,P76422,Topt_i,0.0,CT_max_C,False,False
HMPK1No2,P40191,Topt_i,0.0,CT_max_C,False,False
KARA2No1,P05793,Topt_i,0.006151266998069122,CT_max_C,False,True
ACCOACNo1,P0A9Q5,Topt_i,0.0014490703677521241,CT_max_C,False,False
NADKNo1,P0A7B3,Topt_i,1.9587277608336044e-06,CT_max_C,False,False
GLXCLNo1,P0AEP7,Topt_i,0.0,CT_max_C,False,False
ICHORS_copy2No1,P38051,Topt_i,0.0,CT_max_C,False,False
SUCBZSNo1,P29208,Topt_i,0.0,CT_max_C,False,False
DHBDNo1,P15047,Topt_i,0.0,CT_max_C,False,False
ICHORTNo1,P0ADI4,Topt_i,0.0,CT_max_C,False,False
GLUTRRNo1,P0A6X1,Topt_i,0.011215376111241345,CT_max_C,False,True
GLCS1No1,P0A6U8,Topt_i,0.0,CT_max_C,False,False
GLCPNo1,P0AC86,Topt_i,0.0,CT_max_C,False,False
GLCPNo2,P00490,Topt_i,0.0,CT_max_C,False,False
RBK_L1No1,P08204,Topt_i,0.0,CT_max_C,False,False
RBP4ENo1,P08203,Topt_i,0.0,CT_max_C,False,False
RBP4ENo2,P39306,Topt_i,0.0,CT_max_C,False,False
RBP4ENo3,P37680,Topt_i,0.0,CT_max_C,False,False
TARTDNo1,P05847,Topt_i,0.0,CT_max_C,False,False
NTD2No1,P0A840,Topt_i,0.0,CT_max_C,False,False
NTD2No2,P0A8Y1,Topt_i,0.0,CT_max_C,False,False
NTD2No3,P0AF24,Topt_i,0.0,CT_max_C,False,False
GLCRALNo1,P23522,Topt_i,0.0,CT_max_C,False,False
NTD4No1,P0A840,Topt_i,0.0,CT_max_C,False,False
NTD4No2,P0AF24,Topt_i,0.0,CT_max_C,False,False
NTD5No1,P0A840,Topt_i,0.0,CT_max_C,False,False
NTD5No2,P0A8Y1,Topt_i,0.0,CT_max_C,False,False
NTD5No3,P76491,Topt_i,0.0,CT_max_C,False,False
NTD5No4,P76514,Topt_i,0.0,CT_max_C,False,False
KAS14No1,P0A953,Topt_i,0.0,CT_max_C,False,False
KAS14No2,P0AAI5,Topt_i,0.0,CT_max_C,False,False
HEMEOSNo1,P0AEA5,Topt_i,0.0,CT_max_C,False,False
ADMDCNo1,P0A7F6,Topt_i,0.0,CT_max_C,False,False
AGMTNo1,P60651,Topt_i,0.0,CT_max_C,False,False
NTD6No1,P0A840,Topt_i,0.0,CT_max_C,False,False
NTD6No2,P76491,Topt_i,0.0,CT_max_C,False,False
NTD6No3,P76514,Topt_i,0.0,CT_max_C,False,False
LGTHLNo1,P0AC81,Topt_i,0.0,CT_max_C,False,False
PYDXPPNo1,P46891,Topt_i,0.0,CT_max_C,False,False
PYDXPPNo2,P27848,Topt_i,0.0,CT_max_C,False,False
PYDXPPNo3,P21829,Topt_i,0.0,CT_max_C,False,False
PYDXPPNo4,P0AF24,Topt_i,0.0,CT_max_C,False,False
PDXPPNo1,P21829,Topt_i,0.0,CT_max_C,False,False
ARGDCNo1,P28629,Topt_i,0.0,CT_max_C,False,False
HACD6No1,P21177,Topt_i,0.0,CT_max_C,False,False
HACD6No2,P77399,Topt_i,4.559011280588281e-05,CT_max_C,False,False
ECOAH1No1,P77399,Topt_i,5.8350150132914065e-05,CT_max_C,False,False
ECOAH1No2,P21177,Topt_i,0.0,CT_max_C,False,False
ECOAH2No1,P77399,Topt_i,5.8350150132914085e-05,CT_max_C,False,False
ECOAH2No2,P21177,Topt_i,0.0,CT_max_C,False,False
ARGSSNo1,P0A6E4,Topt_i,0.21862936776934538,CT_max_C,True,True
AGPRNo1,P11446,Topt_i,0.0,CT_max_C,False,False
SPMSNo1,P09158,Topt_i,0.0,CT_max_C,False,False
G1SATNo1,P23893,Topt_i,0.0028658106385990325,CT_max_C,False,False
KDOCT2No1,P04951,Topt_i,0.0008252583222760139,CT_max_C,False,False
ECOAH3No1,P77399,Topt_i,5.8350150132914085e-05,CT_max_C,False,False
ECOAH3No2,P21177,Topt_i,0.0,CT_max_C,False,False
UGLTNo1,P09148,Topt_i,0.0,CT_max_C,False,False
EDTXS1No1,P0ACV0,Topt_i,0.0,CT_max_C,False,False
DXPSNo1,P77488,Topt_i,0.0008779119415779924,CT_max_C,False,False
OAADCNo1,P0A955,Topt_i,0.0,CT_max_C,False,False
MNNHNo1,P24215,Topt_i,0.0,CT_max_C,False,False
CDPMEKNo1,P62615,Topt_i,0.001237255588972212,CT_max_C,False,False
EDTXS2No1,P24205,Topt_i,0.0,CT_max_C,False,False
ALTRHNo1,P42604,Topt_i,0.0,CT_max_C,False,False
MECDPSNo1,P62617,Topt_i,0.00018778606028411465,CT_max_C,False,False
GUI1No1,P0A8G3,Topt_i,0.0,CT_max_C,False,False
EDTXS3No1,P0ACV2,Topt_i,0.0,CT_max_C,False,False
PGAMTNo1,P31120,Topt_i,0.0,CT_max_C,False,False
DDGLKNo1,P37647,Topt_i,0.0,CT_max_C,False,False
EDTXS4No1,P24205,Topt_i,0.0,CT_max_C,False,False
XYLI2No1,P00944,Topt_i,0.0,CT_max_C,False,False
PMANMNo1,P24175,Topt_i,0.0,CT_max_C,False,False
ICLNo1,P0A9G6,Topt_i,0.0,CT_max_C,False,False
UAGDPNo1,P0ACC7,Topt_i,0.0002368921843921761,CT_max_C,False,False
UAGCVTNo1,P0A749,Topt_i,0.004409892505218146,CT_max_C,False,False
GLURNo1,P22634,Topt_i,0.0,CT_max_C,False,False
UAG2ENo1,P27828,Topt_i,0.0,CT_max_C,False,False
GLYCLNo1,P0A6T9,Topt_i,0.0,CT_max_C,False,False
NNDPRNo1,P30011,Topt_i,0.005427701780831889,CT_max_C,False,True
HCYSMTNo1,Q47690,Topt_i,0.0,CT_max_C,False,False
MACPDNo1,P0A953,Topt_i,0.0,CT_max_C,False,False
DMQMTNo1,P17993,Topt_i,0.0,CT_max_C,False,False
UDPG4ENo1,P09147,Topt_i,0.0,CT_max_C,False,False
LACZNo1,P00722,Topt_i,0.0,CT_max_C,False,False
TRE6PHNo1,P28904,Topt_i,0.0,CT_max_C,False,False
XYLI1No1,P00944,Topt_i,0.0,CT_max_C,False,False
PPCNo1,P00864,Topt_i,0.008634456252985886,CT_max_C,False,True
ICHORS_copy1No1,P0AEJ2,Topt_i,0.0,CT_max_C,False,False
HACD4No1,P21177,Topt_i,0.0,CT_max_C,False,False
HACD4No2,P77399,Topt_i,5.8350150132914105e-05,CT_max_C,False,False
G3PTNo1,P75792,Topt_i,0.0,CT_max_C,False,False
G3PTNo2,P0AF24,Topt_i,0.0,CT_max_C,False,False
CINNDONo1,P0ABR5,Topt_i,0.0,CT_max_C,False,False
DHPPDNo1,P0CI31,Topt_i,0.0,CT_max_C,False,False
HACD5No1,P21177,Topt_i,0.0,CT_max_C,False,False
HACD5No2,P77399,Topt_i,5.8350150132914105e-05,CT_max_C,False,False
DHCINDNo1,P0CI31,Topt_i,0.0,CT_max_C,False,False
HACD7No1,P77399,Topt_i,4.559011280588283e-05,CT_max_C,False,False
HACD7No2,P21177,Topt_i,0.0,CT_max_C,False,False
CITLNo1,P0A6G5,Topt_i,0.0,CT_max_C,False,False
GOFUCRNo1,P32055,Topt_i,0.0,CT_max_C,False,False
PYDXKNo1,P40191,Topt_i,0.0,CT_max_C,False,False
PYDXKNo2,P77150,Topt_i,0.0,CT_max_C,False,False
HPPK2No1,P26281,Topt_i,3.874773627732655e-05,CT_max_C,False,False
PTPATiNo1,P0A6I6,Topt_i,4.166502483980592e-05,CT_max_C,False,False
HEX7No1,P23917,Topt_i,0.0,CT_max_C,False,False
DXPRIiNo1,P45568,Topt_i,3.42603326552719e-05,CT_max_C,False,False
GTPCII2No1,P0A7I7,Topt_i,0.0010920365377191017,CT_max_C,False,False
SADT2No1,P21156,Topt_i,0.0038181627444332255,CT_max_C,False,True
OPHBDCNo1,P0AAB4,Topt_i,3.8621047638230244e-07,CT_max_C,False,False
AACPS1No1,P0A6A8,Topt_i,0.0,CT_max_C,False,False
OHPHMNo1,P17993,Topt_i,0.0,CT_max_C,False,False
GHMT2rNo1,P0A825,Topt_i,0.0,CT_max_C,False,False
DHORD2No1,P0A7E1,Topt_i,0.0,CT_max_C,False,False
LCARSNo1,P0A9S1,Topt_i,0.0,CT_max_C,False,False
ALCD19No1,P39451,Topt_i,0.0,CT_max_C,False,False
ALCD19No2,P0A9Q7,Topt_i,0.0,CT_max_C,False,False
RMPANo1,P32169,Topt_i,0.0,CT_max_C,False,False
SBTPDNo1,P05707,Topt_i,0.0,CT_max_C,False,False
PFK_2No1,P0A796,Topt_i,0.0,CT_max_C,False,False
GLTPDNo1,P0A9S3,Topt_i,0.0,CT_max_C,False,False
ACACCTNo1,P76458,Topt_i,0.0,CT_max_C,False,False
ACACCTNo2,P37766,Topt_i,0.0,CT_max_C,False,False
SDPDSNo1,P0AED7,Topt_i,0.002258441230333285,CT_max_C,False,False
BUTCTNo1,P76458,Topt_i,0.0,CT_max_C,False,False
TGBPANo1,P0AB74,Topt_i,0.0,CT_max_C,False,False
TGBPANo2,P0C8J6,Topt_i,0.0,CT_max_C,False,False
MANAONo1,P39160,Topt_i,0.0,CT_max_C,False,False
TAGURrNo1,P0A6L7,Topt_i,0.0,CT_max_C,False,False
DMSOR1No1,P0AAJ1,Topt_i,0.0,CT_max_C,False,False
DMSOR1No2,P18775,Topt_i,0.0,CT_max_C,False,False
PGLYCPNo1,P32662,Topt_i,0.0,CT_max_C,False,False
2DGULRxNo1,P37666,Topt_i,0.0,CT_max_C,False,False
DKGLCNR2yNo1,P37666,Topt_i,0.0,CT_max_C,False,False
G1PTTNo1,P37744,Topt_i,0.0,CT_max_C,False,False
G1PTTNo2,P61887,Topt_i,0.0,CT_max_C,False,False
TDPGDHNo1,P27830,Topt_i,0.0,CT_max_C,False,False
TDPGDHNo2,P37759,Topt_i,0.0,CT_max_C,False,False
ADCSNo1,P00903,Topt_i,0.0003488467184675018,CT_max_C,False,False
ADCLNo1,P28305,Topt_i,9.329272346715861e-07,CT_max_C,False,False
ADCLNo2,P26602,Topt_i,0.0,CT_max_C,False,False
2DGULRyNo1,P37666,Topt_i,0.0,CT_max_C,False,False
DHAPTNo1,P08839,Topt_i,0.0,CT_max_C,False,False
UDPGALMNo1,P37747,Topt_i,0.0,CT_max_C,False,False
TDPDRENo1,P37745,Topt_i,0.0,CT_max_C,False,False
TDPDRRNo1,P37760,Topt_i,0.0,CT_max_C,False,False
UMPKNo1,P0A6I0,Topt_i,0.0,CT_max_C,False,False
UMPKNo2,P0A7E9,Topt_i,0.00037856119162202583,CT_max_C,False,False
RZ5PPNo1,P52086,Topt_i,0.0,CT_max_C,False,False
DDPGALANo1,Q6BF16,Topt_i,0.0,CT_max_C,False,False
DURIK1No1,P23331,Topt_i,0.0,CT_max_C,False,False
G3PD6No1,P0A996,Topt_i,0.0,CT_max_C,False,False
ALLTNNo1,P77671,Topt_i,0.0,CT_max_C,False,False
UAPGRNo1,P08373,Topt_i,0.0008816765888476243,CT_max_C,False,False
UPPRTNo1,P0A8F0,Topt_i,0.0,CT_max_C,False,False
NTD9No1,P0A840,Topt_i,0.0,CT_max_C,False,False
NTD9No2,P64636,Topt_i,0.0,CT_max_C,False,False
NTD9No3,P76514,Topt_i,0.0,CT_max_C,False,False
NTD9No4,P0AF24,Topt_i,0.0,CT_max_C,False,False
CTPS2No1,P0A7E5,Topt_i,0.0070482952306051725,CT_max_C,False,True
NTD1No1,P0A840,Topt_i,0.0,CT_max_C,False,False
