id,target,pred_tm
Sequence22124,54.4437501766639,51.211715
Sequence257,76.3157042302135,60.424799
Sequence3859,37.9233838502087,52.241355
Sequence14470,82.6418939902088,84.720439
Sequence17278,44.3761242602147,52.837729
Sequence26946,56.7665925945811,53.42716
Sequence3936,45.8790033956372,50.996035
Sequence16277,58.3156511134192,54.932505
Sequence16804,51.6389607262629,54.002756
Sequence26373,50.9498537675484,54.314613
Sequence14552,75.7394125997541,83.152211
Sequence13247,47.4688156514921,51.67824
Sequence3177,44.9916887300762,57.520092
Sequence14943,44.4357229999975,51.842427
Sequence9378,52.6993629056429,56.249785
Sequence11841,50.3129703506163,53.875947
Sequence10817,38.4672694048792,53.14554
Sequence302,71.8782631115009,61.057901
Sequence8256,44.5553281314387,50.791943
Sequence9814,47.8977134332995,53.38214
Sequence10662,46.2123499986429,57.300985
Sequence22895,56.2001630557567,52.184248
Sequence13527,81.1996991354825,89.616239
Sequence12416,47.9358360601068,56.358731
Sequence23080,52.1099337683757,50.335646
Sequence5016,55.665157469856,63.578141
Sequence14790,37.0491509190109,52.31083
Sequence12982,70.591687893851,68.379104
Sequence10567,45.7332252583205,54.413486
Sequence15031,50.0237003359871,53.244746
Sequence2771,42.4947091193291,52.873635
Sequence19060,39.8606040057257,54.370123
Sequence8945,46.0743157621373,51.497233
Sequence25631,56.0047959170701,54.410535
Sequence21271,54.8003761110772,55.228317
Sequence5914,53.239960594909,53.238565
Sequence17881,46.3494978217109,58.662403
Sequence4659,54.5935829110569,55.73228
Sequence9727,59.484911774464,55.247682
Sequence25053,47.1383565004173,51.725125
Sequence6226,49.5824561943982,57.401043
Sequence14884,57.2607771016475,51.538426
Sequence10335,45.7326878706422,61.020154
Sequence16781,45.1608439356899,54.797995
Sequence24909,59.5758637823136,53.466547
Sequence18072,53.6826555437621,53.050512
Sequence1080,49.903470314599,60.084999
Sequence3577,45.3513481039017,54.524195
Sequence7403,49.4505634578027,52.0684
Sequence4717,50.723027400364,57.653624
Sequence14945,48.3047897418711,51.108372
Sequence15597,50.0593273808342,53.694326
Sequence21172,55.7069121801391,55.34668
Sequence20618,49.5792624361883,55.055493
Sequence2217,39.9858353485264,53.731102
Sequence9023,41.8546872201932,52.333075
Sequence20278,48.2022013832912,52.663994
Sequence25705,48.4635550213153,52.472901
Sequence6326,50.0364303180761,56.940806
Sequence3357,45.6754771093846,63.042229
Sequence21862,60.5725423351902,53.890252
Sequence8117,46.178307457398,53.524828
Sequence22765,54.1768593654273,55.525625
Sequence27920,55.6919563042811,54.377151
Sequence13713,88.8687942910618,84.939027
Sequence8071,52.883742418477,55.412704
Sequence24458,56.8519532121807,54.137576
Sequence5000,48.3897462823968,64.990771
Sequence3168,45.0335571296602,58.106267
Sequence20178,46.6877257969578,51.325363
Sequence20651,46.9251171860189,53.413385
Sequence8767,42.9689177874256,67.686099
Sequence20987,49.3528425414268,54.603297
Sequence22851,54.9562499779695,55.975193
Sequence25800,65.7635417646001,52.787942
Sequence22738,53.244689785306,53.927284
Sequence13277,50.1022982436264,56.854576
Sequence423,71.7383601522503,66.099876
Sequence12423,45.6570116972595,52.608782
Sequence20926,46.3872260459907,51.35138
Sequence17922,40.4994872788339,52.52707
Sequence14910,47.7479597963695,55.699342
Sequence14607,94.3152029361335,89.01453
Sequence9716,64.7807796928429,58.720005
Sequence19579,43.3276678037695,56.234866
Sequence20061,52.1395332078191,53.63192
Sequence17168,44.8470714907443,51.023221
Sequence22040,46.8426291713161,53.524774
Sequence15538,41.1282963904554,54.397142
Sequence8771,39.6144612872933,56.931704
Sequence10696,54.7643240487209,54.303002
Sequence7173,51.1587079967589,57.746512
Sequence17096,60.8170249712659,55.046177
Sequence19312,42.6858764600148,55.161691
Sequence6058,45.2808274985645,60.275233
Sequence13484,92.7206623798791,86.916858
Sequence8686,47.5844218284614,58.019978
Sequence26999,56.3150515985362,53.921938
Sequence26117,54.1815811538415,59.037685
Sequence21769,59.1853413273934,54.791647
Sequence16250,46.930050051404,53.316396
Sequence26879,46.0264986705856,53.684133
Sequence8050,50.5079941662041,61.10816
Sequence1439,43.6895597948929,52.824152
Sequence5346,47.1321612538103,57.142931
Sequence7678,53.3620507872014,57.480013
Sequence4139,44.9265250907094,56.061083
Sequence18852,48.842212393304,54.471689
Sequence707,68.9319215881536,62.867796
Sequence22168,51.0751396396922,52.228445
Sequence9620,41.9829017187822,57.582116
Sequence21998,52.9772132439246,52.751869
Sequence13517,83.0534460210318,84.833312
Sequence3114,40.7481179368889,51.863718
Sequence25778,50.4782306413735,53.564322
Sequence18810,45.579548929095,53.120148
Sequence8435,54.1373137967846,54.630208
Sequence10138,50.318081055918,55.233228
Sequence9694,65.7135610353061,55.110347
Sequence7665,49.8730326178821,52.925342
Sequence14133,89.3161697156827,67.701375
Sequence15034,41.8250456103909,52.603179
Sequence4403,49.8460995194884,52.86029
Sequence6201,50.0312218070931,56.962597
Sequence11339,34.5658574062272,52.09462
Sequence17149,48.2350459500186,57.175326
Sequence13940,80.308728918495,92.334843
Sequence26976,55.0642167125863,53.307176
Sequence8550,45.430140897014,54.802966
Sequence21380,47.4294824795901,52.931982
Sequence20667,49.1741785795468,54.433697
Sequence25442,49.5056175017899,51.082146
Sequence766,42.9192864829421,51.75879
Sequence13613,89.2287831885459,83.838046
Sequence18381,43.2164650925303,50.493467
Sequence4852,45.3104262219484,54.5075
Sequence15143,43.145876049016,51.312274
Sequence2123,51.3816408658257,52.705026
Sequence7691,49.3163656919947,53.446198
Sequence1452,48.4696734600518,55.886233
Sequence20813,47.697148388744,55.656391
Sequence11825,41.1753638818387,50.924385
Sequence6563,47.9686360872943,61.306381
Sequence2917,48.8904845335956,51.953107
Sequence26605,46.1024574543897,52.712804
Sequence15728,34.0912644818269,50.192732
Sequence1828,53.7619236382289,58.44484
Sequence7668,63.3358376506504,62.870342
Sequence6728,52.1616391936712,59.005815
Sequence19370,39.1846939483364,57.331163
Sequence18219,48.789770874091,53.025466
Sequence18350,34.0408915516597,56.409532
Sequence22973,53.3828225794236,57.368052
Sequence12819,84.0769962288697,70.050538
Sequence4808,51.6239424034711,56.00543
Sequence13396,48.3035157932921,58.324647
Sequence18624,43.9911745470204,55.497646
Sequence11747,42.3769298825467,54.507744
Sequence16500,37.999484324926,54.430258
Sequence12543,71.6036761365696,67.520237
Sequence7795,46.660313271578,52.668726
Sequence18194,50.7120248298411,53.232485
Sequence5399,47.480262331039,71.202505
Sequence13516,74.9141739795199,82.650787
Sequence11297,43.7975945464419,54.059094
Sequence2565,51.786867826504,51.643378
Sequence26264,56.106601307558,52.751267
Sequence12471,46.2873523375512,53.410476
Sequence25224,55.2927431267144,52.726895
Sequence17970,45.6046456620448,55.272895
Sequence3332,42.4213586087821,54.37246
Sequence7267,50.6039433142275,53.18889
Sequence24127,50.3376454155883,52.964723
Sequence1215,35.9130644914753,61.322689
Sequence15894,32.9643335887492,56.81057
Sequence20395,51.5744859946082,51.80034
Sequence25142,54.6459335256744,58.692032
Sequence4790,43.8305999608827,55.713356
Sequence6271,51.7107126203762,55.804563
Sequence14553,74.5701572014903,82.876545
Sequence13868,88.7104596292738,88.753283
Sequence17441,42.79219416172,55.94157
Sequence20657,51.6457115589109,53.726488
Sequence13575,80.6531923481267,85.454136
Sequence27212,48.9424701863031,54.233271
Sequence23467,50.878079833822,54.4415
Sequence7559,42.8113882783091,56.196088
Sequence25528,45.4788954417199,51.709652
Sequence21116,50.0286460078442,53.40184
Sequence11592,50.2539450857565,52.796024
Sequence821,49.4675980029996,52.782279
Sequence22864,43.329718255365,57.161623
Sequence1552,47.16851242397,53.187293
Sequence8889,50.9598758278696,55.365026
Sequence2749,41.1535552041478,53.483909
Sequence22862,60.93494705798,55.739462
Sequence10694,52.1352494515483,51.25941
Sequence27111,63.4003495077167,56.150657
Sequence12085,48.7767615501533,53.955221
Sequence12659,82.1431255825428,74.433708
Sequence17719,40.2391901549837,53.404534
Sequence9385,53.4952549674365,53.770936
Sequence25186,42.406383829658,53.233266
Sequence26232,59.9025234974065,56.178737
Sequence6093,57.2963143050132,56.489527
Sequence12250,42.7454595228206,51.427352
Sequence11238,44.0851611856961,51.899803
Sequence8541,44.4428349895739,52.160811
Sequence4549,54.615755365842,56.413162
Sequence27047,50.4675220608674,52.316785
Sequence27060,63.551777082579,55.275339
Sequence27180,58.756305192202,59.125382
Sequence25551,44.5486101044318,52.701533
Sequence17250,51.8627621715182,53.451908
Sequence13550,87.0945711172666,88.786364
Sequence19851,39.5385002038477,52.180701
Sequence16001,47.7044627359463,54.047436
Sequence11361,39.457392121628,58.533853
Sequence26037,59.4081611230028,53.225261
Sequence22225,46.1096812469019,52.109581
Sequence11187,41.5750647047667,54.012477
Sequence14964,43.2804080394137,54.599452
Sequence20348,49.9325390483027,54.218912
Sequence6099,59.0219514010768,65.913767
Sequence16584,43.2874110114522,55.23535
Sequence11606,61.3654141751192,53.861797
Sequence2528,42.3578361949728,52.187788
Sequence27037,55.2770412869514,53.482628
Sequence16562,43.1146682360105,55.175209
Sequence27491,52.2481694083138,54.876262
Sequence10800,34.7569193735858,55.652988
Sequence10303,48.6691407338523,53.405035
Sequence4226,45.4761692386557,53.835315
Sequence7483,45.6899414937323,58.901095
Sequence25114,49.2083963547573,54.417974
Sequence26311,59.8845761186109,55.117369
Sequence11619,43.6329743448297,50.372231
Sequence9966,36.1252248939003,61.963981
Sequence944,42.2079177762218,53.491586
Sequence11326,47.3112863718054,53.103429
Sequence18075,51.1670900656372,52.001697
Sequence19168,38.0221951671536,60.675222
Sequence21092,58.8701633714024,56.296897
Sequence6327,46.0722774657961,57.245022
Sequence22230,51.4024525694368,55.440724
Sequence7014,48.9049692174752,57.530314
Sequence22661,48.7276347724464,53.194344
Sequence16616,50.3120556732401,56.052232
Sequence14186,79.4769687418303,81.338656
Sequence1723,48.6365029014994,53.118235
Sequence12774,77.1483476295262,73.472077
Sequence24222,51.4206321450892,52.899539
Sequence9403,50.4482493313324,58.833867
Sequence21518,50.5942274677901,58.462733
Sequence3695,45.4709020213028,53.710389
Sequence5541,48.4123450285169,55.504096
Sequence7965,45.5199205030642,52.090609
Sequence16791,38.776260813174,54.226923
Sequence9868,33.9817712076132,52.517575
Sequence1614,54.1228227296712,56.602591
Sequence4934,59.4577838453615,61.80312
Sequence26970,51.6504465327482,52.989334
Sequence16388,39.6913885262943,56.530339
Sequence13187,80.2194170116109,71.118832
Sequence3567,49.2952916817538,58.803439
Sequence5520,54.5824259701223,56.66188
Sequence15991,51.4389347316508,52.643847
Sequence24157,53.1715961023515,51.58065
Sequence20333,52.7821575648499,55.792475
Sequence1055,51.9386767623058,52.128118
Sequence22958,52.3065592136716,57.520568
Sequence3181,49.8664816755661,58.798224
Sequence18774,44.3550964916646,57.81225
Sequence24902,53.3098904380961,54.480398
Sequence19830,54.6043822231997,59.43321
Sequence21359,53.2539494591719,54.352707
Sequence2036,37.6178653952184,51.835418
Sequence7459,45.7124532859032,52.375287
Sequence7052,52.3854975247698,52.420264
Sequence17878,50.1411193831882,54.353601
Sequence18286,34.781752935162,54.219371
Sequence12033,43.1089948864125,54.107726
Sequence15438,46.0647705050606,52.067327
Sequence10601,40.1755786837208,54.768533
Sequence25386,55.6638569083172,53.722584
Sequence11282,43.4743456172238,53.198886
Sequence25979,48.9263218086677,52.71486
Sequence14757,47.105422112491,54.228932
Sequence6556,42.6431796498289,52.364045
Sequence816,51.0441936527727,52.952224
Sequence6935,49.8968633587348,56.156611
Sequence13555,85.9173999482372,87.700176
Sequence2518,38.9109617195622,52.297556
Sequence22556,53.6423793721843,55.403876
Sequence15907,44.7527266598491,50.984013
Sequence9134,77.1363377712904,69.856668
Sequence137,73.8868842095128,61.998814
Sequence19533,43.2454758619731,52.959591
Sequence24348,56.6919255495732,55.600554
Sequence11589,47.8656179943159,52.901244
Sequence18155,42.6070090013166,55.143142
Sequence11989,31.9787864946893,52.969825
Sequence18280,41.5411333326885,67.724311
Sequence13995,95.6207453786922,82.310545
Sequence22121,53.3048426467158,60.347402
Sequence23854,49.8266439637118,54.585606
Sequence17884,42.4791190037739,55.380136
Sequence2423,42.7591247348298,54.33706
Sequence22203,51.4408998703488,51.580006
Sequence23792,51.8973689018884,54.289204
Sequence18905,38.7266628976708,53.653955
Sequence25532,49.2828575614152,50.238794
Sequence22630,54.5325265722584,55.328196
Sequence1479,48.323383934599,53.321683
Sequence27805,46.281202143216,52.367026
Sequence2690,42.7827569966437,54.656172
Sequence13694,82.4091554343472,83.807266
Sequence20592,53.5045521492207,61.887538
Sequence1388,44.630838934645,52.440655
Sequence17110,46.1454541640029,53.447098
Sequence4211,57.0568473707391,57.531106
Sequence9135,49.7910905533362,57.976496
Sequence845,47.1543730533869,55.105639
Sequence26210,54.7288495425347,52.368474
Sequence16110,45.0847296633334,52.309823
Sequence22101,48.4871003080938,53.191948
Sequence19941,49.3997127944671,54.967582
Sequence9118,76.2593452593276,83.659965
Sequence7,49.0447748613113,53.32641
Sequence9968,37.5248424371509,58.5904
Sequence19183,54.9157932936605,59.164995
Sequence18716,44.1691121766237,54.481316
Sequence14541,79.3293178163707,82.577443
Sequence11775,49.4183516633098,54.068232
Sequence3003,35.1106759128343,51.334417
Sequence13392,36.6693501498239,53.500485
Sequence5014,44.7061817197282,54.908931
Sequence12187,52.8726597990364,53.681415
Sequence6063,46.99700989702,51.692903
Sequence9016,46.1509868467556,52.37453
Sequence18024,51.6651674210594,53.54597
Sequence22690,62.7978636085077,52.999955
Sequence11069,43.1461762623936,57.092965
Sequence512,67.5217889245135,74.869537
Sequence6278,46.5370741842527,50.734025
Sequence17239,52.0293725727884,51.889676
Sequence21702,47.7929433757613,53.579831
Sequence22020,50.4906754161741,55.798441
Sequence11919,57.5746841127671,51.656455
Sequence27135,40.7824797293314,52.906555
Sequence22639,58.7892560307224,54.802805
Sequence6938,42.9155934585939,55.611861
Sequence21753,55.2930597162747,51.307917
Sequence23487,48.6073926952429,55.326718
Sequence4538,47.6491678134575,54.601324
Sequence22285,44.8018210803371,54.074526
Sequence19538,38.5495037729398,50.450361
Sequence23392,48.0023873885663,50.602323
Sequence15359,53.2704268080437,53.627849
Sequence26158,56.6087176378935,52.912021
Sequence20574,60.1907135162665,55.889392
Sequence17217,52.8088499916504,54.072928
Sequence6258,56.3595697220128,53.905642
Sequence10765,38.8733829477501,55.672562
Sequence9050,49.5430525925783,57.420659
Sequence12737,65.6452713010929,68.700832
Sequence22087,45.92896300981,53.154147
Sequence26576,50.4872037192421,54.86297
Sequence2703,42.3570856907629,50.641477
Sequence267,76.6497699686306,72.481084
Sequence6632,44.1425363629063,56.884825
Sequence6546,48.329142465917,53.73565
Sequence14358,84.6425116664586,84.744674
Sequence16127,65.454620212867,59.251022
Sequence4555,45.9691679865514,57.883573
Sequence13218,67.3532801943411,69.283241
Sequence6092,49.0937614745441,53.770852
Sequence12215,50.0206351081946,51.424295
Sequence4960,58.2944220856309,62.195927
Sequence14869,50.4288825120142,54.066306
Sequence15284,46.5869438439144,54.860461
Sequence8335,65.1957521247886,57.745391
Sequence25930,57.8431476473004,55.576038
Sequence20398,44.8129411506393,52.626896
Sequence8463,46.6314415811527,53.74645
Sequence17632,42.860103926804,50.302964
Sequence16924,51.447430802618,65.07954
Sequence15082,50.1009990698248,53.978252
Sequence1806,48.1241913414858,52.791721
Sequence16098,39.7538622320374,53.447306
Sequence23949,55.4070380104337,53.086728
Sequence19548,41.842865506196,59.231198
Sequence16826,43.1091219020418,52.723634
Sequence11447,52.2734342031589,57.150471
Sequence16323,53.103731915986,52.843255
Sequence12848,71.9707278522056,72.010869
Sequence11263,53.3686726727598,55.173707
Sequence25968,61.0439987715818,56.309474
Sequence26447,50.6798672872085,54.062641
Sequence18045,41.8848576097187,54.192561
Sequence1350,53.1487828608035,56.634164
Sequence3408,40.0079788861556,56.073064
Sequence6933,53.7412551118144,53.44829
Sequence2766,41.7623256080875,54.474664
Sequence19978,43.365855209771,53.962284
Sequence10853,43.7715156563558,55.076706
Sequence14456,85.5559495911842,84.03179
Sequence8198,56.4928738945936,62.455297
Sequence5805,46.5735429244632,52.307129
Sequence13323,43.3477253569733,53.587729
Sequence26303,56.5285760457974,55.389965
Sequence27792,49.0546586020224,52.783281
Sequence22527,59.6085135687859,52.450156
Sequence2553,42.4821788996209,52.216864
Sequence12969,89.6378344613876,70.108503
Sequence8918,50.2694751575315,56.027168
Sequence1152,51.3897254157454,57.230645
Sequence15585,47.6361799754663,54.160774
Sequence7757,47.7375044406489,56.744838
Sequence8114,38.907647348126,57.450408
Sequence20065,58.3627121411874,55.365902
Sequence16479,41.3512641934938,54.503071
Sequence24592,47.0014227136011,52.503532
Sequence19313,39.5054893005578,55.09764
Sequence19366,37.8451139925297,58.726841
Sequence20552,58.7016533758561,52.935559
Sequence13763,96.5246940097309,85.440898
Sequence11213,38.4899344778689,53.091836
Sequence23242,55.4042117800103,53.778362
Sequence11488,46.8780203551575,54.229343
Sequence2205,54.3285139317597,54.249817
Sequence3362,39.5495637676497,52.574527
Sequence2414,45.4344929425736,54.900491
Sequence26020,52.3308701838658,53.810978
Sequence27476,49.0321350638756,54.147214
Sequence27696,48.7785275081464,52.573162
Sequence9483,54.4948552430191,59.666646
Sequence7032,49.7264763244334,56.774795
Sequence11289,49.1600869037701,53.031701
Sequence26329,56.3187821823684,54.384387
Sequence11819,52.0795789913952,55.109489
Sequence27713,47.7717372080267,52.881753
Sequence19640,37.5823780019049,53.577209
Sequence12762,77.9310530583446,71.547914
Sequence27194,48.2337413466714,52.093077
Sequence27466,46.5147527425287,53.596067
Sequence11938,50.0167994542835,53.066421
Sequence12043,47.8904393489034,56.124592
Sequence24757,54.0884084401896,54.071152
Sequence7727,48.8379971943984,52.856171
Sequence10087,45.8569833408517,52.366656
Sequence24034,44.3139179840295,52.957141
Sequence10337,49.2731196642411,66.211647
Sequence20701,45.9628837208323,55.76452
Sequence14348,81.656818127026,72.583878
Sequence24601,51.1248223751116,52.902627
Sequence3871,46.2464909431672,57.36028
Sequence3603,43.2571582162826,60.323328
Sequence18916,39.5328462676566,51.901031
Sequence26247,51.8745028994228,51.003426
Sequence10409,59.9805185727001,53.493589
Sequence1590,47.123572445086,52.121657
Sequence18151,42.7552336572049,55.045021
Sequence16476,47.1317717369671,55.423981
Sequence5220,50.9193792428588,55.396485
Sequence4396,51.691707003497,59.657419
Sequence8849,49.5415091751005,66.270536
Sequence8487,55.6996905694602,51.37381
Sequence15824,51.7643505463035,53.296757
Sequence5043,51.541540435343,60.74509
Sequence7618,42.4984502740839,52.29255
Sequence2463,41.776318694364,55.902964
Sequence8859,49.5015960048847,55.140817
Sequence3297,43.0187469350539,58.257389
Sequence22172,53.174696910243,52.228445
Sequence5669,57.8061318491347,62.559605
Sequence22375,53.170611336847,52.237761
Sequence26389,55.2154614512333,52.663195
Sequence14117,91.8449173615981,83.429027
Sequence27590,53.3696961259155,54.917896
Sequence1199,55.7628512512135,53.534544
Sequence7837,49.2518254097895,51.521683
Sequence26606,46.0088247789535,54.114068
Sequence5039,56.5916977351498,56.493533
Sequence14445,80.2968601763069,86.668563
Sequence17291,44.9875922112073,54.267389
Sequence19616,40.4860934420644,53.422254
Sequence27451,49.8353568495476,52.27617
Sequence15466,90.1693279945158,87.679505
Sequence2696,40.5065248319289,55.945319
Sequence19500,47.6318367929861,52.960581
Sequence19676,53.146683664824,55.785614
Sequence5195,52.0096392874064,62.963825
Sequence23495,47.4024349944807,53.653651
Sequence15946,50.2017912894808,55.017483
Sequence18743,43.435374495186,52.409309
Sequence14982,52.5279840529442,57.770687
Sequence18582,41.9247167874572,53.474879
Sequence446,78.5961287106634,73.112673
Sequence23777,46.6106734681273,52.992189
Sequence5996,53.6002229401637,58.910728
Sequence21891,46.4264703183902,53.0146
Sequence22568,50.9837191793302,53.820813
Sequence6388,49.3094401375294,57.857728
Sequence13946,88.1666453532732,82.289869
Sequence11758,46.0782911593316,50.501657
Sequence5815,49.9516380397017,52.369356
Sequence16100,53.957150866044,51.971406
Sequence25635,43.9988728250227,52.993476
Sequence12776,75.6182118877078,72.271961
Sequence2255,38.113093814718,54.808295
Sequence13371,60.7954249212045,53.016895
Sequence2985,39.8232009641838,53.446203
Sequence8193,46.9678345477489,56.982327
Sequence17952,42.0758440015843,53.716439
Sequence21644,49.447022122663,53.119332
Sequence7660,37.5919465806813,67.040086
Sequence16265,45.1261038879535,53.137589
Sequence14258,95.0332380419233,84.564513
Sequence1543,45.8195375303659,54.621482
Sequence8352,41.6356003783759,51.849937
Sequence7294,41.823544593407,57.5867
Sequence19014,46.5007262475562,52.508539
Sequence20132,48.9074040092464,56.223845
Sequence5038,41.5658899391831,60.583127
Sequence9604,61.388085490488,60.306829
Sequence27446,54.7926458819298,53.315431
Sequence27280,51.3284637987359,54.424071
Sequence26290,59.5087753185049,55.295992
Sequence2800,47.4988754600053,52.891147
Sequence13207,68.2532511080969,60.728264
Sequence25524,48.1679470592864,53.738803
Sequence21289,49.080538524327,55.028814
Sequence18054,48.9478327171826,53.610402
Sequence12247,47.3317006228214,53.95546
Sequence9751,46.6063906800784,51.69847
Sequence12428,42.1444483187946,61.856854
Sequence1445,40.4599798962843,53.166914
Sequence23399,46.8365052270616,50.541985
Sequence25577,50.3017008809227,52.92666
Sequence21652,65.42009629787,55.474454
Sequence5267,52.6904989759093,59.37497
Sequence9033,50.0334823231204,52.508467
Sequence6678,43.170002053485,57.88787
Sequence1260,48.3846418224924,49.601996
Sequence24247,48.9189068780277,52.304393
Sequence14744,49.1375271316097,55.285817
Sequence25253,50.9833846754179,52.066123
Sequence15944,47.6658547757012,55.152786
Sequence12912,64.9081599637954,69.772285
Sequence15333,49.2667526675738,52.709001
Sequence7429,51.6310131205711,53.191549
Sequence2050,51.1057706793478,53.516424
Sequence15573,52.668394591124,54.232723
Sequence22814,46.7719534901379,53.80159
Sequence19220,39.3362777463313,55.292672
Sequence8997,44.1577026415741,55.386269
Sequence26147,55.0962853046255,52.052891
Sequence10090,42.0911433449712,68.072045
Sequence1295,50.108213888554,51.793849
Sequence22149,50.0285923831105,52.31539
Sequence27032,64.7471970808262,52.915758
Sequence16281,47.479960750915,51.160324
Sequence18977,42.3825046861913,53.748786
Sequence5457,51.2494657263452,57.064015
Sequence23177,54.8697168127013,55.860144
Sequence17156,46.8843366661512,52.591449
Sequence2383,41.0886624103965,53.162789
Sequence25796,49.6934418370226,51.68522
Sequence12781,70.9245956300702,72.889531
Sequence10420,57.9476128194122,51.718533
Sequence13866,90.0097889502558,85.815173
Sequence19717,39.8567217026207,52.88375
Sequence26580,46.276023978338,53.082716
Sequence3412,44.9548023816939,59.434927
Sequence9487,55.2209460993047,55.526918
Sequence12304,48.9347160273045,55.664206
Sequence897,54.8067959395113,53.90957
Sequence9166,59.9142048556195,52.700758
Sequence110,45.5415950353065,54.348058
Sequence13133,82.4931346384778,76.63669
Sequence14106,88.3914323082272,88.697952
Sequence8796,51.9644169111066,52.216035
Sequence17365,49.5766838689187,50.656986
Sequence10438,49.3810676065608,53.291935
Sequence14874,50.2281808452015,51.983511
Sequence5568,58.8157495258979,54.703653
Sequence8919,45.8779605447331,58.172518
Sequence5110,57.7360678089772,51.094508
Sequence2013,49.7963993828729,52.796125
Sequence26916,47.5452378346843,51.33456
Sequence13013,69.9839243703052,71.453846
Sequence12365,49.9968592269765,54.29067
Sequence25010,46.6387505594729,52.776504
Sequence2725,33.7858631613591,52.655458
Sequence26092,47.5899209679381,53.52599
Sequence5964,58.3955148108599,53.628033
Sequence4888,51.6886358127787,66.337669
Sequence24837,56.8974388584671,56.743699
Sequence21714,53.1110054188666,53.706467
Sequence24100,50.2622025054615,52.191395
Sequence15698,44.8364267541848,59.698844
Sequence12044,43.2153052804269,58.404922
Sequence8120,41.5742428351161,52.749658
Sequence22073,49.1485945331932,56.109208
Sequence5292,59.93454016439,57.145154
Sequence6711,56.2664487345772,57.556617
Sequence4328,58.4108218130922,60.526127
Sequence15766,51.8148068231762,54.432923
Sequence19073,51.9636684134606,52.017576
Sequence8154,48.502454101139,51.026952
Sequence25050,48.5954983162986,53.604198
Sequence4634,49.3700771683999,56.587064
Sequence15423,46.5036686520876,53.776574
Sequence3533,54.5468653937905,58.584291
Sequence23374,48.1243998674099,52.837515
Sequence8261,47.5755629390652,58.457702
Sequence12930,72.8715074940197,68.466717
Sequence18313,42.459737184947,51.740593
