strain,species,config,T_C,model_qO2_mmol_gDW_h,model_O2_fmol_per_cell_h,LABEL
chaemulonii_draft,C. haemulonii,B5 + complex III direction (sensitivity),34.0,2.608553472097242,0.7303949721872278,carries the cell-mass assumption; not concluded from
chaemulonii_draft,C. haemulonii,B5 + complex III direction (sensitivity),36.0,2.788479720614784,0.7807743217721396,carries the cell-mass assumption; not concluded from
chaemulonii_draft,C. haemulonii,B5 + complex III direction (sensitivity),38.0,2.897471345239446,0.8112919766670449,carries the cell-mass assumption; not concluded from
chaemulonii_draft,C. haemulonii,B5 + complex III direction (sensitivity),40.0,2.9442845271966847,0.8243996676150718,carries the cell-mass assumption; not concluded from
chaemulonii_draft,C. haemulonii,B5 + complex III direction (sensitivity),42.0,2.9398398796096976,0.8231551662907154,carries the cell-mass assumption; not concluded from
chaemulonii_draft,C. haemulonii,B5 + complex III direction (sensitivity),44.0,2.8968311556751956,0.8111127235890547,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),22.0,0.07096509244195454,0.01987022588374727,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),24.0,0.1143017539092894,0.03200449109460103,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),26.0,0.1630335728188733,0.04564940038928452,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),28.0,0.20864707968452603,0.05842118231166729,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),30.0,0.24531425223381065,0.06868799062546699,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),32.0,0.27043275436569475,0.07572117122239454,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),34.0,0.2839223108102885,0.0794982470268808,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),36.0,0.2879679445772118,0.08063102448161931,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),38.0,0.2840817186813173,0.07954288123076884,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),40.0,0.27231336800200545,0.07624774304056153,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),42.0,0.2544580022373264,0.0712482406264514,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,before (B3),44.0,0.23217794110516599,0.06500982350944648,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",22.0,3.182421643002703,0.8910780600407568,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",24.0,1.8899672927095899,0.5291908419586853,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",26.0,2.1016437115166524,0.5884602392246627,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",28.0,2.4970884420003543,0.6991847637600993,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",30.0,2.823660771432104,0.7906250160009891,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",32.0,3.078805423509089,0.862065518582545,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",34.0,3.2683401372659926,0.915135238434478,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",36.0,3.399128731618281,0.9517560448531188,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",38.0,3.483702943411334,0.9754368241551736,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",40.0,3.522995156451854,0.9864386438065191,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",42.0,3.5252997158551715,0.987083920439448,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,"after (B5, repaired)",44.0,3.4994545914016815,0.9798472855924708,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),22.0,1.2640092852998555,0.3539225998839596,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),24.0,1.4863523194030221,0.41617864943284627,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),26.0,1.8195131125571096,0.5094636715159907,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),28.0,2.197567735559305,0.6153189659566054,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),30.0,2.5052022782555357,0.70145663791155,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),32.0,2.6343963177221115,0.7376309689621913,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),34.0,2.781214033662274,0.7787399294254368,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),36.0,2.8696568245406247,0.803503910871375,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),38.0,2.8911637887687736,0.8095258608552567,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),40.0,2.7310927464163153,0.7647059689965684,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),42.0,2.717248152743201,0.7608294827680963,carries the cell-mass assumption; not concluded from
cduobushaemulonii_draft,C. duobushaemulonii,B5 + complex III direction (sensitivity),44.0,2.5437986087913402,0.7122636104615754,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),22.0,3.8679736406393235,1.0830326193790107,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),24.0,4.39813315005984,1.2314772820167552,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),26.0,5.222900117375192,1.462412032865054,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),28.0,6.1758877841876965,1.7292485795725552,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),30.0,6.95946057337136,1.9486489605439807,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),32.0,4.338980592756849,1.2149145659719178,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),34.0,4.774237379424347,1.3367864662388174,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),36.0,4.941655175187172,1.3836634490524082,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),38.0,5.0003117561834145,1.4000872917313563,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),40.0,4.949495230274469,1.3858586644768514,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),42.0,4.734599809336256,1.3256879466141518,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,before (B3),44.0,4.590485792123461,1.2853360217945693,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",22.0,3.8679736406394043,1.0830326193790332,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",24.0,4.398133150059814,1.2314772820167479,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",26.0,5.222900117375186,1.462412032865052,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",28.0,6.175887784187733,1.7292485795725652,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",30.0,6.9594605733713575,1.9486489605439803,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",32.0,4.338980592756817,1.214914565971909,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",34.0,4.774237379424333,1.3367864662388134,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",36.0,4.941655175187186,1.3836634490524122,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",38.0,5.000311756183406,1.4000872917313538,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",40.0,4.949495230274469,1.3858586644768514,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",42.0,4.734599809336256,1.3256879466141518,carries the cell-mass assumption; not concluded from
cparapsilosis_iDC1003,C. parapsilosis,"after (B5, repaired)",44.0,4.590485792123459,1.2853360217945686,carries the cell-mass assumption; not concluded from
